Year,AR6_R10,GW,MWh/yr,MtCO2/yr,Type
2061,R10NORTH_AM,0.0,0.0,0.0,Const_low
2061,R10PAC_OECD,0.0,0.0,0.0,Const_low
2061,R10REF_ECON,0.0,0.0,0.0,Const_low
2061,R10REST_ASIA,0.0,0.0,0.0,Const_low
2062,R10AFRICA,0.0,0.0,0.0,Const_low
2062,R10CHINA+,0.0,0.0,0.0,Const_low
2062,R10EUROPE,0.0,0.0,0.0,Const_low
2062,R10INDIA+,0.0,0.0,0.0,Const_low
2062,R10LATIN_AM,0.0,0.0,0.0,Const_low
2062,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2062,R10NORTH_AM,0.0,0.0,0.0,Const_low
2062,R10PAC_OECD,0.0,0.0,0.0,Const_low
2062,R10REF_ECON,0.0,0.0,0.0,Const_low
2062,R10REST_ASIA,0.0,0.0,0.0,Const_low
2063,R10AFRICA,0.0,0.0,0.0,Const_low
2063,R10CHINA+,0.0,0.0,0.0,Const_low
2063,R10EUROPE,0.0,0.0,0.0,Const_low
2063,R10INDIA+,0.0,0.0,0.0,Const_low
2063,R10LATIN_AM,0.0,0.0,0.0,Const_low
2063,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2063,R10NORTH_AM,0.0,0.0,0.0,Const_low
2063,R10PAC_OECD,0.0,0.0,0.0,Const_low
2063,R10REF_ECON,0.0,0.0,0.0,Const_low
2063,R10REST_ASIA,0.0,0.0,0.0,Const_low
2064,R10AFRICA,0.0,0.0,0.0,Const_low
2064,R10CHINA+,0.0,0.0,0.0,Const_low
2064,R10EUROPE,0.0,0.0,0.0,Const_low
2064,R10INDIA+,0.0,0.0,0.0,Const_low
2064,R10LATIN_AM,0.0,0.0,0.0,Const_low
2064,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2064,R10NORTH_AM,0.0,0.0,0.0,Const_low
2064,R10PAC_OECD,0.0,0.0,0.0,Const_low
2064,R10REF_ECON,0.0,0.0,0.0,Const_low
2064,R10REST_ASIA,0.0,0.0,0.0,Const_low
2065,R10AFRICA,0.0,0.0,0.0,Const_low
2065,R10CHINA+,0.0,0.0,0.0,Const_low
2065,R10EUROPE,0.0,0.0,0.0,Const_low
2065,R10INDIA+,0.0,0.0,0.0,Const_low
2065,R10LATIN_AM,0.0,0.0,0.0,Const_low
2065,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2065,R10NORTH_AM,0.0,0.0,0.0,Const_low
2065,R10PAC_OECD,0.0,0.0,0.0,Const_low
2065,R10REF_ECON,0.0,0.0,0.0,Const_low
2065,R10REST_ASIA,0.0,0.0,0.0,Const_low
2066,R10AFRICA,0.0,0.0,0.0,Const_low
2066,R10CHINA+,0.0,0.0,0.0,Const_low
2066,R10EUROPE,0.0,0.0,0.0,Const_low
2066,R10INDIA+,0.0,0.0,0.0,Const_low
2066,R10LATIN_AM,0.0,0.0,0.0,Const_low
2066,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2066,R10NORTH_AM,0.0,0.0,0.0,Const_low
2066,R10PAC_OECD,0.0,0.0,0.0,Const_low
2066,R10REF_ECON,0.0,0.0,0.0,Const_low
2066,R10REST_ASIA,0.0,0.0,0.0,Const_low
2067,R10AFRICA,0.0,0.0,0.0,Const_low
2067,R10CHINA+,0.0,0.0,0.0,Const_low
2067,R10EUROPE,0.0,0.0,0.0,Const_low
2067,R10INDIA+,0.0,0.0,0.0,Const_low
2067,R10LATIN_AM,0.0,0.0,0.0,Const_low
2067,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2067,R10NORTH_AM,0.0,0.0,0.0,Const_low
2067,R10PAC_OECD,0.0,0.0,0.0,Const_low
2067,R10REF_ECON,0.0,0.0,0.0,Const_low
2067,R10REST_ASIA,0.0,0.0,0.0,Const_low
2068,R10AFRICA,0.0,0.0,0.0,Const_low
2068,R10CHINA+,0.0,0.0,0.0,Const_low
2068,R10EUROPE,0.0,0.0,0.0,Const_low
2068,R10INDIA+,0.0,0.0,0.0,Const_low
2068,R10LATIN_AM,0.0,0.0,0.0,Const_low
2068,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2068,R10NORTH_AM,0.0,0.0,0.0,Const_low
2068,R10PAC_OECD,0.0,0.0,0.0,Const_low
2068,R10REF_ECON,0.0,0.0,0.0,Const_low
2068,R10REST_ASIA,0.0,0.0,0.0,Const_low
2069,R10AFRICA,0.0,0.0,0.0,Const_low
2069,R10CHINA+,0.0,0.0,0.0,Const_low
2069,R10EUROPE,0.0,0.0,0.0,Const_low
2069,R10INDIA+,0.0,0.0,0.0,Const_low
2069,R10LATIN_AM,0.0,0.0,0.0,Const_low
2069,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2069,R10NORTH_AM,0.0,0.0,0.0,Const_low
2069,R10PAC_OECD,0.0,0.0,0.0,Const_low
2069,R10REF_ECON,0.0,0.0,0.0,Const_low
2069,R10REST_ASIA,0.0,0.0,0.0,Const_low
2070,R10AFRICA,0.0,0.0,0.0,Const_low
2070,R10CHINA+,0.0,0.0,0.0,Const_low
2070,R10EUROPE,0.0,0.0,0.0,Const_low
2070,R10INDIA+,0.0,0.0,0.0,Const_low
2070,R10LATIN_AM,0.0,0.0,0.0,Const_low
2070,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2070,R10NORTH_AM,0.0,0.0,0.0,Const_low
2070,R10PAC_OECD,0.0,0.0,0.0,Const_low
2070,R10REF_ECON,0.0,0.0,0.0,Const_low
2070,R10REST_ASIA,0.0,0.0,0.0,Const_low
2071,R10AFRICA,0.0,0.0,0.0,Const_low
2071,R10CHINA+,0.0,0.0,0.0,Const_low
2071,R10EUROPE,0.0,0.0,0.0,Const_low
2071,R10INDIA+,0.0,0.0,0.0,Const_low
2071,R10LATIN_AM,0.0,0.0,0.0,Const_low
2071,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2071,R10NORTH_AM,0.0,0.0,0.0,Const_low
2071,R10PAC_OECD,0.0,0.0,0.0,Const_low
2071,R10REF_ECON,0.0,0.0,0.0,Const_low
2071,R10REST_ASIA,0.0,0.0,0.0,Const_low
2072,R10AFRICA,0.0,0.0,0.0,Const_low
2072,R10CHINA+,0.0,0.0,0.0,Const_low
2072,R10EUROPE,0.0,0.0,0.0,Const_low
2072,R10INDIA+,0.0,0.0,0.0,Const_low
2072,R10LATIN_AM,0.0,0.0,0.0,Const_low
2072,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2072,R10NORTH_AM,0.0,0.0,0.0,Const_low
2072,R10PAC_OECD,0.0,0.0,0.0,Const_low
2072,R10REF_ECON,0.0,0.0,0.0,Const_low
2072,R10REST_ASIA,0.0,0.0,0.0,Const_low
2073,R10AFRICA,0.0,0.0,0.0,Const_low
2073,R10CHINA+,0.0,0.0,0.0,Const_low
2073,R10EUROPE,0.0,0.0,0.0,Const_low
2073,R10INDIA+,0.0,0.0,0.0,Const_low
2073,R10LATIN_AM,0.0,0.0,0.0,Const_low
2073,R10MIDDLE_EAST,0.0,0.0,0.0,Const_low
2073,R10NORTH_AM,0.0,0.0,0.0,Const_low
2073,R10PAC_OECD,0.0,0.0,0.0,Const_low
2073,R10REF_ECON,0.0,0.0,0.0,Const_low
2073,R10REST_ASIA,0.0,0.0,0.0,Const_low
2023,R10AFRICA,112.377,344547881.99999994,227.05705423799998,Const_mid
2023,R10CHINA+,121.725,373208849.99999994,245.94463214999996,Const_mid
2023,R10EUROPE,226.949,695825634.0,458.549092806,Const_mid
2023,R10INDIA+,56.05,171849299.99999997,113.24868869999999,Const_mid
2023,R10LATIN_AM,116.036,355766376.0,234.450041784,Const_mid
2023,R10MIDDLE_EAST,281.996,864599735.9999999,569.7712260239999,Const_mid
2023,R10NORTH_AM,567.794,1740856404.0,1147.224370236,Const_mid
2023,R10PAC_OECD,101.921,312489786.0,205.930768974,Const_mid
2023,R10REF_ECON,157.885,484075409.99999994,319.0056951899999,Const_mid
2023,R10REST_ASIA,165.453,507278898.0,334.296793782,Const_mid
2024,R10AFRICA,117.59899999999999,367507316.4,242.18732150759996,Const_mid
2024,R10CHINA+,153.71,471274859.99999994,310.57013273999996,Const_mid
2024,R10EUROPE,221.359,712255714.8000001,469.3765160532001,Const_mid
2024,R10INDIA+,58.179,180030001.19999996,118.63977079079997,Const_mid
2024,R10LATIN_AM,111.682,369795165.6,243.6950141304,Const_mid
2024,R10MIDDLE_EAST,291.95298,942721967.8799998,621.2537768329199,Const_mid
2024,R10NORTH_AM,493.07800000000003,1710861112.8,1127.4574733352001,Const_mid
2024,R10PAC_OECD,83.937,286517086.79999995,188.8147602012,Const_mid
2024,R10REF_ECON,90.369,446253234.0,294.080881206,Const_mid
2024,R10REST_ASIA,177.04299999999998,546439076.3999999,360.1033513475999,Const_mid
2025,R10AFRICA,116.101,361177252.79999995,238.01580959519998,Const_mid
2025,R10CHINA+,155.92000000000002,478050719.99999994,315.03542447999996,Const_mid
2025,R10EUROPE,221.938,705638673.6,465.0158859024,Const_mid
2025,R10INDIA+,57.96900000000001,178972844.4,117.94310445960001,Const_mid
2025,R10LATIN_AM,111.60900000000001,362726809.2,239.03696726279998,Const_mid
2025,R10MIDDLE_EAST,297.49798,947824405.0799999,624.61628294772,Const_mid
2025,R10NORTH_AM,493.297,1661761575.6,1095.1008783204,Const_mid
2025,R10PAC_OECD,82.665,275325573.6,181.43955300240003,Const_mid
2025,R10REF_ECON,88.11900000000001,397059264.00000006,261.66205497600004,Const_mid
2025,R10REST_ASIA,177.25099999999998,546170494.7999998,359.92635607319994,Const_mid
2026,R10AFRICA,115.337,357097633.2,235.32734027879997,Const_mid
2026,R10CHINA+,155.92000000000002,478050719.99999994,315.03542447999996,Const_mid
2026,R10EUROPE,221.723,696587228.4,459.05098351559997,Const_mid
2026,R10INDIA+,57.819,178099647.6,117.3676677684,Const_mid
2026,R10LATIN_AM,111.60900000000001,355882270.79999995,234.52641645719996,Const_mid
2026,R10MIDDLE_EAST,297.24998,935165504.2799997,616.2740673205199,Const_mid
2026,R10NORTH_AM,494.66900000000004,1616197136.4000003,1065.0739128876003,Const_mid
2026,R10PAC_OECD,81.66700000000002,264974144.4,174.61796115960001,Const_mid
2026,R10REF_ECON,85.769,347558694.0,229.04117934599998,Const_mid
2026,R10REST_ASIA,176.819,543939673.1999999,358.45624463879994,Const_mid
2027,R10AFRICA,114.869,353925549.59999996,233.23693718639998,Const_mid
2027,R10CHINA+,161.185,494193209.99999994,325.67332538999995,Const_mid
2027,R10EUROPE,220.82600000000002,685444771.1999999,451.7081042207999,Const_mid
2027,R10INDIA+,57.185,175742506.8,115.8143119812,Const_mid
2027,R10LATIN_AM,112.736,352493114.4,232.29296238959998,Const_mid
2027,R10MIDDLE_EAST,311.25288,966199862.8799999,636.72570963792,Const_mid
2027,R10NORTH_AM,493.435,1562642701.1999998,1029.7815400908,Const_mid
2027,R10PAC_OECD,80.402,253804093.20000005,167.25689741880004,Const_mid
2027,R10REF_ECON,79.497,286033272.0,188.495926248,Const_mid
2027,R10REST_ASIA,177.119,543953163.5999999,358.4651348124,Const_mid
2028,R10AFRICA,113.02499999999999,346534650.0,228.36633435,Const_mid
2028,R10CHINA+,161.185,494193209.99999994,325.67332538999995,Const_mid
2028,R10EUROPE,218.931,671242446.0,442.348771914,Const_mid
2028,R10INDIA+,57.035000000000004,174869310.0,115.23887529,Const_mid
2028,R10LATIN_AM,112.036,343502375.99999994,226.36806578399998,Const_mid
2028,R10MIDDLE_EAST,308.47788,945793180.0799999,623.2777056727199,Const_mid
2028,R10NORTH_AM,491.346,1506466836.0,992.7616449239999,Const_mid
2028,R10PAC_OECD,78.85000000000001,241754100.0,159.31595190000002,Const_mid
2028,R10REF_ECON,76.09700000000001,233313402.00000003,153.753531918,Const_mid
2028,R10REST_ASIA,176.569,541360553.9999999,356.7566050859999,Const_mid
2029,R10AFRICA,112.13499999999999,343805909.99999994,226.56809468999995,Const_mid
2029,R10CHINA+,161.185,494193209.99999994,325.67332538999995,Const_mid
2029,R10EUROPE,218.562,670111092.0,441.603209628,Const_mid
2029,R10INDIA+,56.206,172327595.99999997,113.56388576399998,Const_mid
2029,R10LATIN_AM,111.40599999999999,341570795.99999994,225.09515456399998,Const_mid
2029,R10MIDDLE_EAST,305.84888,937732666.0799999,617.96582694672,Const_mid
2029,R10NORTH_AM,489.73100000000005,1501515246.0,989.498547114,Const_mid
2029,R10PAC_OECD,78.14999999999999,239607899.99999994,157.90160609999998,Const_mid
2029,R10REF_ECON,74.95700000000001,229818161.99999997,151.450168758,Const_mid
2029,R10REST_ASIA,176.159,540103493.9999999,355.92820254599997,Const_mid
2030,R10AFRICA,111.136,340742976.0,224.549621184,Const_mid
2030,R10CHINA+,161.185,494193209.99999994,325.67332538999995,Const_mid
2030,R10EUROPE,218.238,669117707.9999999,440.94856957199994,Const_mid
2030,R10INDIA+,55.033,168731177.99999997,111.19384630199998,Const_mid
2030,R10LATIN_AM,111.40599999999999,341570795.99999994,225.09515456399998,Const_mid
2030,R10MIDDLE_EAST,305.62888,937058146.0799999,617.52131826672,Const_mid
2030,R10NORTH_AM,487.062,1493332091.9999998,984.1058486279999,Const_mid
2030,R10PAC_OECD,76.76,235346159.99999997,155.09311943999998,Const_mid
2030,R10REF_ECON,71.217,218351321.99999994,143.89352119799995,Const_mid
2030,R10REST_ASIA,175.749,538846434.0,355.099800006,Const_mid
2031,R10AFRICA,110.068,337468487.99999994,222.39173359199998,Const_mid
2031,R10CHINA+,161.11599999999999,493981655.99999994,325.53391130399996,Const_mid
2031,R10EUROPE,217.804,667787064.0,440.071675176,Const_mid
2031,R10INDIA+,54.55200000000001,167256431.99999997,110.22198868799998,Const_mid
2031,R10LATIN_AM,111.09599999999999,340620336.0,224.468801424,Const_mid
2031,R10MIDDLE_EAST,305.09088,935408638.0799999,616.4342924947199,Const_mid
2031,R10NORTH_AM,483.947,1483781502.0,977.812009818,Const_mid
2031,R10PAC_OECD,73.96,226761360.0,149.43573624,Const_mid
2031,R10REF_ECON,67.381,206590146.0,136.142906214,Const_mid
2031,R10REST_ASIA,174.64,535446239.99999994,352.8590721599999,Const_mid
2032,R10AFRICA,109.572,335947752.0,221.38956856800002,Const_mid
2032,R10CHINA+,161.11599999999999,493981655.99999994,325.53391130399996,Const_mid
2032,R10EUROPE,216.772,664622951.9999999,437.9865253679999,Const_mid
2032,R10INDIA+,53.672000000000004,164558352.00000003,108.44395396800002,Const_mid
2032,R10LATIN_AM,110.40599999999999,338504795.99999994,223.07466056399997,Const_mid
2032,R10MIDDLE_EAST,303.08088,929245978.0799999,612.3730995547199,Const_mid
2032,R10NORTH_AM,480.362,1472789891.9999998,970.5685388279999,Const_mid
2032,R10PAC_OECD,73.17399999999999,224351483.99999994,147.847627956,Const_mid
2032,R10REF_ECON,67.131,205823646.0,135.637782714,Const_mid
2032,R10REST_ASIA,170.806,523691196.00000006,345.11249816400004,Const_mid
2033,R10AFRICA,108.176,331667616.0,218.56895894399997,Const_mid
2033,R10CHINA+,161.11599999999999,493981655.99999994,325.53391130399996,Const_mid
2033,R10EUROPE,214.262,656927292.0,432.915085428,Const_mid
2033,R10INDIA+,52.596000000000004,161259336.0,106.269902424,Const_mid
2033,R10LATIN_AM,110.146,337707636.0,222.549332124,Const_mid
2033,R10MIDDLE_EAST,301.76288,925204990.0799999,609.71008846272,Const_mid
2033,R10NORTH_AM,476.07300000000004,1459639818.0,961.9026400619999,Const_mid
2033,R10PAC_OECD,73.17399999999999,224351483.99999994,147.847627956,Const_mid
2033,R10REF_ECON,65.57600000000001,201056016.0,132.495914544,Const_mid
2033,R10REST_ASIA,165.564,507619223.99999994,334.5210686159999,Const_mid
2034,R10AFRICA,107.423,329358918.0,217.047526962,Const_mid
2034,R10CHINA+,161.05,493779299.99999994,325.4005587,Const_mid
2034,R10EUROPE,211.308,647870328.0,426.946546152,Const_mid
2034,R10INDIA+,50.705,155461530.0,102.44914827,Const_mid
2034,R10LATIN_AM,109.352,335273232.0,220.945059888,Const_mid
2034,R10MIDDLE_EAST,298.65388,915672796.0799999,603.42837261672,Const_mid
2034,R10NORTH_AM,467.245,1432573169.9999998,944.0657190299999,Const_mid
2034,R10PAC_OECD,71.006,217704396.0,143.467196964,Const_mid
2034,R10REF_ECON,65.006,199308395.99999997,131.34423296399999,Const_mid
2034,R10REST_ASIA,162.207,497326662.00000006,327.73827025800006,Const_mid
2035,R10AFRICA,105.928,324775248.0,214.02688843200002,Const_mid
2035,R10CHINA+,160.984,493576944.0,325.267206096,Const_mid
2035,R10EUROPE,206.975,634585349.9999999,418.1917456499999,Const_mid
2035,R10INDIA+,49.341,151279506.0,99.693194454,Const_mid
2035,R10LATIN_AM,109.14200000000001,334629372.0,220.520756148,Const_mid
2035,R10MIDDLE_EAST,296.87788,910227580.0799999,599.8399752727199,Const_mid
2035,R10NORTH_AM,460.438,1411702907.9999998,930.3122163719999,Const_mid
2035,R10PAC_OECD,68.96300000000001,211440558.0,139.339327722,Const_mid
2035,R10REF_ECON,64.712,198406991.99999997,130.750207728,Const_mid
2035,R10REST_ASIA,159.811,489980526.00000006,322.8971666340001,Const_mid
2036,R10AFRICA,105.928,324775248.0,214.02688843200002,Const_mid
2036,R10CHINA+,160.62,492460920.0,324.53174628,Const_mid
2036,R10EUROPE,201.43800000000002,617608908.0,407.00427037199995,Const_mid
2036,R10INDIA+,47.471000000000004,145546086.0,95.91487067399999,Const_mid
2036,R10LATIN_AM,109.016,334243055.99999994,220.26617390399997,Const_mid
2036,R10MIDDLE_EAST,295.61487999999997,906355222.0799999,597.2880913507199,Const_mid
2036,R10NORTH_AM,456.449,1399472633.9999998,922.2524658059998,Const_mid
2036,R10PAC_OECD,63.480000000000004,194629680.0,128.26095912,Const_mid
2036,R10REF_ECON,63.97200000000001,196138152.0,129.255042168,Const_mid
2036,R10REST_ASIA,155.188,475806408.0,313.556422872,Const_mid
2037,R10AFRICA,104.11,319201260.0,210.35363034,Const_mid
2037,R10CHINA+,160.426,491866115.99999994,324.13977044399996,Const_mid
2037,R10EUROPE,194.947,597707502.0,393.88924381799995,Const_mid
2037,R10INDIA+,45.644,139944504.0,92.22342813599998,Const_mid
2037,R10LATIN_AM,108.017,331180122.0,218.247700398,Const_mid
2037,R10MIDDLE_EAST,293.06388,898533856.0799999,592.13381115672,Const_mid
2037,R10NORTH_AM,452.981,1388839745.9999998,915.2453926139998,Const_mid
2037,R10PAC_OECD,60.21,184603860.0,121.65394374,Const_mid
2037,R10REF_ECON,63.772000000000006,195524952.0,128.850943368,Const_mid
2037,R10REST_ASIA,147.32,451683119.99999994,297.65917607999995,Const_mid
2038,R10AFRICA,103.023,315868518.0,208.15735336199998,Const_mid
2038,R10CHINA+,159.926,490333115.99999994,323.129523444,Const_mid
2038,R10EUROPE,186.779,572664413.9999999,377.3858488259999,Const_mid
2038,R10INDIA+,43.85,134444100.0,88.5986619,Const_mid
2038,R10LATIN_AM,104.996,321917735.99999994,212.14378802399997,Const_mid
2038,R10MIDDLE_EAST,289.51688,887658754.0799999,584.96711893872,Const_mid
2038,R10NORTH_AM,449.618,1378528788.0,908.450471292,Const_mid
2038,R10PAC_OECD,56.23,172401179.99999997,113.61237761999999,Const_mid
2038,R10REF_ECON,63.129000000000005,193553514.0,127.551765726,Const_mid
2038,R10REST_ASIA,145.67,446624219.9999999,294.3253609799999,Const_mid
2039,R10AFRICA,102.327,313734581.99999994,206.75108953799997,Const_mid
2039,R10CHINA+,158.00600000000003,484446396.0,319.250174964,Const_mid
2039,R10EUROPE,178.844,548335703.9999999,361.35322893599994,Const_mid
2039,R10INDIA+,42.53,130396979.99999999,85.93160981999998,Const_mid
2039,R10LATIN_AM,101.14099999999999,310098305.99999994,204.35478365399996,Const_mid
2039,R10MIDDLE_EAST,286.93988,879757672.0799999,579.76030590072,Const_mid
2039,R10NORTH_AM,441.398,1353326268.0000002,891.8420106120001,Const_mid
2039,R10PAC_OECD,53.631,164432646.0,108.361113714,Const_mid
2039,R10REF_ECON,62.522999999999996,191695518.0,126.327346362,Const_mid
2039,R10REST_ASIA,143.31,439388459.99999994,289.55699513999997,Const_mid
2040,R10AFRICA,101.33699999999999,310699242.0,204.75080047799997,Const_mid
2040,R10CHINA+,156.834,480853044.0,316.882155996,Const_mid
2040,R10EUROPE,169.947,521057501.99999994,343.3768938179999,Const_mid
2040,R10INDIA+,41.145,126150569.99999999,83.13322562999998,Const_mid
2040,R10LATIN_AM,96.41799999999999,295617588.0,194.81199049199998,Const_mid
2040,R10MIDDLE_EAST,283.08088,867925978.0799999,571.96321955472,Const_mid
2040,R10NORTH_AM,412.26800000000003,1264013688.0,832.9850203919999,Const_mid
2040,R10PAC_OECD,52.205000000000005,160060530.0,105.47988927,Const_mid
2040,R10REF_ECON,62.07300000000001,190315818.0,125.418124062,Const_mid
2040,R10REST_ASIA,140.945,432137369.99999994,284.77852683,Const_mid
2041,R10AFRICA,100.33599999999998,307630175.99999994,202.72828598399997,Const_mid
2041,R10CHINA+,156.834,480853044.0,316.882155996,Const_mid
2041,R10EUROPE,166.023,509026517.99999994,335.4484753619999,Const_mid
2041,R10INDIA+,39.682,121665011.99999999,80.17724290799998,Const_mid
2041,R10LATIN_AM,91.08699999999999,279272741.9999999,184.04073697799993,Const_mid
2041,R10MIDDLE_EAST,276.41788,847497220.0799999,558.5006680327199,Const_mid
2041,R10NORTH_AM,370.275,1135263150.0,748.13841585,Const_mid
2041,R10PAC_OECD,50.536,154943375.99999997,102.10768478399999,Const_mid
2041,R10REF_ECON,61.882999999999996,189733277.99999997,125.03423020199999,Const_mid
2041,R10REST_ASIA,135.748,416203368.0,274.278019512,Const_mid
2042,R10AFRICA,98.48,301939680.00000006,198.97824912000004,Const_mid
2042,R10CHINA+,156.834,480853044.0,316.882155996,Const_mid
2042,R10EUROPE,155.80700000000002,477704262.00000006,314.80710865800006,Const_mid
2042,R10INDIA+,38.856,119132496.0,78.508314864,Const_mid
2042,R10LATIN_AM,85.91499999999999,263415390.0,173.59074201,Const_mid
2042,R10MIDDLE_EAST,271.66988,832939852.0799999,548.90736252072,Const_mid
2042,R10NORTH_AM,305.05899999999997,935310893.9999998,616.3698791459998,Const_mid
2042,R10PAC_OECD,48.925999999999995,150007115.99999994,98.85468944399996,Const_mid
2042,R10REF_ECON,60.113,184306458.0,121.457955822,Const_mid
2042,R10REST_ASIA,127.335,390409109.99999994,257.27960348999994,Const_mid
2043,R10AFRICA,96.993,297380537.99999994,195.97377454199994,Const_mid
2043,R10CHINA+,153.406,470342795.99999994,309.955902564,Const_mid
2043,R10EUROPE,145.27,445397820.00000006,293.51716338,Const_mid
2043,R10INDIA+,38.431000000000004,117829446.0,77.649604914,Const_mid
2043,R10LATIN_AM,78.402,240380531.99999997,158.41077058799996,Const_mid
2043,R10MIDDLE_EAST,267.40288,819857230.0799999,540.28591462272,Const_mid
2043,R10NORTH_AM,248.717,762566322.0,502.531206198,Const_mid
2043,R10PAC_OECD,47.443999999999996,145463303.99999997,95.86031733599998,Const_mid
2043,R10REF_ECON,58.864999999999995,180480089.99999997,118.93637930999999,Const_mid
2043,R10REST_ASIA,124.814,382679723.99999994,252.185938116,Const_mid
2044,R10AFRICA,96.58099999999999,296117346.0,195.14133101399995,Const_mid
2044,R10CHINA+,150.067,460105422.0,303.209473098,Const_mid
2044,R10EUROPE,133.048,407925168.0,268.822685712,Const_mid
2044,R10INDIA+,38.224000000000004,117194784.0,77.231362656,Const_mid
2044,R10LATIN_AM,75.8,232402799.99999997,153.1534452,Const_mid
2044,R10MIDDLE_EAST,262.75888000000003,805618726.0800002,530.9027404867201,Const_mid
2044,R10NORTH_AM,221.853,680201297.9999999,448.25265538199994,Const_mid
2044,R10PAC_OECD,47.233000000000004,144816377.99999997,95.43399310199999,Const_mid
2044,R10REF_ECON,58.785,180234810.0,118.77473979,Const_mid
2044,R10REST_ASIA,123.129,377513514.0,248.781405726,Const_mid
2045,R10AFRICA,94.80399999999999,290669064.0,191.550913176,Const_mid
2045,R10CHINA+,142.211,436018926.0,287.336472234,Const_mid
2045,R10EUROPE,120.016,367969056.0,242.491607904,Const_mid
2045,R10INDIA+,37.779,115830414.0,76.332242826,Const_mid
2045,R10LATIN_AM,74.153,227353097.99999997,149.825691582,Const_mid
2045,R10MIDDLE_EAST,254.12287999999998,779140750.0799999,513.45375430272,Const_mid
2045,R10NORTH_AM,206.016,631645055.9999999,416.25409190399995,Const_mid
2045,R10PAC_OECD,46.73500000000001,143289510.0,94.42778709,Const_mid
2045,R10REF_ECON,56.89,174424740.0,114.94590366,Const_mid
2045,R10REST_ASIA,119.53999999999999,366509640.0,241.52985275999998,Const_mid
2046,R10AFRICA,92.112,282415392.0,186.111743328,Const_mid
2046,R10CHINA+,136.245,417727170.0,275.28220503,Const_mid
2046,R10EUROPE,107.71000000000001,330238859.99999994,217.62740873999996,Const_mid
2046,R10INDIA+,36.077,110612081.99999999,72.89336203799999,Const_mid
2046,R10LATIN_AM,69.807,214028262.0,141.044624658,Const_mid
2046,R10MIDDLE_EAST,249.21388,764089756.0799999,503.53514925671993,Const_mid
2046,R10NORTH_AM,194.108,595135128.0,392.19404935200004,Const_mid
2046,R10PAC_OECD,44.304,135836064.0,89.51596617599998,Const_mid
2046,R10REF_ECON,55.366,169752155.99999994,111.86667080399997,Const_mid
2046,R10REST_ASIA,118.02000000000001,361849320.00000006,238.45870188000004,Const_mid
2047,R10AFRICA,88.711,271987926.0,179.24004323399998,Const_mid
2047,R10CHINA+,129.34199999999998,396562572.0,261.334734948,Const_mid
2047,R10EUROPE,99.561,305254025.99999994,201.162403134,Const_mid
2047,R10INDIA+,34.703,106399398.0,70.117203282,Const_mid
2047,R10LATIN_AM,66.239,203088774.0,133.835502066,Const_mid
2047,R10MIDDLE_EAST,239.01288,732813490.0800002,482.92408996272,Const_mid
2047,R10NORTH_AM,186.335,571303110.0,376.48874949,Const_mid
2047,R10PAC_OECD,42.81099999999999,131258525.99999996,86.49936863399996,Const_mid
2047,R10REF_ECON,54.519000000000005,167155253.99999997,110.15531238599999,Const_mid
2047,R10REST_ASIA,115.165,353095890.0,232.69019150999998,Const_mid
2048,R10AFRICA,86.451,265058766.0,174.673726794,Const_mid
2048,R10CHINA+,125.364,384366024.0,253.29720981599996,Const_mid
2048,R10EUROPE,89.266,273689555.99999994,180.36141740399998,Const_mid
2048,R10INDIA+,34.611,106117325.99999999,69.931317834,Const_mid
2048,R10LATIN_AM,64.643,198195438.00000003,130.61079364200003,Const_mid
2048,R10MIDDLE_EAST,231.08988,708521572.0799999,466.91571600071995,Const_mid
2048,R10NORTH_AM,176.10600000000002,539940996.0,355.82111636400003,Const_mid
2048,R10PAC_OECD,38.938,119383908.0,78.673995372,Const_mid
2048,R10REF_ECON,52.108999999999995,159766193.99999997,105.285921846,Const_mid
2048,R10REST_ASIA,109.292,335089272.0,220.82383024799998,Const_mid
2049,R10AFRICA,83.41499999999999,255750390.00000003,168.53950701000002,Const_mid
2049,R10CHINA+,122.065,374251289.99999994,246.63160010999997,Const_mid
2049,R10EUROPE,81.322,249333252.0,164.310613068,Const_mid
2049,R10INDIA+,32.624,100025184.0,65.916596256,Const_mid
2049,R10LATIN_AM,62.738,192354708.0,126.761752572,Const_mid
2049,R10MIDDLE_EAST,218.05488,668556262.0799999,440.57857671072,Const_mid
2049,R10NORTH_AM,163.07200000000003,499978752.0000001,329.4859975680001,Const_mid
2049,R10PAC_OECD,31.503,96588198.00000001,63.65162248200001,Const_mid
2049,R10REF_ECON,50.941,156185106.0,102.92598485399999,Const_mid
2049,R10REST_ASIA,106.557,326703761.99999994,215.29777915799997,Const_mid
2050,R10AFRICA,76.01,233046660.00000003,153.57774894,Const_mid
