Country Code,year,Coal_Current_MW,Coal_AnnualMtCO2,Coal_Peak_MW,Coal_Ret_MW,Coal_EarlyRet_MW,Coal_Tran_MW,Coal_duration_year,Coal_Share_Ret,Coal_Share_EarlyRet,Coal_Share_Tran,Coal_Share_PhasedOut,Coal_logCurrent_MW,Gas_Current_MW,Gas_duration_year,Gas_Peak_MW,Gas_Ret_MW,Gas_EarlyRet_MW,Gas_Share_Ret,Gas_Share_EarlyRet,Gas_Share_PhasedOut,Gas_logCurrent_MW,Share_Solar_Gen,Share_Wind_Gen,Share_Nuclear_Gen,Share_Gas_Gen,Share_Coal_Gen,Coal_Gen_Decline_Perc,Gas_Gen_Decline_Perc,rate_coal_gen_5y,rate_coal_share_5y,rate_coal_cap_5y,rate_gas_gen_5y,rate_gas_share_5y,Share_VRE_Gen
KWT,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6570.0,27.0,6570.0,0.0,0.0,0.0,0.0,0.0,8.790269111478656,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TKM,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185.0,24.0,2185.0,0.0,0.0,0.0,0.0,0.0,7.68937110752969,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.0,23.0,1358.0,0.0,0.0,0.0,0.0,0.0,7.213768308118642,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAU,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11057.0,23.0,11057.0,0.0,0.0,0.0,0.0,0.0,9.3108189905424,0.0,0.0,0.0,0.4442378191179558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTU,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,21.0,470.0,0.0,0.0,0.0,0.0,0.0,6.152732694704104,0.0,0.0,0.837630662020906,0.0341463414634146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGP,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,1.0,850.0,0.0,0.0,0.0,0.0,0.0,6.745236349484363,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZE,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,7.0,2400.0,0.0,0.0,0.0,0.0,0.0,7.783224016336037,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRQ,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2281.0,20.0,2281.0,0.0,0.0,0.0,0.0,0.0,7.732369222284388,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTO,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,20.0,604.0,0.0,0.0,0.0,0.0,0.0,6.403574197934815,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OMN,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,663.0,13.0,663.0,0.0,0.0,0.0,0.0,0.0,6.496774990185863,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARE,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5884.0,18.0,5884.0,0.0,0.0,0.0,0.0,0.0,8.679992081721329,0.0,0.0,0.0,0.9999075674536256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGY,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8298.0,14.0,8298.0,0.0,0.0,0.0,0.0,0.0,9.023769800892811,0.0,0.0,0.0,0.5755054240631163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QAT,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,17.0,739.0,0.0,0.0,0.0,0.0,0.0,6.6052979209482015,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VEN,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4540.0,41.0,4540.0,0.0,0.0,0.0,0.0,0.0,8.420682291035394,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZA,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3395.0,32.0,3395.0,0.0,0.0,0.0,0.0,0.0,8.130059039992796,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAN,1997.0,18604.2,101.1,18604.2,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,9.831142640662463,4200.0,38.0,4200.0,0.0,0.0,0.0,0.0,0.0,8.34283980427146,1.2138502711572007e-05,0.0001083269474306,0.1431920366135298,0.0398823897826162,0.1693498057619208,0.0,0.0,0.0,-0.3916420279349503,0.0,0.0,0.0,0.00012046545014217201
THA,1997.0,2714.0,15.7,2714.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,7.906178840394815,4413.0,6.0,4413.0,0.0,0.0,0.0,0.0,0.0,8.392310009269547,0.0,0.0,0.0,0.4810388222567182,0.20532627004505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISR,1997.0,3800.0,19.4,3800.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.242756345714477,1572.0,39.0,1572.0,0.0,0.0,0.0,0.0,0.0,7.360103972989152,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITA,1997.0,8670.0,45.3,8670.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,9.067624069774588,5044.0,19.0,5044.0,0.0,0.0,0.0,0.0,0.0,8.52595469708481,4.068182742768805e-05,0.0004881819291322,0.0,0.2493389203043,0.0834384199178227,0.0,0.0,0.0,0.1939889706011927,0.0,0.0,-2.7607467669143486,0.0005288637565598881
JPN,1997.0,24055.8,123.6,24055.8,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,10.088131410699653,40088.0,33.0,40088.0,0.0,0.0,0.0,0.0,0.0,10.59883231663956,9.129408625187702e-05,9.096869359462452e-07,0.3044534176917593,0.2082517935961413,0.1783500432283213,0.0,0.0,0.0,-0.5861503435470838,0.0,0.0,-0.5548495951112725,9.220377318782327e-05
KAZ,1997.0,11764.0,62.5,11764.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,9.372799299673886,2785.0,30.0,2785.0,0.0,0.0,0.0,0.0,0.0,7.932003152361385,0.0,0.0,0.0057792153846153,0.0812639038461538,0.7155005384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYS,1997.0,650.0,3.5,650.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.476972362889683,4999.0,25.0,4999.0,0.0,0.0,0.0,0.0,0.0,8.51699317141357,0.0,0.0,0.0,0.6936861683056548,0.0410442915791145,0.0,0.0,0.0,0.0,0.0,0.0,-4.07319277597451,0.0
MEX,1997.0,4700.0,24.4,4700.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,8.45531778769815,7521.0,34.0,7521.0,0.0,0.0,0.0,0.0,0.0,8.925454386826402,3.598234562194405e-05,7.19646912438881e-05,0.0627052343038411,0.138659276212719,0.1102962942262008,0.0,0.0,0.0,0.1002979667107681,0.0,0.0,0.0,0.00010794703686583215
MAR,1997.0,1125.0,6.1,1125.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,7.025538314638521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,1997.0,1000.0,5.9,1000.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.907755278982137,570.0,12.0,570.0,0.0,0.0,0.0,0.0,0.0,6.345636360828596,0.0,0.0003630423235339,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003630423235339
MKD,1997.0,800.0,5.0,800.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,6.684611727667927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8558692421991084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK,1997.0,150.0,0.8999999999999999,150.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.010635294096256,6985.0,53.0,6985.0,0.0,0.0,0.0,0.0,0.0,8.851520271691061,0.0,0.0,0.0072146540548326,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHL,1997.0,1532.0,8.3,1532.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,7.334329350300536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POL,1997.0,28705.6,166.2,28705.6,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,10.26484750466512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015609479211011,0.9560095785440612,0.0,0.0,0.0,0.1809733687393455,0.0,0.0,0.0,0.0
PRT,1997.0,2028.0,11.1,2028.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,7.614805364711073,43.0,16.0,43.0,0.0,0.0,0.0,0.0,0.0,3.7612001156935615,0.0,0.0011716461628588,0.0,0.0026362038664323,0.3796133567662566,0.0,0.0,0.0,1.075815845223771,0.0,0.0,0.0,0.0011716461628588
IRL,1997.0,915.0,5.1,915.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,6.818924065275521,785.0,17.0,785.0,0.0,0.0,0.0,0.0,0.0,6.665683717782408,0.0,0.0025393600812595,0.0,0.3336719146775012,0.3448450990350431,0.0,0.0,0.0,0.0,0.0,0.0,-0.533813705151972,0.0025393600812595
ROU,1997.0,7675.0,44.8,7675.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,8.945723572455398,2660.0,34.0,2660.0,0.0,0.0,0.0,0.0,0.0,7.886081401775745,0.0,0.0,0.0952045133991537,0.1777150916784203,0.2972496297602257,0.0,55.33894550287993,0.0,1.156434236550683,0.0,6.672574213557821,2.064414319117485,0.0
SRB,1997.0,4437.0,25.5,4437.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,8.39773375137891,360.0,13.0,360.0,0.0,0.0,0.0,0.0,0.0,5.886104031450156,0.0,0.0,0.0,0.0159136118215402,0.6695083830633702,0.0,0.0,0.0,1.174499505800468,0.0,0.0,0.0,0.0
SVK,1997.0,1285.0,7.5,1285.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,7.158513997329321,103.0,21.0,103.0,0.0,0.0,0.0,0.0,0.0,4.634728988229636,0.0,0.0,0.4420926517571885,0.0930511182108626,0.2511980830670927,16.133333333333333,0.0,0.1866666666666674,0.3415073989770206,0.0,0.0,0.0,0.0
SVN,1997.0,1004.0,6.1,1004.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,6.911747300251674,69.0,22.0,69.0,0.0,0.0,0.0,0.0,0.0,4.23410650459726,0.0,0.0,0.3808801213960546,0.0007587253414264,0.3573596358118361,0.0,0.0,0.0,0.3746191616682448,0.0,0.0,0.0,0.0
ZAF,1997.0,36292.3,190.8,36292.3,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,10.499360876539937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0601201737956475,0.0,0.916843346231734,0.0,0.0,0.0,0.2066544666499315,0.0,0.0,0.0,0.0
KOR,1997.0,10366.0,51.5,10366.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,9.246286498749653,7422.0,5.0,7422.0,0.0,0.0,0.0,0.0,0.0,8.912203841620542,1.2166068785492986e-05,4.055356261830995e-06,0.3126097734248124,0.1703344119769918,0.3809473685320413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.622142504732398e-05
ESP,1997.0,13800.6,75.8,13800.6,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,9.532467348461012,170.0,4.0,170.0,0.0,0.0,0.0,0.0,0.0,5.135798437050262,0.0001057417785767,0.0039124458073384,0.2923760177646188,0.0960664058369461,0.3313418631701385,0.0,0.0,0.0,0.8006837594187388,0.0,0.0,-1.4009165540752455,0.0040181875859151
SWE,1997.0,291.0,1.6,291.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,5.673323267171493,130.0,11.0,130.0,0.0,0.0,0.0,0.0,0.0,4.867534450455582,0.0,0.0013403927350713,0.4686683198177066,0.0044232960257355,0.0134709469874673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013403927350713
TUR,1997.0,6114.0,37.0,6114.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,8.71833650245078,1676.0,9.0,1676.0,0.0,0.0,0.0,0.0,0.0,7.424165281042028,0.0,0.0,0.0,0.2138431752178122,0.3185866408518877,0.0,0.0,0.0,0.0,0.0,0.0,-2.410944592973181,0.0
VNM,1997.0,545.0,3.4,545.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,6.300785794663244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1031256533556345,0.1737925987873719,0.0,0.0,0.0,0.0,0.0,0.0,-2.0314613166951845,0.0
UKR,1997.0,24218.0,139.9,24218.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,10.094851437314311,6971.0,39.0,6971.0,0.0,0.0,0.0,0.0,0.0,8.849513965486398,0.0,0.0,0.4466876616803509,0.1744460690585985,0.3021032504780114,52.0057178593764,37.82321106434156,2.8696501384794075,0.9671669634992164,0.0,0.9941872118661051,-0.1413088657259703,0.0
GBR,1997.0,35856.5,186.3,35856.5,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,10.48728014061104,9438.0,73.0,9438.0,0.0,0.0,0.0,0.0,0.0,9.152499372286332,0.0,0.0019187261949082,0.2810790687018529,0.3177639680403218,0.3428505970961368,42.86259724144514,0.0,4.549229227318284,3.4399905400535835,0.0,0.0,-3.9905619577082425,0.0019187261949082
USA,1997.0,334430.58,1772.0,334430.58,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,12.72018460338005,125227.0,47.0,125227.0,0.0,0.0,0.0,0.0,0.0,11.737883369350026,0.0001433373531977,0.0008936787743892,0.1780579927108587,0.1387056115452644,0.537685811995305,0.0,0.0,0.0,0.0340181405161477,0.0,0.0,0.0,0.0010370161275869
UZB,1997.0,2584.0,14.6,2584.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,7.857093864902493,7290.0,36.0,7290.0,0.0,0.0,0.0,0.0,0.0,8.894258825002703,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RUS,1997.0,40635.1,238.5,40635.1,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,10.61238750411697,73566.0,72.0,73566.0,0.0,0.0,0.0,0.0,0.0,11.205938241460442,0.0,0.0,0.1300730940343903,0.4278315396502468,0.1882466902680754,0.0,30.24697007035592,0.0,-0.0855049898867926,0.0,-0.1989547469835976,-0.2543818843045464,0.0
IDN,1997.0,4911.0,25.9,4911.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,8.499232866039245,8658.0,19.0,8658.0,0.0,0.0,0.0,0.0,0.0,9.066239028001926,0.0,0.0,0.0,0.4189426040252355,0.2896086377024974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLD,1997.0,4317.0,21.1,4317.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.370315995555478,4389.0,18.0,4389.0,0.0,0.0,0.0,0.0,0.0,8.386856689688234,0.0,0.0054473806212331,0.0279323133982382,0.5871580899397311,0.2832637923041261,0.0,0.0,0.0,1.7090188899797818,0.0,0.0,-1.4342598342993051,0.0054473806212331
IND,1997.0,56359.1,320.1,56359.1,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,10.939498997112937,5998.0,8.0,5998.0,0.0,0.0,0.0,0.0,0.0,8.699181359308954,1.291817201077012e-05,0.0021059204222549,0.0214680533257417,0.0856414743378356,0.6944997301842747,0.0,0.0,0.0,0.0,0.0,0.0,-0.7779598759722534,0.00211883859426567
ARG,1997.0,375.0,2.0,375.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,5.926926025970411,4231.0,41.0,4231.0,0.0,0.0,0.0,0.0,0.0,8.350193650720067,0.0,0.0002013732073996,0.1098637680995417,0.444208622753268,0.0261652687246239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002013732073996
AUS,1997.0,27438.0,147.6,27438.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,10.21968419288611,3241.0,30.0,3241.0,0.0,0.0,0.0,0.0,0.0,8.083637203141548,0.0001621869038705,3.9686844340259126e-05,,0.0644514352085808,0.8332853563481754,0.0,0.0,0.0,-0.3449661703202045,0.0,0.0,0.0,0.00020187374821075912
AUT,1997.0,1993.0,10.9,1993.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,7.597396320212795,481.0,22.0,481.0,0.0,0.0,0.0,0.0,0.0,6.175867270105761,0.0,0.0003591954022988,0.0,0.1521192528735632,0.1047054597701149,0.0,0.0,0.0,0.0904841953340229,0.0,0.0,0.128629885153142,0.0003591954022988
BRA,1997.0,1303.0,7.5,1303.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,7.172424577124845,202.0,21.0,202.0,0.0,0.0,0.0,0.0,0.0,5.308267697401205,0.0,1.2987823882640463e-05,0.0102896034710219,0.0038216671774669,0.0237361335904186,0.0,0.0,0.0,-0.1855236667563509,0.0,0.0,0.0,1.2987823882640463e-05
BGR,1997.0,5685.0,34.7,5685.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,8.645586406184636,1107.0,35.0,1107.0,0.0,0.0,0.0,0.0,0.0,7.009408932708637,0.0,0.0,0.416764498708617,0.0441418173280112,0.4435313453862409,0.0,41.43302180685359,0.0,-0.2459385017830206,0.0,7.476635514018693,0.4829647498809953,0.0
CHL,1997.0,1650.0,9.6,1650.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,7.408530566894626,379.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,5.937536205082426,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN,1997.0,150036.35,834.3,150036.35,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,11.918632877053748,759.0,6.0,759.0,0.0,0.0,0.0,0.0,0.0,6.63200177739563,9.686935846065782e-06,0.0001743470564924,0.0126969310025978,0.0071128528026066,0.7635300074853596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018403399233846577
COL,1997.0,874.0,5.0,874.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,6.773080375655535,621.0,24.0,621.0,0.0,0.0,0.0,0.0,0.0,6.431331081933479,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HRV,1997.0,125.0,0.7,125.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,4.8283137373023015,328.0,21.0,328.0,0.0,0.0,0.0,0.0,0.0,5.793013608384144,0.0,0.0,0.0,0.1143695014662756,0.0498533724340175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZE,1997.0,8339.5,51.2,8339.5,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,9.028758541517227,547.0,67.0,547.0,0.0,0.0,0.0,0.0,0.0,6.304448802421981,0.0,0.0,0.1945179878523594,0.017909982868712,0.7121943622488709,0.0,0.0,0.0,0.8781704136518775,0.0,0.0,0.0,0.0
DNK,1997.0,4592.0,25.1,4592.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,8.432070937999402,457.0,12.0,457.0,0.0,0.0,0.0,0.0,0.0,6.124683390894205,0.0,0.0435862691960252,0.0,0.1531165311653116,0.6495031616982837,27.501890597428787,0.0,9.876480967985884,4.56728656807799,0.0,0.0,0.0,0.0435862691960252
BEL,1997.0,2865.0,16.6,2865.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,7.960323629148839,1106.0,19.0,1106.0,0.0,0.0,0.0,0.0,0.0,7.00850518208228,0.0,0.0001284026707755,0.6087570621468926,0.1481766820749871,0.1765536723163842,19.54359274429491,0.0,7.70040959625512,2.1094644363009114,0.0,0.0,-1.8438557328573035,0.0001284026707755
FIN,1997.0,3787.2,21.2,3787.2,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,8.239382238759719,1409.0,26.0,1409.0,0.0,0.0,0.0,0.0,0.0,7.25063551189868,0.0,0.0002891844997108,0.3020532099479468,0.0994794679005205,0.1856564488143435,0.0,0.0,0.0,0.8801914941946192,0.0,0.0,-0.6763238064030314,0.0002891844997108
FRA,1997.0,8652.0,48.4,8652.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,9.06554578707295,451.0,28.0,451.0,0.0,0.0,0.0,0.0,0.0,6.111467339502679,0.0,1.996167358671351e-05,0.7894442670073459,0.0097812200574896,0.0442749920153305,44.00403514294637,0.0,-2.57510749117199,-0.1389686578870913,0.0,0.0,0.0,1.996167358671351e-05
HUN,1997.0,1709.0,10.3,1709.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,7.443663683115591,297.0,3.0,297.0,0.0,0.0,0.0,0.0,0.0,5.6937321388027,0.0,0.0,0.3946327683615819,0.1621468926553672,0.2652542372881356,0.0,0.0,0.0,-0.0439355307625644,0.0,0.0,-1.0713807850119428,0.0
GRC,1997.0,4948.0,28.3,4948.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,8.506738733512378,910.0,29.0,910.0,0.0,0.0,0.0,0.0,0.0,6.813444599510896,0.0,0.0009240009240009,0.0,0.0076230076230076,0.7075537306537306,0.0,0.0,0.0,0.7863403145493654,0.0,0.0,0.0,0.0009240009240009
DEU,1997.0,50161.9,274.6,50161.9,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,10.823011053377298,10671.0,61.0,10671.0,0.0,0.0,0.0,0.0,0.0,9.275285060616564,3.649568438532144e-05,0.0055290961843761,0.31081549606759,0.0907465192241017,0.5188591996496414,8.289237407382107,0.0,0.5076751714407928,0.6724168024041255,0.0,0.0,0.0,0.005565591868761421
KAZ,1998.0,11764.0,62.5,11764.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,9.372799299673886,2785.0,31.0,2785.0,0.0,0.0,0.0,0.0,0.0,7.932003152361385,0.0,0.0,0.001774859437751,0.0817910843373494,0.720188795180723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,1998.0,2865.0,16.6,2865.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,7.960323629148839,1956.0,20.0,1956.0,0.0,0.0,0.0,0.0,0.0,7.578656850594762,0.0,0.0001218175173589,0.5624314776464856,0.1832135461079303,0.1728590571324156,16.968987712112348,0.0,3.077823288472792,1.0177907468003604,1.8987783595113428,0.0,-0.929839931921741,0.0001218175173589
CHN,1998.0,165972.15,918.3,165972.15,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,12.0195752821792,884.0,7.0,884.0,0.0,0.0,0.0,0.0,0.0,6.784457062637643,1.1996572407883462e-05,0.0003046748586118,0.0120822622107969,0.0052202227934875,0.7640738046272494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031667143101968346
MYS,1998.0,700.0,3.8,700.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,6.551080335043404,4999.0,26.0,4999.0,0.0,0.0,0.0,0.0,0.0,8.51699317141357,0.0,0.0,0.0,0.6971996000203675,0.0569835961766018,0.0,0.0,0.0,0.0,0.0,0.0,-3.535964231255802,0.0
MEX,1998.0,4700.0,24.4,4700.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.45531778769815,8187.0,35.0,8187.0,0.0,0.0,0.0,0.0,0.0,9.010302809376448,3.8661407316096936e-05,8.284587282020772e-05,0.0511711341119483,0.165815053437521,0.1032131440389826,0.0,0.0,0.0,0.5817176696643352,0.0,0.0,0.0,0.00012150728013630466
MAR,1998.0,1125.0,6.1,1125.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,7.025538314638521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NZL,1998.0,1000.0,5.9,1000.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,6.907755278982137,947.0,13.0,947.0,0.0,0.0,0.0,0.0,0.0,6.853299093186078,0.0,0.0005842277254155,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005842277254155
JPN,1998.0,26950.8,137.0,26950.8,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,10.201768260497678,43395.0,34.0,43395.0,0.0,0.0,0.0,0.0,0.0,10.678099506078343,0.0001351809490375,6.672599684994191e-06,0.3076203000387859,0.2171440920368079,0.1814088818803714,0.0,0.0,0.0,-0.6371702823552355,0.0,0.0,-0.3165672611188502,0.0001418535487224942
MKD,1998.0,800.0,5.0,800.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,6.684611727667927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8382978723404255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTO,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.0,21.0,604.0,0.0,0.0,0.0,0.0,0.0,6.403574197934815,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGD,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.0,24.0,1358.0,0.0,0.0,0.0,0.0,0.0,7.213768308118642,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAK,1998.0,150.0,0.8999999999999999,150.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.010635294096256,6985.0,54.0,6985.0,0.0,0.0,0.0,0.0,0.0,8.851520271691061,0.0,0.0,0.0059239502379661,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL,1998.0,1978.0,11.5,1978.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,7.589841512182657,758.0,1.0,758.0,0.0,0.0,0.0,0.0,0.0,6.630683385642372,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
