"","Coal_Share_Ret","Coal_Share_Tran","Coal_Share_PhasedOut","Coal_Gen_Decline_Perc","Gas_Gen_Decline_Perc","Coal_duration_year","Coal_Share_EarlyRet","Coal_logCurrent_MW","Gas_Current_MW","Gas_duration_year","Gas_logCurrent_MW","Share_VRE_Gen","GDPpc_2015.","Population","WDI_Manu_GDP_.","WDI_CoalRents_.","WDI_OilRents_.","WDI_NGRents_.","WDI_NG_El_.","WDI_Coal_El_.","logGDPpc","BP_GasReserve_tM3","BP_GasProduction_bM3","BP_CoalProduction_mTon","BP_CoalReserve_mTon","BP_CoalR2P_yr","LogBP_GasR2P_yr","HHI_Gas_Import","contiguity_Gas_Import","agree_Gas_Import","sanction_Gas_Import","common_language_Gas_Import","colony_Gas_Import","HHI_Gas_Export","contiguity_Gas_Export","agree_Gas_Export","sanction_Gas_Export","common_language_Gas_Export","colony_Gas_Export","NetValue_Gas_Import","NetQuantity_Gas_Import","HHI_Coal_Import","contiguity_Coal_Import","agree_Coal_Import","sanction_Coal_Import","common_language_Coal_Import","colony_Coal_Import","HHI_Coal_Export","contiguity_Coal_Export","agree_Coal_Export","sanction_Coal_Export","common_language_Coal_Export","colony_Coal_Export","NetValue_Coal_Import","NetQuantity_Coal_Import","R_IndepProducer","R_Private","R_Unbundle","R_WholeSale","R_IndepReg","R_Choice","R_Liberalization","R_Corp","StateCapacity","num_supply_policy","binary_airqual","ghg_ambition_n","cw_2030","annex_one","annex_two"
"AUT-2004",6.87405920722529,0,6.87405920722529,6.27962085308056,0,0.58701419829425,-0.106843592708464,0.554199305812637,-0.227781101007164,0.0652670133541499,0.173152988319426,-0.188663712345074,1.35167387219859,-0.285681108092324,0.403070978504993,-0.252814706177011,-0.475431051700065,-0.338368759474951,-0.438322832451316,-0.240291411268272,1.14962941345573,-0.00253421962131358,-0.023074033024436,-0.0372460262511718,-0.0432027000491277,-0.11492044580881,-0.595154771696259,-0.612203887829968,0.16318046495948,0.712637911258589,-0.30658385990859,-0.423100846438977,-0.448450927707968,-0.266090056160314,1.10580747806244,0.460756397050035,-0.224368070246164,0.808912943055471,-0.28096461880065,-0.033948244621755,-0.0325691710607769,-0.462637588371371,0.535845790156301,0.79361002037052,-0.298765347668524,-1.39102877045426,-0.413770433605251,1.20562759778849,1.56427966542034,0.719503958860859,-0.217109412575124,1.21315978001216,-0.28587370282009,0.0833094395175344,0.0751545334331751,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.45034908730849,-0.56626739184485,0,0,0,1,1
"AUT-2005",6.87405920722529,0,6.87405920722529,15.0473933649289,0,0.626869478219379,-0.106843592708464,0.554199305812637,-0.227781101007164,0.113396684927644,0.173152988319426,-0.102446288051164,1.38642913338016,-0.2853744336781,0.414711512855432,-0.253508048586435,-0.474266637646161,-0.340964255459114,-0.35773939404719,-0.299856720942924,1.16592584317241,-0.0187706629109682,-0.0229998427936111,-0.0376389126457859,-0.0432027000491277,-0.112297768955678,-0.595154771696259,-0.54619623565687,0.699312848833623,0.712637911258589,-0.30658385990859,0.0910357522842946,-0.448450927707968,1.15146853786091,1.44310320954789,0.796405707373192,-0.224368070246164,1.14705337161087,-0.28096461880065,-0.0238355406260613,-0.0213756711768373,-0.71058255213858,0.4647776332264,0.530053315745084,0.562126732242629,-1.41413313991309,-0.413770433605251,-0.0990560565725847,1.50180205384188,0.703295255920004,-0.217109412575124,0.777739429100124,-0.28587370282009,0.0866690771016351,0.0717357262531204,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.43282682076035,-0.56626739184485,0,0,0,1,1
"AUT-2006",23.4320120421475,0,23.4320120421475,12.6777251184834,0,0.666724758144509,4.80534283787675,0.506531639184058,-0.227781101007164,0.161526356501139,0.173152988319426,0.0129488921614505,1.45345687053178,-0.285150385628526,0.482510558990864,-0.253508048586435,-0.473703984618454,-0.333819588025108,-0.455949731006778,-0.265588588568984,1.19666390844026,-0.0921079925514124,-0.0230217364068251,-0.0367683404792207,-0.0432027000491277,-0.115483639008176,-0.595154771696259,0.951894667152375,-0.833398708178252,0.712637911258589,-0.30658385990859,-1.37879358548412,-0.448450927707968,1.1517454947242,1.44310320954789,0.796405707373192,-0.224368070246164,1.14705344957621,-0.28096461880065,-0.0248777877821184,-0.0206466046444723,-0.607913422103638,0.399131419125359,0.637673130945693,0.304265157215051,-1.41382578479211,-0.413770433605251,1.33062199931301,-0.851467037219216,0.719506751217501,-0.217109412575124,-1.1349543758438,-0.28587370282009,0.0755435403291082,0.0646215054291394,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.60688133513854,-0.56626739184485,0,0,0,1,1
"AUT-2007",23.4320120421475,0,23.4320120421475,21.8009478672986,0,0.706580038069639,4.80534283787675,0.506531639184058,-0.227781101007164,0.209656028074633,0.173152988319426,0.079615262160973,1.53296702538905,-0.285003007554948,0.536377409888106,-0.253508048586435,-0.47444245842487,-0.334989125152458,-0.50118165093497,-0.311516613552127,1.23200642510468,-0.0287462471802954,-0.0229567718690649,-0.0367932830588657,-0.0432027000491277,-0.115014127363236,-0.595154771696259,0.958074984439389,1.58671256190228,0.712637911258589,-0.30658385990859,0.942028312905719,-0.448450927707968,1.1517454947242,1.44310320954789,0.796405707373192,-0.224368070246164,1.14705344957621,-0.28096461880065,-0.0259834100002513,-0.0214987382410819,-0.812792765413062,0.371017052163085,0.424874001978081,0.791882649432595,-1.34559926517218,-0.413770433605251,1.0446946027138,-0.850956389752525,0.719506751217501,-0.217109412575124,1.22295175199156,-0.28587370282009,0.0888121611080876,0.0721467960060989,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.66061628588617,-0.56626739184485,0,0,0,1,1
"AUT-2008",23.4320120421475,3.31159056698445,26.743602609132,34.478672985782,0,0.746435317994769,4.80534283787675,0.495766382021923,-0.217959767884115,0.257785699648127,0.237460606374875,0.062393835269117,1.5606778809094,-0.284860224409762,0.416285254580027,-0.253508048586435,-0.471545336632562,-0.331040908996877,-0.449624603842884,-0.391895693399825,1.24405209955814,-0.0490329270782395,-0.0230131556521868,-0.037201577119856,-0.0432027000491277,-0.114898594252778,-0.595154771696259,0.845523713327973,-0.792876400656269,0.712637911258589,-0.30658385990859,-1.33993377774182,-0.448450927707968,1.15174461641916,1.44310282378728,0.796405686046658,-0.224368070246164,1.14705344957621,-0.28096461880065,0.0502517156254553,0.023825006399909,-0.926013427829365,0.440485435995934,0.3428251474103,0.919471890880524,-1.36780858431627,-0.413770433605251,-0.171802248997847,-0.0535565114360026,0.710757867927073,-0.217109412575124,-0.30412567019406,-0.28587370282009,0.153879414723808,0.0748691820675715,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.67930670353752,-0.56626739184485,0,0,0,1,1
"AUT-2009",23.4320120421475,3.31159056698445,26.743602609132,55.4502369668246,0,0.786290597919899,4.80534283787675,0.495766382021923,-0.188986835171121,0.305915371221622,0.375674058266066,0.0398591727287291,1.46221905531576,-0.284740399437252,0.2441081353719,-0.253508048586435,-0.474954583595107,-0.333704504040229,-0.408574322185852,-0.514473384190327,1.20061702784036,-0.0390343145469855,-0.0229555774260191,-0.0370265752316844,-0.0432027000491277,-0.114197846455234,-0.595154771696259,0.612514397549508,-0.700318425843892,0.711399123235855,-0.30658385990859,-1.3761638529139,-0.448450927707968,-0.414735755457268,1.19427257768248,0.54878967339204,-0.224368070246164,0.897599583244662,-0.28096461880065,-0.0859887083204799,-0.0650049587459821,-0.94379006881197,0.490646811853744,0.424641657155169,0.79781680850322,-1.39822090108664,-0.413770433605251,-0.619985017759189,0.735765504433791,0.121999867368908,-0.217109412575124,-0.445285293783764,-0.28587370282009,0.136859687894967,0.0761120736280482,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.63608511271877,-0.56626739184485,0,0,0,1,1
"AUT-2010",23.4320120421475,3.31159056698445,29.5032614149523,41.7061611374408,0,0.826145877845029,4.80534283787675,0.486416826624498,-0.186187755231052,0.354045042795116,0.386378088091709,0.0628815603817607,1.49969235675203,-0.284630159584183,0.263113421886399,-0.253508048586435,-0.474323185361583,-0.33425068898852,-0.328329420728837,-0.42672824156855,1.21735890286907,0.0211328760866933,-0.0229295414562867,-0.0366468597924295,-0.0432027000491277,-0.11467559140018,-0.595154771696259,0.360433994668811,-0.588660245211939,0.712637911258589,0.146334090254584,-1.3653475349218,-0.448450927707968,-0.358167590074782,1.44310320954789,0.796405707373192,-0.224368070246164,1.14552156790596,-0.28096461880065,-0.0930428357609207,-0.0583734421175647,-0.82759695227567,0.515214468349344,-0.0343368852799122,3.2199072474699,-1.42428259675571,-0.413770433605251,-0.844641518326035,0.959218558487972,0.719506751217501,-0.217109412575124,0.503436481995919,-0.28587370282009,0.121386405347346,0.068447649726242,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.63141250830593,-0.295105316616292,0,0,0,1,1
"AUT-2011",33.0657300551932,3.31159056698445,39.136979427998,35.6635071090047,13.3101045296167,0.866001157770159,7.6633422156718,0.450639196878445,-0.186187755231052,0.40217471436861,0.386378088091709,0.0972630615930057,1.56128160380321,-0.284475134276138,0.282217112561561,-0.253508048586435,-0.472966757384146,-0.329710690552309,-0.365098192193769,-0.353070242944231,1.24431301460476,-0.0647225853092305,-0.0228209109123089,-0.0368407499084789,-0.0432027000491277,-0.1152651425958,-0.595154771696259,0.576795034992738,-0.684398783716551,0.712637911258589,-0.30658385990859,-1.36984781469445,-0.448450927707968,-0.197621084199037,1.42816631627265,0.796405707373192,-0.224368070246164,1.14552663037422,-0.28096461880065,-0.219352861488785,-0.112904024469236,-0.830840238961504,0.455850089575047,-0.34369019551029,-0.298767643128817,-1.4067586220681,-0.413770433605251,-0.0447878010152459,-0.849157005692099,0.719506751217501,-0.217109412575124,-1.1194395575579,-0.28587370282009,0.145519763732568,0.060669517085702,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.64776662375087,-0.0239432413877334,0,0,0,1,1
"AUT-2012",33.0657300551932,3.31159056698445,39.136979427998,47.9857819905213,32.3344947735192,0.905856437695289,7.6633422156718,0.450639196878445,-0.165612062338265,0.450304385942105,0.45582613696388,0.20310510416439,1.566736225726,-0.284264612993058,0.300245132872798,-0.253508048586435,-0.471945542269156,-0.326605382557117,-0.551627813949896,-0.456835483640026,1.24666746782419,-0.0634030851923028,-0.0227951418588464,-0.0374173691434694,-0.0432027000491277,-0.112314091852266,-0.595154771696259,0.922898945702654,-0.822486177411994,0.712637911258589,-0.30658385990859,-1.38091214722457,-0.448450927707968,-0.287876971552935,1.43802918189056,0.796405707373192,-0.224368070246164,1.14411092533069,-0.28096461880065,-0.269912624935927,-0.152101118451307,-0.86081569604745,0.190078520990261,-0.510226024549146,-0.298767643128817,-1.40977163575006,-0.413770433605251,0.355412761788503,-0.428113878719242,0.719506751217501,-0.217109412575124,-0.638166289970768,-0.28587370282009,0.152528028427009,0.0897435975804228,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.66295258809259,-0.0239432413877334,0,0,0,1,1
"AUT-2013",33.0657300551932,3.31159056698445,39.136979427998,50.1184834123223,53.6585365853658,0.945711717620418,7.6633422156718,0.450639196878445,-0.165612062338265,0.498434057515599,0.45582613696388,0.476945096482422,1.55291764622149,-0.283991047316141,0.265923901260499,-0.253508048586435,-0.472859245565003,-0.331518523126007,-0.673989742415179,-0.442618457459565,1.24069257277164,-0.0581241372857053,-0.0228639615098145,-0.0375427376790434,-0.0432027000491277,-0.112935849337423,-0.595154771696259,-0.608335248741047,1.58671506734656,0.712637911258589,0.689621897725535,0.455381645412437,-0.448450927707968,-0.572242833245336,1.10946014905577,0.796405704822379,-0.224368070246164,1.14568106953992,-0.28096461880065,-0.361083887259344,-0.198889685736589,-0.839971476183192,0.381148455416865,-0.141475716463144,2.83151434349456,-1.42280229155405,-0.413770433605251,-0.478864755734184,0.435555757554174,0.719445720615688,-0.217109412575124,0.185610338338638,-0.28587370282009,0.0963819199665361,0.0644634857919073,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.79962626716808,-0.0239432413877334,0,0,0,1,1
"AUT-2014",33.0657300551932,3.31159056698445,39.136979427998,65.1658767772512,62.9268292682927,0.985566997545548,7.6633422156718,0.450639196878445,-0.165612062338265,0.546563729089093,0.45582613696388,0.735543444867114,1.54992727889846,-0.28362579717201,0.276410752188591,-0.253508048586435,-0.472668028312546,-0.336967355118536,-0.722855633188503,-0.499904378865471,1.2393951476102,-0.0278134036544598,-0.0229132424997284,-0.0374558707323472,-0.0432027000491277,-0.112950811505231,-0.595154771696259,0.804480051018208,1.58671506734656,0.712637911258589,-0.306187598235775,0.941837140715208,-0.448450927707968,-0.298969772621541,1.23190372022122,0.796405707373192,-0.224368070246164,1.13784998653165,-0.28096461880065,-0.272030733778492,-0.180849662418367,-1.01600632926103,0.388870982938938,0.16672566365613,2.84950153234574,-1.421926881783,-0.413770433605251,0.803875599699923,1.355923594182,0.719407107944563,-0.217109412575124,1.17752515785919,-0.28587370282009,0.0676707312402813,0.0481110869477531,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.82065298702584,-0.0239432413877334,0,0,0,1,1
"AUT-2015",33.0657300551932,3.31159056698445,61.7160060210738,65.0473933649289,46.6202090592334,1.02542227747068,7.6633422156718,0.337761735596294,-0.165612062338265,0.594693400662587,0.45582613696388,1.01532686910799,1.54720491100987,-0.283096897308243,0.297620900256601,-0.253508048586435,-0.476838889340198,-0.338664101182773,-0.60055435699307,-0.490024195986335,1.23821261582024,-0.0535195149542783,-0.0226810494725501,-0.0375652980762816,-0.0432027000491277,-0.112627808027264,-0.595154771696259,0.760094506852369,1.58646081345393,0.712637911258589,-0.306088310672663,0.933995310057559,-0.448450927707968,-0.596466137720852,1.16879764899971,0.796405707373192,-0.224368070246164,1.13666773977545,-0.28096461880065,-0.183287988851433,-0.158815599002393,-1.13449035045251,0.154550113444409,0.429827361280431,-0.157138250311336,-1.41831548465374,-0.413770433605251,0.220485898618843,0.92349679455921,0.71890910491403,-0.209401912913437,0.595184152440144,-0.28587370282009,0.0416784343564486,0.0388870933840434,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.81247592930338,-0.0239432413877334,1,0,0,1,1
"AUT-2016",44.1043652784747,3.31159056698445,69.9949824385349,75.8293838862559,40.8362369337979,1.06527755739581,7.6633422156718,0.278432773354966,-0.165612062338265,0.642823072236082,0.45582613696388,1.07019319250713,1.56896316088295,-0.282581030132648,0.355919421044265,-0.253508048586435,-0.477892970819191,-0.342208075518209,-0.587456567434418,-0.686650761043844,1.24762720842052,0.00130063768395627,-0.0225555733175533,-0.0379464321300684,-0.0432027000491277,-0.108068065462374,-0.595154771696259,0.953270836723309,1.58649431331718,0.712637911258589,-0.306150500461477,0.941808041465243,-0.448450927707968,-0.640463188757865,1.0061985233473,0.74776011824809,-0.224368070246164,1.09733671857377,-0.28096461880065,-0.13315790738193,-0.152348734468395,-1.30194978950133,0.00733497587218032,0.225311315590013,0.727402073039537,-1.40531359475307,-0.413770433605251,0.500458643678357,-0.649503814345688,0.505252835538225,-0.217109412575124,-0.938652469812745,-0.28587370282009,0.0409866817753488,0.0455914067212007,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,2.36556324890762,-0.0239432413877334,1,0,0,1,1
"AUT-2017",44.1043652784747,3.31159056698445,69.9949824385349,79.1469194312796,23.9721254355401,1.10513283732094,7.6633422156718,0.278432773354966,-0.164580822360345,0.690952743809576,0.458945865814763,1.36728308344682,1.60710696780038,-0.282246714781209,0.322525906494709,-0.253508048586435,-0.477219971781551,-0.340507368621852,-0.48619215933473,-0.706541583581932,1.26393247347237,0.00184675925499381,-0.0219021196909438,-0.0377988392407245,-0.0432027000491277,-0.109443446090382,-0.595154771696259,0.782254231043907,1.5855077982528,0.712637911258589,-0.30658385990859,0.942028525864576,-0.448450927707968,-0.542633577080548,1.16606527951714,0.796405707373192,-0.224368070246164,1.14704869358901,-0.28096461880065,-0.12451284271973,-0.128287999525929,-1.06798699816491,-0.298223795676041,0.586116806500198,-0.0564450524033974,-1.40453918790084,-0.413770433605251,0.480045926587071,-0.86372377931964,0.719506751217501,-0.217109412575124,-1.14672710071774,-0.28587370282009,0.0708372062497633,0.0590718976074048,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,2.14171413408838,-0.0239432413877334,1,0,0,1,1
"AUT-2018",44.1043652784747,3.31159056698445,69.9949824385349,78.5545023696682,30.8710801393728,1.14498811724607,7.6633422156718,0.278432773354966,-0.164580822360345,0.73908241538307,0.458945865814763,1.34992628792591,1.65525903283281,-0.282010902177822,0.320249293424801,-0.253508048586435,-0.476003365388411,-0.339273146569384,-0.515894263318122,-0.699895004082409,1.28416400593061,-0.0178904821493922,-0.0224239327971907,-0.0378427765739126,-0.0432027000491277,-0.107283262138513,-0.595154771696259,0.368730979385534,1.54054375200519,0.712637911258589,-0.30658385990859,0.932516080835399,-0.448450927707968,-0.0586048357735797,1.18181056521958,0.796405707373192,-0.224368070246164,1.14703959430455,-0.28096461880065,-0.0897461701681443,-0.0741618570116466,-1.10770583156943,-0.481474319076995,0.486559414866092,0.059092072183489,-1.36024164184768,-0.413770433605251,0.459918758571951,-0.831583131826268,-1.23272661986048,-0.217109412575124,-1.11345445761914,-0.28587370282009,0.107712424623715,0.067213450798142,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.75687743981581,-0.0239432413877334,1,0,0,1,1
"AUT-2019",84.3452082288008,3.31159056698445,87.6567987957852,82.2274881516588,21.1149825783972,1.1848433971712,7.6633422156718,0.0621563074176956,-0.164580822360345,0.787212086956565,0.458945865814763,1.56522339557914,1.68242448237574,-0.281794611157898,0.281467364036554,-0.253508048586435,-0.476571342035939,-0.341846921297594,-0.49280268915917,-0.725573284866461,1.29540965575628,-0.0368807532709431,-0.0223353043846978,-0.0370425745429713,-0.0432027000491277,-0.114494369621071,-0.595154771696259,0.727509584327609,1.5126343426938,0.712637911258589,-0.30658385990859,0.933863745243486,-0.448450927707968,-0.374548042736364,1.28229639493319,0.796405707373192,-0.224368070246164,1.14370938402059,-0.28096461880065,-0.114798919130494,-0.126066493882028,-0.829191221460694,-0.40035724055918,-1.02786458880412,-0.0537842980466521,-1.33006177912439,-0.413770433605251,1.16174011397484,-0.847778817058946,0.719493556042424,-0.217109412575124,-1.06264050923908,-0.28587370282009,0.135268205988372,0.096097112950642,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.61844755141387,1.0607050595265,1,0,0,1,1
"AUT-2020",84.3452082288008,15.6547917711992,100,93.3649289099526,30.6620209059233,1.22469867709633,7.6633422156718,-1.27830109989284,-0.158688022486515,0.835341758530059,0.476221554340134,1.54197561952217,1.50637764772871,-0.281591797496635,0.252242925386748,-0.253508048586435,-0.47847485611018,-0.344484338289192,-0.543727062853031,-0.775980650110021,1.22031806939843,0.0443680524588648,-0.0222892090271335,-0.0376879050062198,-0.0432027000491277,-0.104562529924252,-0.595154771696259,-0.928077052887255,0.485935586145284,0.712637911258589,-0.30658385990859,0.198758735037965,-0.448450927707968,0.276596521140637,1.30774904421132,0.796405707373192,-0.224368070246164,1.09644108351891,-0.28096461880065,-0.0942735739847375,-0.136598427716142,-1.28333187927267,-0.319409236799257,-0.786171853592396,-0.298767643128817,-1.13742975071109,-0.413770433605251,0.731470497032393,-0.673240252781597,-1.43619471357189,-0.217109412575124,-0.892763523287549,-0.28587370282009,0.0741419382883029,0.0589159857449705,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.67185681173255,1.0607050595265,1,0,0,1,1
"AUT-2021",84.3452082288008,15.6547917711992,100,98.3412322274881,25.993031358885,1.26455395702146,7.6633422156718,-1.27830109989284,-0.158688022486515,0.883471430103553,0.476221554340134,1.7666459808778,1.60471659750007,-0.281378064704465,0.274100009268775,-0.253508048586435,-0.476476089659884,-0.337788209062003,-0.496398199445506,-0.799122210020137,1.26291800239897,-0.0822894802848056,-0.0230423659826573,-0.0381570511497926,-0.0432305022469458,-0.117533652580276,-1.23245987464965,0.346632724230174,1.33396775196936,0.712637911258589,-0.30658385990859,0.941369530754843,-0.448450927707968,-0.0354700894413091,1.10280424352109,0.796405707373192,-0.224368070246164,1.14705027282411,-0.28096461880065,-0.114011848991781,-0.0626254545305419,-1.27660070563951,-0.096111295746554,0.370230799748743,1.92623483604662,-0.928945370599074,-0.413770433605251,0.794453590196196,-0.85127889762506,0.651474897042382,-0.217109412575124,-0.950251406959025,-0.28587370282009,0.082175759329425,0.0529800318735296,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.98994608090328,1.0607050595265,1,0,0,1,1
"AUT-2022",84.3452082288008,15.6547917711992,100,98.3412322274881,18.0487804878049,1.30440923694659,7.6633422156718,-1.27830109989284,-0.158688022486515,0.931601101677048,0.476221554340134,1.8765744552488,1.70428358321853,-0.280901932405446,0.112140381006084,0.0722408716490226,-0.220693201391244,-0.281919750692754,-0.42241610596771,-0.798840563115468,1.30437277597696,-0.0824267390527828,-0.0230987353949794,-0.0382220679152664,-0.0432276576688057,-0.115874003432032,-1.08502065890176,0.222284695104346,1.34776742683799,0.621828541737393,-0.137810563071206,0.638084345910414,0.69533638970825,0.0437390973952654,1.29446559214767,0.548206721013113,-0.0656871207821404,0.888811114267537,0.13146328409543,0.289193579093125,0.347559585718138,-0.902280444711361,-0.0408637636977521,0.251515689733326,0.402139820700148,-1.36725869987834,0.712790418854141,0.635621433533558,0.750153546260216,0.236050222413035,0.0370204374215138,0.10580010558181,0.119647500444154,0.343442322110632,0.628043211518981,0.664666138071721,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,1.52452035969648,0.508185513571269,0.570757066818559,1.78410065710095,1.0607050595265,1,0,0,1,1
"AZE-1995",0,0,0,0,0,-1.08690755856121,-0.106843592708464,-1.27830109989284,-0.213859361305242,-1.08984510440971,0.2609572176778,-0.425107472778311,-0.829961193335956,-0.288355257600216,-0.543570444807519,-0.253508048586435,1.47568101339053,1.7622302538773,-0.409567031190179,-0.807184063422909,-1.8102310265667,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,-1.00528943142637,-0.378002719380375,-0.762623257052692,0.0972216987595961,-0.765695460061922,0.413985405134462,0.30806749335026,0.0667678132001256,-0.372838440066175,0.244599567761655,0.0735890934814187,1.04468575000002,-0.131872829560457,-0.280132489501443,0.275205352569606,-0.724870940202099,0.86641677084404,-0.298767643128817,-1.43046022005315,-0.413770433605251,-1.43239850640915,-0.869167367955639,-1.70213885678052,-0.217109412575124,-1.15212400318771,-0.28587370282009,-0.00960298369073148,-0.00871737169439362,-1.53771238317925,-1.05704929774021,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,-1.7912886672226,-1.64513452108586,-0.837429467073409,0,0,0,0,0
"AZE-1996",0,0,0,0,0,-1.08690755856121,-0.106843592708464,-1.27830109989284,-0.213859361305242,-1.04171543283622,0.2609572176778,-0.425107472778311,-0.829790774701085,-0.287926232924283,-0.723629440509293,-0.253508048586435,1.62383885403296,1.23244375542073,-0.409565155903359,-0.807184063422909,-1.80726605168457,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,-2.28205557815201,-0.835709651487158,-1.90377278413226,-0.30658385990859,-1.38100971823122,-0.448450927707968,-1.46792940611357,-0.858072760175669,-1.49353770853181,-0.224368070246164,-1.15988597423027,-0.28096461880065,-0.0176584705674892,-0.0155234517654441,-0.869084106514179,0.530789881954755,0.86641677084404,-0.298767643128817,0.384721186424814,1.35772953121384,1.37534996337514,1.57553004405953,0.719506751217501,-0.217109412575124,1.22421185239313,-0.28587370282009,-0.00950382900505459,-0.00853701074785318,-1.53771238317925,-1.05704929774021,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,-1.7912886672226,-1.80178358402623,-0.837429467073409,0,0,0,0,0
"AZE-1997",0,0,0,0,0,-1.08690755856121,-0.106843592708464,-1.27830109989284,-0.213859361305242,-0.993585761262725,0.2609572176778,-0.425107472778311,-0.826872948111828,-0.287513128549824,-1.05573781983536,-0.253508048586435,0.982535429260916,0.869156480449422,-0.411151198491549,-0.807184063422909,-1.75774745397219,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,-0.12335595343054,-0.155127615201816,-0.94786535490018,0.525078086653625,-0.576019509944033,0.215016558301298,-0.00743773046559089,0.364592296127851,-0.292900328791223,0.304921000800773,-0.126464262810129,0.225483439968216,0.0268516987426493,-0.317934857972014,-0.408734942724837,0.927867085667299,-0.197796319476756,-0.298767643128817,-0.00952831880526977,1.69813947700171,-1.43239850640915,-0.869167367955639,-1.70213885678052,-0.217109412575124,-1.15212400318771,-0.28587370282009,-0.00961594965106369,-0.00876182898064038,-1.53771238317925,-1.05704929774021,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,-1.7912886672226,-1.68590299458787,-0.837429467073409,0,0,0,0,0
"AZE-1998",0,0,0,0,0,-1.08690755856121,-0.106843592708464,-1.27830109989284,-0.213859361305242,-0.945456089689231,0.2609572176778,-0.425107472778311,-0.821146440955158,-0.28710276905493,-1.06709589753007,-0.253508048586435,-0.0046129041779357,-0.213782964190235,-0.372526403656603,-0.807184063422909,-1.66681444987861,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,0.958081686794214,1.58671506734656,0.712637911258589,-0.30658385990859,0.942030715559694,2.98560202454649,-1.46792940611357,-0.858072760175669,-1.49353770853181,-0.224368070246164,-1.15988597423027,-0.28096461880065,-0.0178859811690519,-0.0155195141710555,0.0630195901797498,-0.0777486142053665,-1.28436306886572,-0.298767643128817,-1.05531460791905,0.112106761347939,-1.43239850640915,-0.869167367955639,-1.70213885678052,-0.217109412575124,-1.15212400318771,-0.28587370282009,-0.00957197827527175,-0.0086269199666575,-1.53771238317925,-1.05704929774021,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,-1.7912886672226,-1.63497160648794,-0.837429467073409,0,0,0,0,0
