"","Coal_Share_Ret","Coal_Share_Tran","Coal_Share_PhasedOut","Coal_Gen_Decline_Perc","Gas_Gen_Decline_Perc","Coal_duration_year","Coal_Share_EarlyRet","Coal_logCurrent_MW","Gas_Current_MW","Gas_duration_year","Gas_logCurrent_MW","Share_VRE_Gen","GDPpc_2015.","Population","WDI_Manu_GDP_.","WDI_CoalRents_.","WDI_OilRents_.","WDI_NGRents_.","WDI_NG_El_.","WDI_Coal_El_.","logGDPpc","BP_GasReserve_tM3","BP_GasProduction_bM3","BP_CoalProduction_mTon","BP_CoalReserve_mTon","BP_CoalR2P_yr","LogBP_GasR2P_yr","HHI_Gas_Import","contiguity_Gas_Import","agree_Gas_Import","sanction_Gas_Import","common_language_Gas_Import","colony_Gas_Import","HHI_Gas_Export","contiguity_Gas_Export","agree_Gas_Export","sanction_Gas_Export","common_language_Gas_Export","colony_Gas_Export","NetValue_Gas_Import","NetQuantity_Gas_Import","HHI_Coal_Import","contiguity_Coal_Import","agree_Coal_Import","sanction_Coal_Import","common_language_Coal_Import","colony_Coal_Import","HHI_Coal_Export","contiguity_Coal_Export","agree_Coal_Export","sanction_Coal_Export","common_language_Coal_Export","colony_Coal_Export","NetValue_Coal_Import","NetQuantity_Coal_Import","R_IndepProducer","R_Private","R_Unbundle","R_WholeSale","R_IndepReg","R_Choice","R_Liberalization","R_Corp","StateCapacity","num_supply_policy","binary_airqual","ghg_ambition_n","cw_2030","annex_one","annex_two"
"KHM-2016",0,0,0,0,0,-1.00719699871095,-0.106843592708464,0.161539326668952,-0.272787360043536,-1.33049346227719,-2.27471082934892,-0.339949216985171,-0.822634121556706,-0.244768030391722,0.184271007760606,-0.253508048586435,-0.480156944690182,-0.346362169403182,-1.00301886108207,0.733513323361218,-1.56227279584427,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,-0.157533843076487,-0.368537555692556,0.712637911258589,-0.30658385990859,0.900411969455544,-0.448450927707968,1.1517454947242,1.44310320954789,0.796405707373192,-0.224368070246164,1.14705344957621,-0.28096461880065,-0.0143550661840179,-0.0126452442408499,1.49238633292893,-0.706874144012856,0.86641677084404,-0.298767643128817,0.98876534707115,-0.413770433605251,1.37534996337514,-0.869167367955639,0.719506751217501,-0.217109412575124,1.22421185239313,-0.28587370282009,0.00500959770278311,0.0182760606422568,0.664666138071721,-1.05704929774021,-1.28646396483475,-0.96281442922852,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,-0.879352528906936,-0.295105316616292,1,1,0,0,0
"KHM-2017",0,0,0,0,0,-0.967341718785815,-0.106843592708464,0.237276190830002,-0.272787360043536,-1.33049346227719,-2.27471082934892,-0.356804765399176,-0.818815393569676,-0.243636563586436,0.215818074709864,-0.251625809204143,-0.480156944690182,-0.346362169403182,-1.00301886108207,1.02080576522174,-1.50449860413734,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,-0.836965589411829,1.31760608679531,0.712637911258589,-0.30658385990859,0.934860092828679,-0.448450927707968,-1.46792940611357,-0.858072760175669,-1.49353770853181,-0.224368070246164,-1.15988597423027,-0.28096461880065,-0.00486215499863167,-0.00304001806909495,1.10396395506339,-0.723880064515679,0.729923471956883,-0.298767643128817,0.988699515222265,-0.413770433605251,0.488184909791001,-0.38839199564839,-1.22589686337089,-0.217109412575124,1.22421185239313,-0.28587370282009,0.0237471602763152,0.0385761741017018,0.664666138071721,-1.05704929774021,-1.28646396483475,-0.96281442922852,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,-0.489359844387433,-0.295105316616292,1,1,0,0,0
"KHM-2018",0,0,0,0,0,-0.927486438860686,-0.106843592708464,0.237276190830002,-0.272787360043536,-1.33049346227719,-2.27471082934892,-0.34765197379058,-0.814379243080432,-0.242568536437644,0.242055647969472,-0.25041958271706,-0.480156944690182,-0.346362169403182,-1.00301886108207,0.437552485994683,-1.4411144160292,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,-0.719733666938758,1.47600025842395,0.712637911258589,-0.30658385990859,0.942030715559694,-0.448450927707968,-1.46792940611357,-0.858072760175669,-1.49353770853181,-0.224368070246164,-1.15988597423027,-0.28096461880065,0.000968092621675264,-4.02946140712445e-05,0.930055110843304,-0.71765489721937,0.768287385618354,-0.298767643128817,0.901514449758191,-0.413770433605251,1.37534996337514,-0.869167367955639,0.719506751217501,-0.217109412575124,-1.15212400318771,-0.28587370282009,0.0247453384572353,0.0364454609049383,0.664666138071721,-1.05704929774021,-1.28646396483475,-0.96281442922852,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,-0.835304173927083,-0.295105316616292,1,1,0,0,0
"KHM-2019",0,0,0,0,0,-0.887631158935556,-0.106843592708464,0.237276190830002,-0.272787360043536,-1.33049346227719,-2.27471082934892,-0.206215482739613,-0.809910939124383,-0.241566611478525,0.230206437041464,-0.25107815187974,-0.480156944690182,-0.346362169403182,-1.00301886108207,0.755031950937875,-1.38088738570488,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,-0.79910307502,1.35595211383078,0.712637911258589,-0.30658385990859,0.942030715559694,-0.448450927707968,-1.46792940611357,-0.858072760175669,-1.49353770853181,-0.224368070246164,-1.15988597423027,-0.28096461880065,0.00262851952145845,-0.00155340661855997,0.597016331249868,-0.695611668702915,0.86641677084404,-0.298767643128817,0.9846935471457,-0.413770433605251,1.37534996337514,1.57553004405953,0.719506751217501,-0.217109412575124,1.22421185239313,-0.28587370282009,0.0303644887597318,0.0507423154215023,0.664666138071721,-1.05704929774021,-1.28646396483475,-0.96281442922852,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,-0.770460783392982,-0.295105316616292,1,1,0,0,0
"KHM-2020",0,0,0,0,0,-0.847775879010426,-0.106843592708464,0.300600602680476,-0.272787360043536,-1.33049346227719,-2.27471082934892,0.140363501488328,-0.813318419558094,-0.240528421170599,0.218278941466195,-0.250965653903528,-0.480143631815667,-0.346362169403182,-1.00301886108207,0.759599856566376,-1.42650290606735,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,-0.762654977724936,1.3817117662671,0.712637911258589,-0.30658385990859,0.941432605017276,-0.448450927707968,-1.46792940611357,-0.858072760175669,-1.49353770853181,-0.224368070246164,-1.15988597423027,-0.28096461880065,0.000505835311226059,-0.00232440969276249,0.0796396351786793,-0.718139600851075,0.866416691505161,-0.298767643128817,0.987097051725881,-0.413770433605251,1.33748788037566,-0.852571510850575,0.719506751217501,-0.217109412575124,-1.13599221931171,-0.28587370282009,0.0309529073570198,0.0639263395766453,0.664666138071721,-1.05704929774021,-1.28646396483475,-0.96281442922852,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,-0.424306893925579,-0.295105316616292,1,1,0,0,0
"KHM-2021",0,0,0,0,0,-0.807920599085296,-0.106843592708464,0.318511874223274,-0.272787360043536,-1.33049346227719,-2.27471082934892,0.23116967226963,-0.811898608187287,-0.239473492587089,0.489281006789222,-0.248437586935456,-0.476161790693563,-0.346362169403182,-1.00301886108207,0.812127918377145,-1.40725686112927,-0.301739409478846,-0.0231123133160389,-0.0384949141119594,-0.0432331676770436,-0.118364955710866,-0.595154771696259,0.431732051367599,-0.623407573828598,0.712637911258589,-0.30658385990859,0.942030715559694,-0.448450927707968,-1.46792940611357,-0.858072760175669,-1.49353770853181,-0.224368070246164,-1.15988597423027,-0.28096461880065,-0.0153806755151914,-0.0145157878409764,-0.383214292060302,-0.6498038014837,0.715999449256021,-0.29344873816268,0.835178196736342,-0.413770433605251,1.37534996337514,-0.869167367955639,0.719506751217501,-0.217109412575124,1.22421185239313,-0.28587370282009,0.0455193122261793,0.053898159035908,0.664666138071721,-1.05704929774021,-1.28646396483475,-0.96281442922852,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,-0.933918468310912,-0.295105316616292,1,1,0,0,0
"KOR-1995",0,0,0,0,0,-0.0108150005826985,-0.106843592708464,0.889829428665641,-0.174033855491279,-1.1861044475567,0.429164142130174,-0.4249560219076,-0.151112540604454,-0.0829935740457842,1.78395296532312,-0.251499860369182,-0.480156944690182,-0.346362169403182,-0.659075086086983,0.242353693045919,0.103530911403518,-0.19222541598178,-0.022717875161412,-0.036788550085215,-0.0388393654728078,0.23311655208834,-0.595154771696259,-0.572395678499954,-0.835709651487158,0.426797365618542,-0.306579131112635,0.942030715559694,-0.448450927707968,1.1517454947242,-0.858072760175669,0.796405707373192,-0.224368070246164,-1.15988597423027,-0.28096461880065,0.142807648109144,0.293451829607683,-1.2181692362992,-0.724870940202099,-1.38799773636372,1.426317682377,0.462363595098352,-0.413770433605251,0.904829734026458,-0.869167367955639,0.719506751217501,-0.217109412575124,-1.15163375063008,-0.28587370282009,0.384075370246139,0.792496867850473,-1.53771238317925,0.961968488838858,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,-1.7912886672226,1.34171103471003,-0.0239432413877334,0,1,1,0,0
"KOR-1996",0,0,0,0,0,0.0290402793424314,-0.106843592708464,0.905820172657516,-0.166667855648993,-1.13797477598321,0.452600874633471,-0.424902727109916,-0.100315057732441,-0.0806236999273774,1.6050983480465,-0.253190743103706,-0.480156944690182,-0.346362169403182,-0.576610171891046,0.285058631963142,0.1739098577374,-0.186808968449475,-0.0229611512178592,-0.0370179546195797,-0.0429382120542046,-0.0933305699986446,-0.595154771696259,-0.783020371010824,-0.835709651487158,0.51841711444326,-0.306388192784166,0.942030703422488,-0.448450927707968,1.14812784614892,-0.858072760175669,0.794823461709826,-0.224368070246164,-1.15988597423027,-0.28096461880065,0.209879339327358,0.375722191330799,-1.11361941013012,-0.724870940202099,-0.814564413347217,-0.0453922007733619,0.453942556216327,-0.413770433605251,0.622112347657711,-0.869167367955639,-1.33636002986882,-0.217109412575124,-1.02652694485309,-0.28587370282009,0.424973260085835,0.803619825655523,-1.53771238317925,0.961968488838858,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,-1.7912886672226,1.3265250703683,-0.0239432413877334,0,1,1,0,0
"KOR-1997",0,0,0,0,0,0.0688955592675612,-0.106843592708464,0.973017126170239,-0.0905525239453638,-1.08984510440971,0.62876342018504,-0.424857441502616,-0.0593719762450217,-0.0782691477266997,1.59801163075406,-0.253365873146529,-0.479714493155053,-0.346362169403182,-0.545431394023482,0.395588135754681,0.227418740142607,-0.197320220646335,-0.023006589779397,-0.0371489150754785,-0.0429275346923708,-0.0916274557294247,-0.595154771696259,-0.993016632210507,-0.835709651487158,0.388528949894806,-0.306545825247349,0.942030715559694,-0.448450927707968,1.15174304730365,-0.858072760175669,-1.49353663884619,-0.224368070246164,-1.15988597423027,-0.28096461880065,0.275447539440299,0.514317987182865,-1.12439795058143,-0.724870940202099,-0.679897224279935,1.40633720830978,0.432673354635218,-0.413770433605251,0.319371927430899,-0.869167367955639,0.48238896902597,-0.217109412575124,0.965387638912747,-0.28587370282009,0.42795480517684,0.795146766680658,-1.53771238317925,0.961968488838858,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,-1.7912886672226,1.14896610268049,-0.0239432413877334,0,1,1,0,0
"KOR-1998",0,0,0,0,0,0.108750839192691,-0.106843592708464,0.999687953590609,-0.0905525239453638,-1.04171543283622,0.62876342018504,-0.424717578682544,-0.107691825732089,-0.0764414806481888,1.72941029064213,-0.252862757358702,-0.479744431333343,-0.346362169403182,-0.601599545804612,0.625991740026429,0.163975087403439,-0.175273301958287,-0.0230152378644122,-0.0371939606992614,-0.0425449906613356,-0.0564949592418179,-0.595154771696259,-0.666915534798017,-0.835709651487158,0.555646626570627,-0.30649090361897,0.942030715559694,-0.448450927707968,1.1517454947242,-0.858072760175669,-1.49353770853181,-0.224368070246164,-1.15988597423027,-0.28096461880065,0.174899543907913,0.416176822607498,-1.05880131518945,-0.724870940202099,-0.793055729045722,1.38070850356565,0.544220876525673,-0.413770433605251,1.23042200166442,-0.869167367955639,-1.68111949087225,-0.217109412575124,-1.13149791623906,-0.28587370282009,0.398516767248726,0.878499275307848,-1.53771238317925,0.961968488838858,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,-1.7912886672226,1.16882467143505,-0.0239432413877334,0,1,1,0,0
"KOR-1999",0,0,0,0,0,0.148606119117821,-0.106843592708464,1.03307796914303,-0.0795035241819338,-0.993585761262725,0.647940375906157,-0.424495341828132,-0.0240781294662314,-0.0746289049175237,1.76312321846703,-0.253292472189588,-0.479505795564252,-0.346362169403182,-0.600830690056064,0.576081322547099,0.271470739539666,-0.159190001125721,-0.0230012843825142,-0.0372428844231051,-0.0431143439281718,-0.107237592505108,-0.595154771696259,-0.749894540883572,-0.835709651487158,0.561901446120589,-0.306553506696929,0.93126451265184,-0.448450927707968,1.15066997608708,-0.858072760175669,-1.49306755020126,-0.224368070246164,-1.15941232637476,-0.28096461880065,0.225222781488409,0.48035170239586,-1.21373827916469,-0.724870940202099,-0.527221531697976,1.78808980909059,0.280629689822579,-0.413770433605251,-0.507316710230107,-0.869167367955639,0.713401742221192,-0.217109412575124,1.05789946815332,-0.28587370282009,0.357094729387032,0.940232833089194,-1.53771238317925,0.961968488838858,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,-2.0119370225796,0.570757066818559,1.14312534716444,-0.0239432413877334,0,1,1,0,0
"KOR-2000",0,0,0,0,0,0.188461399042951,-0.106843592708464,1.05077306278042,-0.0795035241819338,-0.945456089689231,0.647940375906157,-0.423976279155931,0.0465812647665153,-0.0724800265426147,1.88948255658508,-0.252431406278009,-0.478490849056425,-0.346362169403182,-0.676903343293327,0.681279330362607,0.354515116347297,-0.172305037746766,-0.022929713112176,-0.0372569052464018,-0.0431143439281718,-0.107111571765187,-0.595154771696259,-1.43206713580034,-0.835709651487158,-0.465863893028249,1.45036955640046,0.94202778068941,-0.448450927707968,1.11126316627679,-0.858072760175669,0.794323555474508,-0.222495236735612,-1.14290448829877,-0.28096461880065,0.48097992975296,0.647603024542509,-0.953235006780003,-0.724870940202099,-0.451029420717031,3.534142138422,-0.137516066010993,-0.413770433605251,0.676528161816185,-0.869167367955639,0.691421471896806,-0.217109412575124,1.10111143519737,-0.28587370282009,0.385154868990045,0.982553312248186,-1.53771238317925,0.961968488838858,-1.28646396483475,-0.96281442922852,-1.62045617382959,-0.6634632185615,0.508185513571269,0.570757066818559,1.20620550673775,-0.0239432413877334,0,1,1,0,0
"KOR-2001",0,0,0,0,0,0.228316678968081,-0.106843592708464,1.07511572500494,-0.044195831604573,-0.897326418115737,0.702599807966543,-0.424051454396662,0.0845537702199269,-0.0704924427806755,1.63348407032429,-0.245604374119443,-0.479016923498212,-0.346362169403182,-0.655729832846808,0.7320923003804,0.396592659964181,-0.175194348143391,-0.0229621526882592,-0.0373562442710357,-0.0431143439281718,-0.106129812044488,-0.595154771696259,-1.35847114078666,-0.835709651487158,-0.792825578670536,-0.306565357299886,0.942030715559694,-0.448450927707968,0.622377082200282,-0.858072760175669,0.796405707373192,-0.149782064726036,1.03787552284604,-0.28096461880065,0.469868350817471,0.563986370202643,-0.660370075176996,-0.724870940202099,0.807219375854826,3.43789916797192,-0.237695523985381,-0.413770433605251,1.19326273111005,-0.869167367955639,0.719336513196075,-0.217109412575124,1.22270420074317,-0.28587370282009,0.413213913849251,1.05506826219416,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.19101954239602,-0.0239432413877334,0,1,1,0,0
"KOR-2002",0,0,0,0,0,0.268171958893211,-0.106843592708464,1.08271760066106,1.674491469223e-07,-0.849196746542242,0.760184664776644,-0.424117451306248,0.15384462601299,-0.0689851086371021,1.5693064935416,-0.252779635504108,-0.479224716870019,-0.346362169403182,-0.598481088168339,0.757335272533768,0.4693159782455,-0.165460223699238,-0.0229456105960067,-0.0375051036502919,-0.0431112971653802,-0.103928843943021,-0.595154771696259,-1.42062427333574,-0.835709651487158,0.311280475906024,-0.306458793650784,0.938853935222567,-0.448450927707968,0.527515065688632,-0.858072760175669,0.758999499311329,-0.212464824903287,0.872749497707109,-0.28096461880065,0.500720645685163,0.643926815192964,-0.785686647617864,-0.724870940202099,-0.349547873106581,2.98217823188604,-0.162970449863359,-0.413770433605251,-0.214075148575202,-0.869167367955639,0.719448435169961,-0.216187706436513,0.14965567900728,-0.28587370282009,0.442986739790061,1.11139804738302,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.20386920453133,-0.0239432413877334,0,1,1,0,0
"KOR-2003",0,0,0,0,0,0.30802723881834,-0.106843592708464,1.08271760066106,0.0110491672125769,-0.801067074968748,0.773120095882927,-0.423205551650686,0.181151491451838,-0.0676258772153114,1.51031259894928,-0.252904723817291,-0.479288542433574,-0.346362169403182,-0.607579206504527,0.700621117002815,0.496658331220599,-0.196999342304881,-0.0229942972177333,-0.0375110699580777,-0.0431112971653802,-0.10384129929919,-0.595154771696259,-1.47963581021027,-0.835709651487158,0.614818610092844,-0.30653956936243,0.928106669883305,-0.448450927707968,1.14962027515043,-0.858072760175669,0.79638671703361,-0.224366744282066,1.14705269001634,-0.28096461880065,0.451368892490406,0.613245377307406,-0.928493110294141,-0.724870940202099,-0.263783049618457,2.88465339821015,-0.167048947607543,-0.413770433605251,-0.496405558648424,-0.869167367955639,0.71741980315155,-0.210436238903829,0.655072022804609,-0.28587370282009,0.472668144726114,1.28602480080704,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.31017095492337,-0.0239432413877334,0,1,1,0,0
"KOR-2004",0,0.421561463661402,0,0,0,0.34788251874347,-0.106843592708464,1.10453753832842,0.0220981669760069,-0.752937403395254,0.785561476326524,-0.422435899106667,0.232403533315212,-0.0665817854163222,1.83565659798062,-0.245506235016483,-0.479143626123853,-0.345882986644063,-0.48555336991754,0.688854201891489,0.546146630520747,-0.171965965609439,-0.022937337854977,-0.0375429897047319,-0.0431112971653802,-0.103354294837877,-0.595154771696259,-1.44530315656179,-0.835709651487158,0.606922799841053,-0.285402207839949,0.912958101283557,-0.448450927707968,0.887828574915294,-0.858072760175669,0.779388242741596,-0.224368070246164,1.13988467009677,-0.28096461880065,0.802485974942512,0.903910556197105,-1.02590664629463,-0.724870940202099,-0.39785039735448,2.14628659473896,0.075891620745588,-0.413770433605251,-0.394223079863698,-0.869167367955639,0.719421770215231,-0.217109412575124,-0.399399260913295,-0.28587370282009,0.797856837293751,1.38902299460971,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.3755874167031,0.789542984297942,0,1,1,0,0
"KOR-2005",0,0.410037723470559,0,0,0,0.3877377986686,-0.106843592708464,1.11128603036775,0.0486403197410465,-0.704807731821759,0.813639481005828,-0.419185330504317,0.278315230563846,-0.0660215994152787,1.77346733503861,-0.249501052204625,-0.478669617148591,-0.344730180634062,-0.49123410020003,0.671731601759944,0.588597215479168,-0.151510325759973,-0.0228902952161363,-0.0376500849294873,-0.0431112971653802,-0.101451460355743,-0.595154771696259,-1.5184610628432,-0.835709651487158,-0.409168259509619,-0.306581990968295,0.935035179122052,-0.448450927707968,-0.100777697485823,-0.858072760175669,0.661781750871339,-0.224368070246164,0.945460067474285,-0.28096461880065,1.06601312576874,0.790882772091868,-1.06810817170822,-0.724870940202099,0.834068252908335,-0.234935559900543,0.212877329138855,-0.413770433605251,0.134070609740026,-0.869167367955639,0.719346373780789,-0.217109412575124,0.744693668412277,-0.28587370282009,1.04362040973992,1.40477034077132,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.40829564759296,0.789542984297942,0,1,1,0,0
"KOR-2006",0,0.399127241764675,0,0,0,0.42759307859373,-0.106843592708464,1.11785251168865,0.0762873724824291,-0.656678060248265,0.840521239090617,-0.414145287653956,0.33341377389035,-0.0646286773417132,1.70302657277883,-0.249657364086368,-0.478340962101758,-0.345326550273198,-0.426169023706031,0.65831997291339,0.637394018862714,-0.174013023016926,-0.0228918718448614,-0.0376524714526016,-0.0431112971653802,-0.101403546771167,-0.595154771696259,-1.61991059244737,-0.835709651487158,-0.611335660478572,-0.30658385990859,0.930475090799387,-0.448450927707968,0.864220937513007,-0.858072760175669,0.796405707373192,-0.224368070246164,1.14489292655801,-0.28096461880065,1.41965405457135,1.02795785453327,-1.14309581487353,-0.724870940202099,0.844652968797325,0.280130845363127,0.276044575694245,-0.413770433605251,1.22198766295471,-0.869167367955639,0.719085520999275,-0.217109412575124,1.17870280530601,-0.28587370282009,0.968910703567752,1.4057176587841,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.32535691926509,1.33186713475506,0,1,1,0,0
"KOR-2007",0,0.359247018249748,0,0,0,0.46744835851886,-0.106843592708464,1.14348403044751,0.0841689923136758,-0.608548388674771,0.847795226835145,-0.407886806572564,0.397884161924368,-0.0632817868984445,1.73199512978561,-0.247409039153306,-0.478227182078738,-0.34545926312395,-0.385411398697351,0.738029012795222,0.691776284293911,-0.185289369163666,-0.0229872761802253,-0.0376339758984656,-0.0431112971653802,-0.101767929083801,-0.595154771696259,-1.47847441672052,-0.835709651487158,-0.435271280921698,-0.3065838588505,0.916589448333483,-0.448450927707968,0.860306392949323,-0.858072760175669,0.796405707373192,-0.224368070246164,1.09852246887378,-0.28096461880065,1.54431141033588,0.905129273763119,-1.20680635420778,-0.724870940202099,0.864201531803827,0.251666340374074,0.244098707515328,-0.413770433605251,0.625789809735106,-0.869167367955639,0.718640372091768,-0.217109412575124,1.09342020767766,-0.28587370282009,1.13750501221438,1.59456208912777,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.35456069684533,1.33186713475506,0,1,1,0,0
"KOR-2008",0,0.335165571792465,0,0,0,0.50730363844399,-0.106843592708464,1.16037827235616,0.110244631755371,-0.560418717101276,0.870764793608104,-0.398668344976141,0.426669694007943,-0.061244701978439,1.75470230046321,-0.236931307369791,-0.476963472884595,-0.345241948046604,-0.417892017005283,0.858134551721832,0.715184491365365,-0.204482970591725,-0.0229379316109622,-0.0376676855374555,-0.0430412216211737,-0.0911594185013489,-0.595154771696259,-1.39472054463127,-0.835709651487158,-0.593699105523197,-0.306559522396378,0.833391123552647,-0.448450927707968,0.867661993951978,-0.858072760175669,0.796314195616936,-0.224368070246164,1.13279355699581,-0.28096461880065,2.533056824858,1.14163881265982,-1.23641915088435,-0.724870940202099,0.864812095276126,0.951416232974715,0.467467599025575,-0.413770433605251,0.0123677516637288,-0.869167367955639,0.719237988258314,-0.217109412575124,-1.12041928382546,-0.28587370282009,2.27953774428953,2.02661243775579,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.22956852880193,1.60302920998362,0,1,1,0,0
"KOR-2009",0,0.303201811125485,0,0,0,0.54715891836912,-0.106843592708464,1.18478165644011,0.12274227815445,-0.512289045527782,0.881224883235004,-0.379614999385364,0.430296220310632,-0.0598550957193874,1.77962040148447,-0.248320247912201,-0.47782434120331,-0.345108522311393,-0.506081883325668,0.975580495275811,0.718097215451689,-0.18999958112522,-0.0229000381505036,-0.0377434576463354,-0.0430412216211737,-0.0884161844992777,-0.595154771696259,-1.63335615059282,-0.835709651487158,0.492403643701802,-0.300155171644469,0.753023044481246,-0.448450927707968,-0.17407583017115,-0.858072760175669,0.726869266040434,-0.224368070246164,1.06901012303478,-0.28096461880065,1.5479591825624,0.85225667690503,-1.03082161638052,-0.724870940202099,0.859267737782593,0.399552260175343,0.634418786807652,-0.413770433605251,-0.806627344335579,-0.869167367955639,0.252337213024103,-0.217109412575124,0.684432905559129,-0.28587370282009,1.95898473425947,1.95574949362678,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.20153290232491,1.60302920998362,0,1,1,0,0
"KOR-2010",0,0.300168094132714,0,0,0,0.58701419829425,-0.106843592708464,1.18723012547566,0.177397996984217,-0.464159373954288,0.923392607644238,-0.373802872651227,0.513180713119088,-0.0585030943103697,2.05104376947024,-0.246469905943827,-0.475887891097663,-0.345077417747674,-0.339563974946965,0.894733881783069,0.782574161969065,-0.188727982536229,-0.0228203037531508,-0.037873224840677,-0.0430412216211737,-0.082164881487262,-0.595154771696259,-1.6823599787664,-0.835709651487158,0.124594109568514,-0.279124531236378,0.496494628029027,-0.448450927707968,1.1473885545909,-0.858072760175669,0.795653730678721,-0.224368070246164,-1.15797005173321,-0.28096461880065,2.2098823966595,1.40099335688454,-1.0869577197459,-0.724870940202099,-0.53156131228296,-0.00522916949764808,0.654045581795223,-0.413770433605251,-0.293241596729379,-0.869167367955639,0.717601928901175,-0.217109412575124,0.620873267403156,-0.28587370282009,2.50040693260859,2.2725951932923,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.15597500929974,2.14535336044073,0,1,1,0,0
"KOR-2011",0,0.294834499567576,0,0,0,0.626869478219379,-0.106843592708464,1.19159540753251,0.21412978286442,-0.416029702380793,0.948945518418369,-0.370273283008283,0.553774959176271,-0.056403118709782,2.18122543631255,-0.244361325726691,-0.474347003885829,-0.345300449890239,-0.292364385719291,0.857228458010577,0.81277679737775,-0.197223393515325,-0.0228674497483034,-0.037873224840677,-0.0430412216211737,-0.082164881487262,-0.595154771696259,-1.61012396969188,-0.835709651487158,0.170170517330368,-0.286203218438746,0.513724899093493,-0.448450927707968,1.147435877683,-0.858072760175669,0.794938541704878,-0.224368070246164,1.14704903747172,-0.28096461880065,2.78701417221221,1.70157171390124,-1.17332279865937,-0.724870940202099,0.361527006903571,0.206398185525213,0.669848698794812,-0.413770433605251,-0.478982398134612,-0.869167367955639,0.716995103524846,-0.217109412575124,-0.283520082847936,-0.28587370282009,3.32598111068732,2.33566029328738,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.18284248467356,2.68767751089785,0,1,1,0,0
"KOR-2012",0,0.294834499567576,0,0,0,0.666724758144509,-0.106843592708464,1.19159540753251,0.228002415900727,-0.367900030807299,0.958097649374024,-0.364511664140967,0.580724541857681,-0.0549581317606369,2.11517425089501,-0.248423521004527,-0.47461579660367,-0.345392596989811,-0.329668273924902,0.930793030364519,0.832362429282463,-0.208817075980606,-0.0229032471000005,-0.0378702416867841,-0.0430412216211737,-0.0823377567223317,-0.595154771696259,-1.72649361192205,-0.835709651487158,0.112792983504455,-0.303854398017808,0.65951709355064,-0.448450927707968,1.12350898336464,-0.858072760175669,0.796405707373192,-0.224368070246164,1.13940141415816,-0.28096461880065,3.26520297056864,1.46064877977276,-1.14023887560258,-0.724870940202099,0.539854999756181,0.201746270245012,0.619327459586506,-0.413770433605251,-0.514574409512499,-0.869167367955639,0.719506751217501,-0.217109412575124,-0.277291026129808,-0.28587370282009,2.77863391719605,2.25125009183233,-1.53771238317925,0.961968488838858,0.791991501431555,1.05797885074033,0.63053649683716,-0.6634632185615,0.508185513571269,0.570757066818559,1.1875150890864,2.95883958612641,0,1,1,0,0
