Region,year,Model,Scenario,Category,growth_rate,duration,start year
R10NORTH_AM,2011,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.04133517882674842,5.0,2006.0
R10NORTH_AM,2012,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.04139667806189862,6.0,2006.0
R10NORTH_AM,2013,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.04146347181098997,7.0,2006.0
R10NORTH_AM,2014,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.04153627454581976,8.0,2006.0
R10NORTH_AM,2015,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0416159353472112,9.0,2006.0
R10NORTH_AM,2016,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.04506961179508617,10.0,2006.0
R10NORTH_AM,2017,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0488669642787698,11.0,2006.0
R10NORTH_AM,2018,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.05306282329289469,12.0,2006.0
R10NORTH_AM,2019,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.05772455421641287,13.0,2006.0
R10NORTH_AM,2020,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0629359302781336,14.0,2006.0
R10NORTH_AM,2021,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.09127405032767633,15.0,2006.0
R10NORTH_AM,2022,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.12806166003180297,16.0,2006.0
R10NORTH_AM,2023,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.17903964962137175,17.0,2006.0
R10NORTH_AM,2024,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.259179869661205,18.0,2006.0
R10NORTH_AM,2025,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.44997435036704625,19.0,2006.0
R10NORTH_AM,2026,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.4509634402686904,20.0,2006.0
R10NORTH_AM,2027,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.4525735697356992,21.0,2006.0
R10NORTH_AM,2028,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.45565786717805035,22.0,2006.0
R10NORTH_AM,2029,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.4639583944285416,23.0,2006.0
R10NORTH_AM,2030,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.5738581312027781,24.0,2006.0
R10NORTH_AM,2031,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.5595042482630037,25.0,2006.0
R10NORTH_AM,2032,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.5392487555251475,26.0,2006.0
R10NORTH_AM,2033,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.5074786941198293,27.0,2006.0
R10NORTH_AM,2034,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.44525165653525167,28.0,2006.0
R10NORTH_AM,2035,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.05916004115952911,29.0,2006.0
R10NORTH_AM,2036,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.06223108898567997,30.0,2006.0
R10NORTH_AM,2037,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0657111895226693,31.0,2006.0
R10NORTH_AM,2038,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.06968861365048618,32.0,2006.0
R10NORTH_AM,2039,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.07427926058547785,33.0,2006.0
R10NORTH_AM,2040,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0796385175581451,34.0,2006.0
R10NORTH_AM,2041,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.08499558777123228,35.0,2006.0
R10NORTH_AM,2042,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.09135563581204553,36.0,2006.0
R10NORTH_AM,2043,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.09903446062823373,37.0,2006.0
R10NORTH_AM,2044,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.10849901119784011,38.0,2006.0
R10NORTH_AM,2045,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.12047278998624156,39.0,2006.0
R10NORTH_AM,2046,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.12818057532137606,40.0,2006.0
R10NORTH_AM,2047,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.13808219713693637,41.0,2006.0
R10NORTH_AM,2048,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.15129479605303076,42.0,2006.0
R10NORTH_AM,2049,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.1698800145684739,43.0,2006.0
R10NORTH_AM,2050,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.19817796134349686,44.0,2006.0
R10CHINA+,2021,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.02928607333253297,5.0,2016.0
R10CHINA+,2022,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.04796813704111258,6.0,2016.0
R10CHINA+,2023,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.06877313337083979,7.0,2016.0
R10CHINA+,2024,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.09223179538668236,8.0,2016.0
R10CHINA+,2025,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.11911339376370378,9.0,2016.0
R10CHINA+,2026,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.1391425797624145,10.0,2016.0
R10CHINA+,2027,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.1666858631607876,11.0,2016.0
R10CHINA+,2028,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.20763897313773794,12.0,2016.0
R10CHINA+,2029,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.2782144098380418,13.0,2016.0
R10CHINA+,2030,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.47939772351698273,14.0,2016.0
R10CHINA+,2031,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.4800514132535382,15.0,2016.0
R10CHINA+,2032,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.48112087644095636,16.0,2016.0
R10CHINA+,2033,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.4831879455313647,17.0,2016.0
R10CHINA+,2034,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.48887149325783674,18.0,2016.0
R10CHINA+,2035,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.5807569901704703,19.0,2016.0
R10CHINA+,2036,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.5639865835656086,20.0,2016.0
R10CHINA+,2037,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.5409034435023499,21.0,2016.0
R10CHINA+,2038,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.5056582837183613,22.0,2016.0
R10CHINA+,2039,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.4385757290698208,23.0,2016.0
R10CHINA+,2040,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.02470977475760927,24.0,2016.0
R10CHINA+,2041,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.02729317242616469,25.0,2016.0
R10CHINA+,2042,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.030033922352249776,26.0,2016.0
R10CHINA+,2043,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.03294714000908283,27.0,2016.0
R10CHINA+,2044,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0360499821764142,28.0,2016.0
R10CHINA+,2045,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.039362011232208505,29.0,2016.0
R10CHINA+,2046,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0430394664277447,30.0,2016.0
R10CHINA+,2047,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.047069920828056944,31.0,2016.0
R10CHINA+,2048,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.05150776476760133,32.0,2016.0
R10CHINA+,2049,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.05641941302568387,33.0,2016.0
R10CHINA+,2050,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.06188690231927141,34.0,2016.0
R10EUROPE,2011,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.01479024509423188,5.0,2006.0
R10EUROPE,2012,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.01778088605724848,6.0,2006.0
R10EUROPE,2013,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0208817886624173,7.0,2006.0
R10EUROPE,2014,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.02409955890376292,8.0,2006.0
R10EUROPE,2015,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.02744137373569311,9.0,2006.0
R10EUROPE,2016,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0379577990507336,10.0,2006.0
R10EUROPE,2017,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.049572793527767445,11.0,2006.0
R10EUROPE,2018,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.062492277671959084,12.0,2006.0
R10EUROPE,2019,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.07698387112152338,13.0,2006.0
R10EUROPE,2020,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.09340450702998593,14.0,2006.0
R10EUROPE,2021,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.11230810372762523,15.0,2006.0
R10EUROPE,2022,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.13698779274462447,16.0,2006.0
R10EUROPE,2023,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.1709715237210544,17.0,2006.0
R10EUROPE,2024,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.2220678805582379,18.0,2006.0
R10EUROPE,2025,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.3146434442485019,19.0,2006.0
R10EUROPE,2026,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.3147731335001187,20.0,2006.0
R10EUROPE,2027,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.3149696753305522,21.0,2006.0
R10EUROPE,2028,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.31530271177537805,22.0,2006.0
R10EUROPE,2029,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.315990074711058,23.0,2006.0
R10EUROPE,2030,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.31824002380046057,24.0,2006.0
R10EUROPE,2031,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.3218345761080492,25.0,2006.0
R10EUROPE,2032,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.3274398800037652,26.0,2006.0
R10EUROPE,2033,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.3374113608225532,27.0,2006.0
R10EUROPE,2034,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.36023479115592805,28.0,2006.0
R10EUROPE,2035,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.47708114850750116,29.0,2006.0
R10EUROPE,2036,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.46175656187727143,30.0,2006.0
R10EUROPE,2037,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.4400627266457371,31.0,2006.0
R10EUROPE,2038,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.40613206650007616,32.0,2006.0
R10EUROPE,2039,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.3413311721264455,33.0,2006.0
R10EUROPE,2040,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.07789208851827223,34.0,2006.0
R10EUROPE,2041,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.08317352902262964,35.0,2006.0
R10EUROPE,2042,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0894227257152268,36.0,2006.0
R10EUROPE,2043,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.0969372221137379,37.0,2006.0
R10EUROPE,2044,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.10615321485380991,38.0,2006.0
R10EUROPE,2045,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.11773931213891398,39.0,2006.0
R10EUROPE,2046,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.12516352714893153,40.0,2006.0
R10EUROPE,2047,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.1346457148319784,41.0,2006.0
R10EUROPE,2048,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.1472008207110661,42.0,2006.0
R10EUROPE,2049,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.16466772029639298,43.0,2006.0
R10EUROPE,2050,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.19080988603500426,44.0,2006.0
R10INDIA+,2031,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.05236311183399156,5.0,2026.0
R10INDIA+,2032,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.07029999318106417,6.0,2026.0
R10INDIA+,2033,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.09128921771123988,7.0,2026.0
R10INDIA+,2034,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.11635696976515753,8.0,2026.0
R10INDIA+,2035,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.14714809725776623,9.0,2026.0
R10INDIA+,2036,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.1651471536654009,10.0,2026.0
R10INDIA+,2037,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.19074736821914962,11.0,2026.0
R10INDIA+,2038,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.2307001287206092,12.0,2026.0
R10INDIA+,2039,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.30560235092247223,13.0,2026.0
R10INDIA+,2040,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.7536175702453872,14.0,2026.0
R10INDIA+,2041,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.7437621821786444,15.0,2026.0
R10INDIA+,2042,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.7300985791057353,16.0,2026.0
R10INDIA+,2043,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.7089973035930294,17.0,2026.0
R10INDIA+,2044,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.6678197239559364,18.0,2026.0
R10INDIA+,2045,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.027977296658339035,19.0,2026.0
R10INDIA+,2046,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.030647986764364088,20.0,2026.0
R10INDIA+,2047,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.03350019390147274,21.0,2026.0
R10INDIA+,2048,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.03655340477890989,22.0,2026.0
R10INDIA+,2049,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.03983005255702898,23.0,2026.0
R10INDIA+,2050,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,C1,-0.04335610695056824,24.0,2026.0
R10NORTH_AM,2011,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.010421958006140097,5.0,2006.0
R10NORTH_AM,2012,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.014016877426242358,6.0,2006.0
R10NORTH_AM,2013,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.01771627379372287,7.0,2006.0
R10NORTH_AM,2014,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.0215254245655353,8.0,2006.0
R10NORTH_AM,2015,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.025450009677524976,9.0,2006.0
R10NORTH_AM,2016,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.029935932542044186,10.0,2006.0
R10NORTH_AM,2017,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.03474105826335283,11.0,2006.0
R10NORTH_AM,2018,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.03990230181022625,12.0,2006.0
R10NORTH_AM,2019,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.04546277349778027,13.0,2006.0
R10NORTH_AM,2020,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.051473197783374336,14.0,2006.0
R10NORTH_AM,2021,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.0679007567910691,15.0,2006.0
R10NORTH_AM,2022,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.08746417998518008,16.0,2006.0
R10NORTH_AM,2023,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.11130151965409141,17.0,2006.0
R10NORTH_AM,2024,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.1412763114796156,18.0,2006.0
R10NORTH_AM,2025,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.18077682728571598,19.0,2006.0
R10NORTH_AM,2026,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.19477024809290877,20.0,2006.0
R10NORTH_AM,2027,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.2151565943963072,21.0,2006.0
R10NORTH_AM,2028,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.24798616576413446,22.0,2006.0
R10NORTH_AM,2029,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.31211306984647735,23.0,2006.0
R10NORTH_AM,2030,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.6157364079954035,24.0,2006.0
R10NORTH_AM,2031,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.602290674927709,25.0,2006.0
R10NORTH_AM,2032,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.5833536446361182,26.0,2006.0
R10NORTH_AM,2033,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.5536692030435507,27.0,2006.0
R10NORTH_AM,2034,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.4952408281861769,28.0,2006.0
R10NORTH_AM,2035,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.05328702089985693,29.0,2006.0
R10NORTH_AM,2036,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.05617762866985976,30.0,2006.0
R10NORTH_AM,2037,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.059416307705102755,31.0,2006.0
R10NORTH_AM,2038,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.06307051029378774,32.0,2006.0
R10NORTH_AM,2039,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.06722649991379259,33.0,2006.0
R10NORTH_AM,2040,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.07199647871635195,34.0,2006.0
R10NORTH_AM,2041,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.07699040710190075,35.0,2006.0
R10NORTH_AM,2042,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.08283132018416328,36.0,2006.0
R10NORTH_AM,2043,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.0897583740581902,37.0,2006.0
R10NORTH_AM,2044,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.09811204648868488,38.0,2006.0
R10NORTH_AM,2045,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.10839559253182351,39.0,2006.0
R10NORTH_AM,2046,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.11664112479021016,40.0,2006.0
R10NORTH_AM,2047,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.12706231852697136,41.0,2006.0
R10NORTH_AM,2048,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.14067859114878123,42.0,2006.0
R10NORTH_AM,2049,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.15929371367420941,43.0,2006.0
R10NORTH_AM,2050,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.18648462007643407,44.0,2006.0
R10CHINA+,2026,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.0822744549600729,5.0,2021.0
R10CHINA+,2027,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.08851530923179984,6.0,2021.0
R10CHINA+,2028,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.09600594365852999,7.0,2021.0
R10CHINA+,2029,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.1051720413120405,8.0,2021.0
R10CHINA+,2030,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.11666306051888076,9.0,2021.0
R10CHINA+,2031,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.1290498412030805,10.0,2021.0
R10CHINA+,2032,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.14527802744364926,11.0,2021.0
R10CHINA+,2033,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.16758021861680028,12.0,2021.0
R10CHINA+,2034,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.20051737145028936,13.0,2021.0
R10CHINA+,2035,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.2556823266483429,14.0,2021.0
R10CHINA+,2036,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.26383897866993045,15.0,2021.0
R10CHINA+,2037,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.2763168533510614,16.0,2021.0
R10CHINA+,2038,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.2979043659816254,17.0,2021.0
R10CHINA+,2039,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.3453688620088551,18.0,2021.0
R10CHINA+,2040,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.7179750207959548,19.0,2021.0
R10CHINA+,2041,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.7074875196721635,20.0,2021.0
R10CHINA+,2042,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.6927899854516424,21.0,2021.0
R10CHINA+,2043,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.6698328059937306,22.0,2021.0
R10CHINA+,2044,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.6245167670388874,23.0,2021.0
R10CHINA+,2045,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,C1,-0.042864886641926336,24.0,2021.0
