Code,Year,Electricity from solar (TWh),Electricity from wind (TWh),Electricity from nuclear (TWh),Electricity from gas (TWh),Electricity from coal (TWh),Entity,Electricity generation (TWh),AR6_R10,ISO,Share_Solar_Gen,Share_Wind_Gen,Share_Nuclear_Gen,Share_Gas_Gen,Share_Coal_Gen,Country Code,Coal_Current_MW,Coal_AnnualMtCO2,Coal_start_year,Coal_Peak_MW,Coal_Ret_MW,Coal_EarlyRet_MW,Coal_Tran_MW,Coal_duration_year,Coal_Share_Ret,Coal_Share_EarlyRet,Coal_Share_Tran,Coal_Share_PhasedOut,Coal_logCurrent_MW,Gas_Current_MW,Gas_start_year,Gas_duration_year,Gas_Peak_MW,Gas_Ret_MW,Gas_EarlyRet_MW,Gas_Share_Ret,Gas_Share_EarlyRet,Gas_Share_PhasedOut,Gas_logCurrent_MW,Wind_MW,Solar_MW,Gas_Growth_MW,Gas_FuelSwitch,Gas_Substitution,Wind_Growth_MW,Wind_FuelSwitch,Wind_Substitution,Solar_Growth_MW,Solar_FuelSwitch,Solar_Substitution,Coal_Phaseout_MW,Coal_Gen_Decline_TWh,Coal_Gen_Decline_Perc,year_since_peak_coal_gen,year_since_peak_coal_cap,Gas_Gen_Decline_TWh,Gas_Gen_Decline_Perc,year_since_peak_gas_gen,rate_coal_gen_tot,rate_coal_cap_tot,rate_coal_gen_5y,rate_coal_share_5y,rate_coal_cap_5y
AUS,1990,0.0,0.0,,12.5655,123.363,Australia,155.6535,R10PAC_OECD,AUS,0.0,0.0,,0.08072738486445856,0.7925488344303212,AUS,23522.0,127.7,1958.0,23522.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,10.065691432410985,2581.0,1967.0,23.0,2581.0,0.0,0.0,0.0,0.0,0.0,7.855932199718614,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,
AUS,1991,0.00545,0.0,,11.2025,127.22155,Australia,157.9635,R10PAC_OECD,AUS,3.450164120192323e-05,0.0,,0.07091828175496238,0.805385737844502,AUS,23522.0,127.7,1958.0,23522.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,10.065691432410985,2581.0,1967.0,24.0,2581.0,0.0,0.0,0.0,0.0,0.0,7.855932199718614,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,
AUS,1992,0.0121,0.0,,11.964,130.0024,Australia,161.4005,R10PAC_OECD,AUS,7.496878882035682e-05,0.0,,0.07412616441708669,0.8054646670859136,AUS,23522.0,127.7,1958.0,23522.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,10.065691432410985,2581.0,1967.0,25.0,2581.0,0.0,0.0,0.0,0.0,0.0,7.855932199718614,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.24072291613665975,0.0
AUS,1993,0.0146,0.002,,12.247,133.2774,Australia,165.3825,R10PAC_OECD,AUS,8.828019893277705e-05,1.2093177935996857e-05,,0.07405257509107675,0.8058736565235137,AUS,25130.0,135.8,1958.0,25130.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,10.131817630537638,2581.0,1967.0,26.0,2581.0,0.0,0.0,0.0,0.0,0.0,7.855932199718614,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.09268530132099828,0.0
AUS,1994,0.0174,0.0055,,13.556,136.8941,Australia,170.1425,R10PAC_OECD,AUS,0.00010226721718559441,3.232584451268789e-05,,0.0796743905843631,0.8045849802371542,AUS,25495.0,137.7,1958.0,25495.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,10.146237633489257,2581.0,1967.0,27.0,2581.0,0.0,0.0,0.0,0.0,0.0,7.855932199718614,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.37140083516803646,0.0
AUS,1995,0.02115,0.007,,13.679,141.93535,Australia,175.2245,R10PAC_OECD,AUS,0.00012070229905064644,3.99487514588428e-05,,0.07806556731507294,0.8100200029105519,AUS,25860.0,139.6,1958.0,25860.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,10.160452652325848,2581.0,1967.0,28.0,2581.0,0.0,0.0,0.0,0.0,0.0,7.855932199718614,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.5482339964932326,0.0
AUS,1996,0.0256,0.007,,11.9355,148.4309,Australia,180.127,R10PAC_OECD,AUS,0.00014212194729274345,3.8861469962859535e-05,,0.06626158210595856,0.8240347088443154,AUS,27438.0,147.6,1958.0,27438.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,10.21968419288611,3180.0,1967.0,29.0,3180.0,0.0,0.0,0.0,0.0,0.0,8.064636475774222,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.5468994898621471,0.0
AUS,1997,0.03065,0.0075,,12.18,157.47385,Australia,188.9795,R10PAC_OECD,AUS,0.00016218690387052564,3.9686844340259126e-05,,0.06445143520858082,0.8332853563481754,AUS,27438.0,147.6,1958.0,27438.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,10.21968419288611,3241.0,1967.0,30.0,3241.0,0.0,0.0,0.0,0.0,0.0,8.083637203141548,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.3449661703202045,0.0
AUS,1998,0.0356,0.018,,14.4675,165.9459,Australia,199.471,R10PAC_OECD,AUS,0.00017847205859498373,9.023868131207041e-05,,0.0725293401045766,0.8319299547302615,AUS,27438.0,147.6,1958.0,27438.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,10.21968419288611,3537.0,1967.0,31.0,3537.0,0.0,0.0,0.0,0.0,0.0,8.17103418920548,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.07764252073177991,0.0
AUS,1999,0.0406,0.043,,16.123,171.1614,Australia,206.8995,R10PAC_OECD,AUS,0.0001962305370481804,0.0002078303717505359,,0.07792672287753234,0.8272683114265621,AUS,27788.0,149.5,1958.0,27788.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,10.232359551812772,3697.0,1967.0,32.0,3697.0,0.0,0.0,0.0,0.0,0.0,8.215276958936633,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,0.6849769517403437,0.0
AUS,2000,0.04,0.06,0.0,15.25,164.06,Australia,198.16,R10PAC_OECD,AUS,0.00020185708518368997,0.0003027856277755349,0.0,0.07695801372628179,0.8279168348809044,AUS,27788.0,149.5,1958.0,27788.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,10.232359551812772,4043.0,1967.0,33.0,4043.0,0.0,0.0,0.0,0.0,0.0,8.304742269640771,12.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,1.1866796015004955,0.0
AUS,2001,0.04,0.21,0.0,23.04,169.18,Australia,211.73,R10PAC_OECD,AUS,0.00018891985075331793,0.000991829216454919,0.0,0.10881783403391111,0.7990365087611582,AUS,28859.0,154.7,1958.0,28859.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,10.270177181692883,4572.0,1967.0,34.0,4572.0,0.0,0.0,0.0,0.0,0.0,8.427706024914702,93.8,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,1.0962251902875475,0.0
AUS,2002,0.05,0.36,0.0,29.48,165.83,Australia,214.64,R10PAC_OECD,AUS,0.0002329481923220276,0.0016772269847185985,0.0,0.13734625419306748,0.7725959746552368,AUS,28903.0,154.6,1958.0,28903.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,10.271700674941403,5257.0,1967.0,35.0,5257.0,0.0,0.0,0.0,0.0,0.0,8.567315800819449,124.8,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,0.8807467034458538,0.0
AUS,2003,0.06,0.7,0.0,28.66,165.02,Australia,213.63,R10PAC_OECD,AUS,0.00028085942985535737,0.0032766933483125028,0.0,0.13415718766090906,0.7724570519121847,AUS,29788.0,158.8,1958.0,29788.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,10.301860906830536,5497.0,1967.0,36.0,5497.0,0.0,0.0,0.0,0.0,0.0,8.61195776786066,209.8,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.39574516756262235,0.08828696706368211,0.0
AUS,2004,0.07,0.7,0.0,26.73,174.86,Australia,223.07,R10PAC_OECD,AUS,0.00031380284215717046,0.003138028421571704,0.0,0.11982785672658808,0.7838794997086117,AUS,29788.0,158.8,1958.0,29788.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,10.301860906830536,5497.0,1967.0,37.0,5497.0,0.0,0.0,0.0,0.0,0.0,8.61195776786066,263.8,0.0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,0.45522131991307535,-0.08898360361665025,0.0
AUS,2005,0.08,0.88,0.0,21.79,171.4,Australia,215.7,R10PAC_OECD,AUS,0.0003708854891052388,0.004079740380157627,0.0,0.10101993509503941,0.7946221604079741,AUS,29788.0,158.8,1958.0,29788.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,10.301860906830536,5891.0,1967.0,38.0,5891.0,0.0,0.0,0.0,0.0,0.0,8.681181041521688,492.8,0.0,,,,,,,,,,,3.460000000000008,1.9787258378131118,1.0,,,0.0,,1.9787258378131118,,0.09836440581036413,0.28706365936603806,0.0
AUS,2006,0.09,1.71,0.0,25.1,170.88,Australia,219.91,R10PAC_OECD,AUS,0.0004092583329543904,0.007775908326133418,0.0,0.1141376017461689,0.7770451548360693,AUS,29788.0,158.8,1958.0,29788.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,10.301860906830536,6892.0,1967.0,39.0,6892.0,0.0,0.0,0.0,0.0,0.0,8.83811659764782,730.8,0.0,,,,,,,,,,,3.980000000000018,2.276106599565377,2.0,,,0.0,,1.1380532997826884,,0.168134507606088,0.5706416169123796,0.0
AUS,2007,0.11,2.61,0.0,31.33,174.0,Australia,229.52,R10PAC_OECD,AUS,0.00047926106657371906,0.011371558034158243,0.0,0.13650226559776923,0.7581038689438828,AUS,30538.0,162.0,1958.0,30538.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,10.326727088743455,7482.0,1967.0,40.0,7482.0,0.0,0.0,0.0,0.0,0.0,8.920255414908091,901.8,0.0,,,,,,,,,,,0.8600000000000136,0.49182202905182065,3.0,,,0.0,,0.16394067635060688,,-0.29852453391284284,1.0666785323479466,0.0
AUS,2008,0.13,3.09,0.0,34.17,173.39,Australia,229.55,R10PAC_OECD,AUS,0.0005663254192986277,0.013461119581790458,0.0,0.14885645828795468,0.7553474188629927,AUS,30538.0,162.0,1958.0,30538.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,10.326727088743455,7802.0,1967.0,41.0,7802.0,0.0,0.0,0.0,0.0,0.0,8.962135390066601,1311.8,0.0,,,,,,,,,,,1.4700000000000273,0.84067253803044,4.0,,,0.0,,0.21016813450761,,0.6073430172709597,1.367209649818164,0.31608824667784746
AUS,2009,0.16,3.82,0.0,39.31,174.01,Australia,234.74,R10PAC_OECD,AUS,0.0006816051801993695,0.016273323677259945,0.0,0.1674618727102326,0.7412882337905767,AUS,31004.0,164.4,1958.0,31004.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,10.341871507401402,11637.0,1967.0,42.0,11637.0,0.0,0.0,0.0,0.0,0.0,9.361944956108076,1573.8,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.8500000000000227,0.48610316824889777,5.0,0.0,,0.0,,0.09722063364977955,,1.1197529452133126,1.528468677810777,0.3967230034834216
AUS,2010,0.39,4.94,0.0,44.01,165.57,Australia,233.63,R10PAC_OECD,AUS,0.0016693061678722768,0.02114454479304884,0.0,0.18837478063604846,0.7086846723451611,AUS,30514.0,161.6,1958.0,31004.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.5804412333892373,10.325940873673147,11957.0,1967.0,43.0,11957.0,0.0,0.0,0.0,0.0,0.0,9.38907215991958,2022.8,0.0,320.0,1.0321248871113404,0.6530612244897971,449.0,1.4482002322280996,0.9163265306122466,0.0,0.0,0.0,48225.583795639184,9.29000000000002,5.312821685920175,6.0,1.0,,0.0,,0.8854702809866959,1.5804412333892373,1.9558503946013945,1.7133413843727174,0.8876274029157543
AUS,2011,1.39,6.79,0.0,46.58,164.21,Australia,240.89,R10PAC_OECD,AUS,0.005770268587322014,0.028187139358213296,0.0,0.19336626676076218,0.681680435053344,AUS,30389.0,160.9,1958.0,31004.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1.983615017417108,10.3218359798084,12193.0,1967.0,44.0,12193.0,0.0,0.0,0.0,0.0,0.0,9.408617295560266,2402.8,0.0,556.0,1.793316991355954,0.9040650406504062,829.0000000000002,2.673848535672817,1.347967479674797,0.0,0.0,0.0,60280.0767642885,10.650000000000006,6.090586755118383,7.0,2.0,,0.0,,0.870083822159769,0.991807508708554,3.5537001029394935,2.395118532668652,0.8876274029157543
AUS,2012,2.33,7.39,0.0,47.07,156.29,Australia,233.38,R10PAC_OECD,AUS,0.009983717542205846,0.031665095552318105,0.0,0.20168823378181508,0.6696803496443569,AUS,29628.0,156.6,1958.0,31004.0,180.0,0.0,996.0,54.0,0.580570249000129,0.0,3.2124887111340468,4.438137014578771,10.29647513913318,12777.0,1967.0,45.0,12777.0,0.0,0.0,0.0,0.0,0.0,9.455401958591324,2522.8,0.0,1140.0,3.6769449103341514,0.8284883720930218,949.0000000000002,3.06089536833957,0.6896802325581386,0.0,0.0,0.0,131493.12346793985,18.57000000000002,10.619924511037413,8.0,3.0,,0.0,,1.3274905638796766,1.4793790048595905,1.9547066224408103,1.8828114469860011,1.410785705070316
AUS,2013,3.48,9.54,0.0,48.48,142.94,Australia,229.98,R10PAC_OECD,AUS,0.015131750587007567,0.041481867988520736,0.0,0.2108009392121054,0.6215323071571441,AUS,29628.0,156.6,1958.0,31004.0,180.0,0.0,996.0,55.0,0.580570249000129,0.0,3.2124887111340468,4.438137014578771,10.29647513913318,13081.0,1967.0,46.0,13081.0,0.0,0.0,0.0,0.0,0.0,9.478916074688229,3185.8,0.0,1444.0,4.657463553089924,1.049418604651161,1612.0000000000002,5.199329118823378,1.171511627906975,0.0,0.0,0.0,131493.12346793985,31.920000000000016,18.254603682946367,9.0,4.0,,0.0,,2.028289298105152,1.1095342536446928,1.9615692554043236,0.8923160308190893,1.710747000387047
AUS,2014,4.01,10.41,0.0,51.32,148.48,Australia,241.61,R10PAC_OECD,AUS,0.016596995157485202,0.043085964984893005,0.0,0.21240842680352634,0.614544099995861,AUS,28327.0,149.8,1958.0,31004.0,1481.0,151.0,996.0,56.0,4.776802993162173,0.4870339311056637,3.2124887111340468,8.634369758740817,10.251570692406156,13925.0,1967.0,47.0,13925.0,0.0,0.0,0.0,0.0,0.0,9.541441064795483,3864.8,0.0,2288.0,7.379692942846085,0.8546880836757554,2291.0,7.389369113662752,0.8558087411281274,0.0,0.0,0.0,244585.79215585117,26.380000000000024,15.086354798124226,10.0,5.0,,0.0,,1.5086354798124226,1.7268739517481635,0.0377444812993236,0.7175392072976705,1.7101019223326006
AUS,2015,5.02,11.45,0.0,45.07,147.06,Australia,230.84,R10PAC_OECD,AUS,0.021746664356264076,0.049601455553630214,0.0,0.1952434586726737,0.6370646335123895,AUS,27737.0,146.2,1958.0,31004.0,1671.0,181.0,1636.0,57.0,5.389627144884531,0.583795639272352,5.276738485356728,10.537350019352344,10.230522540940475,14645.0,1967.0,48.0,14645.0,0.0,0.0,0.0,0.0,0.0,9.591854259261831,4124.8,53.0,3008.0,9.7019739388466,0.9207223752678296,2551.0,8.227970584440717,0.7808386899295988,53.0,0.1709456844278157,0.0162228344046525,292274.477486776,27.80000000000001,15.898433032140002,11.0,6.0,,0.0,,1.4453120938309092,1.7562250032253905,-0.9950817797094811,0.2950773383731664,2.897045542510642
AUS,2016,6.21,13.7,0.0,46.21,155.96,Australia,246.07,R10PAC_OECD,AUS,0.02523672125817857,0.05567521436989475,0.0,0.18779209168122893,0.6338033892794733,AUS,26977.0,141.6,1958.0,31004.0,2431.0,181.0,1636.0,58.0,7.840923751773965,0.583795639272352,5.276738485356728,12.988646626241774,10.202739930102643,14645.0,1967.0,49.0,14645.0,0.0,0.0,0.0,0.0,0.0,9.591854259261831,4144.8,265.0,3008.0,9.7019739388466,0.7469580332753912,2571.0,8.292478389885176,0.6384405264464863,265.0,0.8547284221390788,0.0658058107772535,350394.72003612434,18.900000000000006,10.80864691753403,12.0,7.0,,0.0,,0.9007205764611692,1.8555209466059677,-0.46322772503717397,0.1070014982797085,2.057798993678233
AUS,2017,8.07,13.27,0.0,52.48,151.64,Australia,249.91,R10PAC_OECD,AUS,0.0322916249849946,0.05309911568164539,0.0,0.20999559841542956,0.6067784402384858,AUS,25137.0,130.4,1958.0,31004.0,4031.0,181.0,1636.0,59.0,13.001548187330666,0.583795639272352,5.276738485356728,18.923364727131982,10.132096143281396,15285.0,1967.0,50.0,15285.0,0.0,0.0,0.0,0.0,0.0,9.634627234324936,4731.8,465.0,3648.0,11.766223713069282,0.6217828532469746,3158.0,10.18578247968004,0.5382648713141299,465.0,1.4998064765836667,0.0792568604056587,475676.6191459167,23.220000000000027,13.279194784398962,13.0,8.0,,0.0,,1.0214765218768433,2.365420590891498,0.809790689694615,1.5366180524618311,1.6772029415559278
AUS,2018,9.93,13.7,0.0,50.14,152.53,Australia,250.38,R10PAC_OECD,AUS,0.03965971722981069,0.054716830417765,0.0,0.20025561147056475,0.6091940250818756,AUS,25137.0,130.4,1958.0,31004.0,4031.0,181.0,1636.0,60.0,13.001548187330666,0.583795639272352,5.276738485356728,18.923364727131982,10.132096143281396,15285.0,1967.0,51.0,15285.0,0.0,0.0,0.0,0.0,0.0,9.634627234324936,5482.8,2091.0,3648.0,11.766223713069282,0.6217828532469746,3909.0,12.60805057411947,0.666268961990796,2091.0,6.744291059218166,0.3564002045338333,475676.6191459167,22.330000000000013,12.770216172938357,14.0,9.0,,0.0,,0.9121582980670254,2.1025960807924426,2.6020816653322654,2.0579178513500973,1.1869436201780417
AUS,2019,14.85,19.72,0.0,52.05,139.98,Australia,249.86,R10PAC_OECD,AUS,0.05943328263827743,0.07892419755062834,0.0,0.20831665732810373,0.560233730889298,AUS,25137.0,130.4,1958.0,31004.0,4031.0,181.0,1636.0,61.0,13.001548187330666,0.583795639272352,5.276738485356728,18.923364727131982,10.132096143281396,15285.0,1967.0,52.0,15285.0,0.0,0.0,0.0,0.0,0.0,9.634627234324936,6171.8,3385.5,3648.0,11.766223713069282,0.6217828532469746,4598.0,14.830344471681071,0.7837054712800409,3385.5,10.91955876661076,0.5770410772115221,475676.6191459167,34.880000000000024,19.947386480613076,15.0,10.0,,0.0,,1.3298257653742052,1.8923364727131982,2.842273819055242,1.871665299548313,0.0
AUS,2020,23.85,22.2,0.0,49.51,133.21,Australia,250.91,R10PAC_OECD,AUS,0.09505400342752382,0.08847794029731776,0.0,0.19732174883424336,0.5309074967119685,AUS,25137.0,130.4,1958.0,31004.0,4031.0,181.0,1636.0,62.0,13.001548187330666,0.583795639272352,5.276738485356728,18.923364727131982,10.132096143281396,15285.0,1967.0,53.0,15285.0,0.0,0.0,0.0,0.0,0.0,9.634627234324936,8384.8,5011.5,3648.0,11.766223713069282,0.6217828532469746,6810.999999999999,21.968133144110435,1.1608999488665417,5011.5,16.164043349245258,0.8541844213396966,475676.6191459167,41.650000000000006,23.819055244195358,16.0,11.0,,0.0,,1.4886909527622099,1.7203058842847256,3.843074459567653,2.7329904825656746,0.4515546381112131
AUS,2021,28.04,26.09,0.0,43.95,126.79,Australia,247.06,R10PAC_OECD,AUS,0.11349469764429693,0.10560187808629483,0.0,0.17789201003804744,0.5131951752610702,AUS,25137.0,130.4,1958.0,31004.0,4031.0,181.0,1636.0,63.0,13.001548187330666,0.583795639272352,5.276738485356728,18.923364727131982,10.132096143281396,15285.0,1967.0,54.0,15285.0,0.0,0.0,0.0,0.0,0.0,9.634627234324936,10547.8,5665.5,3648.0,11.766223713069282,0.6217828532469746,8974.0,28.94465230292865,1.5295721833986706,5665.5,18.273448587279063,0.9656553604908812,475676.6191459167,48.07000000000001,27.49056387967517,17.0,12.0,,0.0,,1.6170919929220688,1.5769470605943319,,,
AUS,2022,33.49,29.17,0.0,47.14,118.93,Australia,251.68,R10PAC_OECD,AUS,0.13306579783852512,0.11590114431023522,0.0,0.18730133502860774,0.47254450095359185,AUS,24437.0,126.7,1958.0,31004.0,4971.0,181.0,1636.0,64.0,16.03341504322023,0.583795639272352,5.276738485356728,21.181137917688048,10.10385365616035,15285.0,1967.0,55.0,15285.0,480.0,0.0,3.140333660451423,0.0,0.0,9.634627234324936,11193.8,7486.4,3648.0,11.766223713069282,0.5555047967108266,9620.0,31.028254418784677,1.4649002588701074,7486.4,24.14656173396981,1.140003045530683,517603.4672945428,55.93000000000001,31.985588470776623,18.0,13.0,,0.0,,1.776977137265368,1.6293183013606192,,,
AUT,1990,0.0,0.0,0.0,7.72,6.19,Austria,49.3,R10EUROPE,AUT,0.0,0.0,0.0,0.1565922920892495,0.12555780933062882,AUT,1801.0,9.8,1962.0,1801.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,7.496097345175956,298.0,1975.0,15.0,298.0,0.0,0.0,0.0,0.0,0.0,5.697093486505405,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,
AUT,1991,0.0,0.0,0.0,7.47,6.84,Austria,50.18,R10EUROPE,AUT,0.0,0.0,0.0,0.14886408927859704,0.13630928656835392,AUT,1801.0,9.8,1962.0,1801.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,7.496097345175956,298.0,1975.0,16.0,298.0,0.0,0.0,0.0,0.0,0.0,5.697093486505405,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,,,
AUT,1992,0.0,0.0,0.0,6.64,4.1099997,Austria,49.95,R10EUROPE,AUT,0.0,0.0,0.0,0.13293293293293293,0.08228227627627628,AUT,1801.0,9.8,1962.0,1801.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,7.496097345175956,298.0,1975.0,17.0,298.0,0.0,0.0,0.0,0.0,0.0,5.697093486505405,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,1.32136535951605,0.0
AUT,1993,0.0,0.0,0.0,6.79,2.98,Austria,51.37,R10EUROPE,AUT,0.0,0.0,0.0,0.13217831419116216,0.058010511971968076,AUT,1801.0,9.8,1962.0,1801.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,7.496097345175956,298.0,1975.0,18.0,298.0,0.0,0.0,0.0,0.0,0.0,5.697093486505405,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,1.16040113549901,0.0
AUT,1994,0.0,0.0,0.0,8.64,3.1,Austria,52.11,R10EUROPE,AUT,0.0,0.0,0.0,0.16580310880829016,0.05948954135482633,AUT,1801.0,9.8,1962.0,1801.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,7.496097345175956,298.0,1975.0,19.0,298.0,0.0,0.0,0.0,0.0,0.0,5.697093486505405,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.3256070412095874,0.0
AUT,1995,0.0,0.0,0.0,8.91,4.3199997,Austria,55.18,R10EUROPE,AUT,0.0,0.0,0.0,0.16147154766219646,0.07828922979340341,AUT,1801.0,9.8,1962.0,1801.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,7.496097345175956,451.0,1975.0,20.0,451.0,0.0,0.0,0.0,0.0,0.0,6.111467339502679,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.9338989559629373,0.0
AUT,1996,0.0,0.0,0.0,9.4,5.28,Austria,53.57,R10EUROPE,AUT,0.0,0.0,0.0,0.17547134590255742,0.09856262833675565,AUT,1993.0,10.9,1962.0,1993.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,7.597396320212795,451.0,1975.0,21.0,451.0,0.0,0.0,0.0,0.0,0.0,6.111467339502679,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.2873193302711416,0.0
AUT,1997,0.0,0.02,0.0,8.47,5.83,Austria,55.68,R10EUROPE,AUT,0.0,0.00035919540229885057,0.0,0.15211925287356323,0.10470545977011494,AUT,1993.0,10.9,1962.0,1993.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,7.597396320212795,481.0,1975.0,22.0,481.0,0.0,0.0,0.0,0.0,0.0,6.175867270105761,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,0.09048419533402297,0.0
AUT,1998,0.0,0.05,0.0,8.87,4.13,Austria,55.92,R10EUROPE,AUT,0.0,0.000894134477825465,0.0,0.15861945636623748,0.07385550786838341,AUT,1993.0,10.9,1962.0,1993.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,7.597396320212795,481.0,1975.0,23.0,481.0,0.0,0.0,0.0,0.0,0.0,6.175867270105761,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,0.05980728686878073,0.0
AUT,1999,0.0,0.05,0.0,9.29,4.42,Austria,59.92,R10EUROPE,AUT,0.0,0.0008344459279038719,0.0,0.15504005340453936,0.07376502002670227,AUT,1993.0,10.9,1962.0,1993.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,7.597396320212795,551.0,1975.0,24.0,551.0,0.0,0.0,0.0,0.0,0.0,6.311734809152915,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,,,,0.0,-0.16268739811227673,1.3748118414450574
AUT,2000,0.0,0.07,0.0,7.85,5.72,Austria,59.85,R10EUROPE,AUT,0.0,0.0011695906432748538,0.0,0.1311612364243943,0.09557226399331661,AUT,1993.0,10.9,1962.0,1993.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,7.597396320212795,766.0,1975.0,25.0,766.0,0.0,0.0,0.0,0.0,0.0,6.641182169740591,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,0.0,-0.7011729205693892,1.3748118414450574
AUT,2001,0.01,0.1,0.0,8.75,6.89,Austria,61.06,R10EUROPE,AUT,0.00016377333770062233,0.0016377333770062235,0.0,0.14330167048804454,0.11283982967572878,AUT,1856.0,10.1,1962.0,1993.0,137.0,0.0,0.0,39.0,6.874059207225288,0.0,0.0,6.874059207225287,7.526178913346146,1245.0,1975.0,26.0,1245.0,0.0,0.0,0.0,0.0,0.0,7.126890808898808,10.0,0.0,479.0,24.03411941796287,3.4963503649635053,10.0,0.5017561465127948,0.072992700729927,0.0,0.0,0.0,12758.253888610132,,0.0,,1.0,,0.0,,,6.874059207225287,0.0,-1.4320368368066365,1.3748118414450574
AUT,2002,0.01,0.14,0.0,9.31,6.61,Austria,60.69,R10EUROPE,AUT,0.00016477179106936894,0.0023068050749711654,0.0,0.15340253748558247,0.10891415389685287,AUT,1856.0,10.1,1962.0,1993.0,137.0,0.0,0.0,40.0,6.874059207225288,0.0,0.0,6.874059207225287,7.526178913346146,1245.0,1975.0,27.0,1245.0,0.0,0.0,0.0,0.0,0.0,7.126890808898808,29.0,0.0,479.0,24.03411941796287,3.4963503649635053,29.0,1.455092824887105,0.2116788321167884,0.0,0.0,0.0,12758.253888610132,,0.0,,2.0,,0.0,,,3.4370296036126433,1.2559241706161122,-0.6430517328900054,1.3748118414450574
