Region,year,Model,Scenario,Category,growth_rate
R10EUROPE,2031,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.004281916514641937
R10EUROPE,2032,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.007493274444872355
R10EUROPE,2033,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.010754075479849967
R10EUROPE,2034,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.014065904143572894
R10EUROPE,2035,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.01743042536068873
R10EUROPE,2036,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.018981276426657256
R10EUROPE,2037,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.020596551009785413
R10EUROPE,2038,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.02228040464478065
R10EUROPE,2039,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.02403736334759987
R10EUROPE,2040,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.02587236646789437
R10EUROPE,2041,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.027102812078766636
R10EUROPE,2042,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.028403591549483354
R10EUROPE,2043,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.029780943376635838
R10EUROPE,2044,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.031241870340407152
R10EUROPE,2045,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.03279426092584625
R10EUROPE,2046,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.03606712086961439
R10EUROPE,2047,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.039603791556247936
R10EUROPE,2048,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.04343815944570406
R10EUROPE,2049,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.047610303333190274
R10EUROPE,2050,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.05216801025583373
R10INDIA+,2025,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.00698164095097531
R10INDIA+,2026,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.0065453110644275725
R10INDIA+,2027,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.006103670470978817
R10INDIA+,2028,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005656620553296965
R10INDIA+,2029,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005204060211801642
R10INDIA+,2030,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.00474588578531443
R10INDIA+,2031,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005045817053043189
R10INDIA+,2032,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005348962342586638
R10INDIA+,2033,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005655373937051844
R10INDIA+,2034,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005965105267415449
R10INDIA+,2035,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.0062782109444151635
R10INDIA+,2036,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.006164999164149365
R10INDIA+,2037,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.0060504184984903064
R10INDIA+,2038,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005934443950267654
R10INDIA+,2039,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005817049909497829
R10INDIA+,2040,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.005698210134474246
R10INDIA+,2041,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.008028132145431965
R10INDIA+,2042,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.010407083990492616
R10INDIA+,2043,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.012836799697336199
R10INDIA+,2044,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.01531910364984701
R10INDIA+,2045,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.01785591697975797
R10INDIA+,2046,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.04149939240237577
R10INDIA+,2047,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.06872864683690827
R10INDIA+,2048,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.10077773764022091
R10INDIA+,2049,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.13969368387549208
R10INDIA+,2050,GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,C3,-0.18929978481717258
R10NORTH_AM,2025,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.001627522620467392
R10NORTH_AM,2026,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.0009673874933816551
R10NORTH_AM,2027,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.0035809613641196725
R10NORTH_AM,2028,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.006213618650706798
R10NORTH_AM,2029,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.008865792716980292
R10NORTH_AM,2030,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.01153793125201441
R10NORTH_AM,2031,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.022767384263414292
R10NORTH_AM,2032,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.03481646384729864
R10NORTH_AM,2033,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.047803290931619724
R10NORTH_AM,2034,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.06187414685174686
R10NORTH_AM,2035,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.07721345197728624
R10NORTH_AM,2036,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.07491803518580953
R10NORTH_AM,2037,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.07230042906476275
R10NORTH_AM,2038,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.06928736562884952
R10NORTH_AM,2039,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.06578142277852828
R10NORTH_AM,2040,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.061650116998411386
R10NORTH_AM,2041,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.04842400162914251
R10NORTH_AM,2042,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.03440587069504497
R10NORTH_AM,2043,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.019482864613284523
R10NORTH_AM,2044,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.0035178235209744058
R10NORTH_AM,2045,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.01365813902419899
R10NORTH_AM,2046,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.01605996775933427
R10NORTH_AM,2047,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.01837462278041646
R10NORTH_AM,2048,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.02060690174611879
R10NORTH_AM,2049,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.02276124715047767
R10NORTH_AM,2050,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.02484177938995802
R10CHINA+,2025,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.2012016811188686
R10CHINA+,2026,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.18287674653677177
R10CHINA+,2027,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.17082244597446805
R10CHINA+,2028,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.16228054440836326
R10CHINA+,2029,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.1559073320008777
R10CHINA+,2030,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.15096828706516252
R10CHINA+,2031,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.12692220332871162
R10CHINA+,2032,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.10850653741659477
R10CHINA+,2033,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.09390724836261843
R10CHINA+,2034,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.08202619478868889
R10CHINA+,2035,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07215572587041419
R10CHINA+,2036,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.0604878211408304
R10CHINA+,2037,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.0500614918643032
R10CHINA+,2038,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.04067808787818272
R10CHINA+,2039,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.032180721380930644
R10CHINA+,2040,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.024443569928479292
R10CHINA+,2041,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.013950582598517336
R10CHINA+,2042,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.003550054582602824
R10CHINA+,2043,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.006772340997113879
R10CHINA+,2044,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.017030591265613126
R10CHINA+,2045,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.027238454582649396
R10CHINA+,2046,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.02808089144318726
R10CHINA+,2047,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.028972327662758146
R10CHINA+,2048,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.029917176125617728
R10CHINA+,2049,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.030920397328332516
R10CHINA+,2050,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.031987587269932116
R10EUROPE,2025,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.037957037318128606
R10EUROPE,2026,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.0401362039156804
R10EUROPE,2027,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.042502622973162985
R10EUROPE,2028,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.0450817112653753
R10EUROPE,2029,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.047903745406429055
R10EUROPE,2030,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.05100509341909143
R10EUROPE,2031,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.0434324113954937
R10EUROPE,2032,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.03535976811438424
R10EUROPE,2033,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.02672838391672483
R10EUROPE,2034,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.017469020770251253
R10EUROPE,2035,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.007499405452132568
R10EUROPE,2036,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,-0.0021090544287037938
R10EUROPE,2037,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.0032455723714663876
R10EUROPE,2038,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.008566651730842034
R10EUROPE,2039,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.013856268706928354
R10EUROPE,2040,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.019116423753611
R10EUROPE,2041,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.01890869689203578
R10EUROPE,2042,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.018708746333952586
R10EUROPE,2043,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.018516143353401793
R10EUROPE,2044,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.018330490177318692
R10EUROPE,2045,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.01815141724114544
R10EUROPE,2046,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.017203209077433668
R10EUROPE,2047,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.016286043413150653
R10EUROPE,2048,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.015398411860344074
R10EUROPE,2049,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.01453890270573166
R10EUROPE,2050,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.013706193250790255
R10INDIA+,2025,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.10668330457944841
R10INDIA+,2026,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.1068997639062359
R10INDIA+,2027,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.10707089168620088
R10INDIA+,2028,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.107209578379311
R10INDIA+,2029,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.10732425021493364
R10INDIA+,2030,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.10742064777411464
R10INDIA+,2031,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.09887867623792079
R10INDIA+,2032,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.09193990650050243
R10INDIA+,2033,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.08618913609097323
R10INDIA+,2034,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.08134380820295584
R10INDIA+,2035,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07720475724584741
R10INDIA+,2036,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07678495256064588
R10INDIA+,2037,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07642872243210586
R10INDIA+,2038,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07612264156084492
R10INDIA+,2039,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07585681624680429
R10INDIA+,2040,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07562379476374592
R10INDIA+,2041,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07348805761099841
R10INDIA+,2042,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07165836284757865
R10INDIA+,2043,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.07007327435629307
R10INDIA+,2044,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.06868677996066608
R10INDIA+,2045,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.06746373399423877
R10INDIA+,2046,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.062380153869288524
R10INDIA+,2047,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.057896477690938974
R10INDIA+,2048,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.053911618396554006
R10INDIA+,2049,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.05034614016930283
R10INDIA+,2050,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_1000_COV_NDCp,C3,0.04713672444159722
R10NORTH_AM,2025,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.019026735854405175
R10NORTH_AM,2026,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.018671235390809837
R10NORTH_AM,2027,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.018328784314428415
R10NORTH_AM,2028,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.01799867662716781
R10NORTH_AM,2029,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.01768025638644577
R10NORTH_AM,2030,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.01737291334378388
R10NORTH_AM,2031,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.019834876592674133
R10NORTH_AM,2032,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02218900831178261
R10NORTH_AM,2033,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.024442381875912966
R10NORTH_AM,2034,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02660145363606392
R10NORTH_AM,2035,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.028672129929144363
R10NORTH_AM,2036,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.027871744825407774
R10NORTH_AM,2037,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02711489315106208
R10NORTH_AM,2038,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.026398112674408836
R10NORTH_AM,2039,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02571829925844482
R10NORTH_AM,2040,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02507266167939659
R10NORTH_AM,2041,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.021068800050281444
R10NORTH_AM,2042,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.017206409438880188
R10NORTH_AM,2043,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.013477490114464974
R10NORTH_AM,2044,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.009874667600198395
R10NORTH_AM,2045,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.006391130539294521
R10NORTH_AM,2046,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.006350540134434146
R10NORTH_AM,2047,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.006310462099733627
R10NORTH_AM,2048,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.006270886793865227
R10NORTH_AM,2049,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.006231804815908237
R10NORTH_AM,2050,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.006193206997900935
R10CHINA+,2025,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.31949337595272964
R10CHINA+,2026,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.23516497991388796
R10CHINA+,2027,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.1877210671637184
R10CHINA+,2028,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.15678544110278936
R10CHINA+,2029,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.13485227332381822
R10CHINA+,2030,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.11842515467846337
R10CHINA+,2031,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.0911753829110078
R10CHINA+,2032,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.0681925513846331
R10CHINA+,2033,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.04844665512809487
R10CHINA+,2034,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.03123111771711229
R10CHINA+,2035,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.016041578164225134
R10CHINA+,2036,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.01578818446794461
R10CHINA+,2037,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.015542675248365834
R10CHINA+,2038,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.015304687984168952
R10CHINA+,2039,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.0150738820526517
R10CHINA+,2040,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.014849937100123167
R10CHINA+,2041,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.016440692274385826
R10CHINA+,2042,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.01797476151940125
R10CHINA+,2043,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.019455161490388173
R10CHINA+,2044,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02088469581818564
R10CHINA+,2045,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.022265973812362727
R10CHINA+,2046,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02178054829533127
R10CHINA+,2047,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.0213158551468422
R10CHINA+,2048,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02087059284480408
R10CHINA+,2049,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.020443566659784862
R10CHINA+,2050,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02003367791394517
R10EUROPE,2025,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.012918502582579316
R10EUROPE,2026,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.012753690391485106
R10EUROPE,2027,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.012593031813006972
R10EUROPE,2028,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.012436371734778406
R10EUROPE,2029,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.012283562675049708
R10EUROPE,2030,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.012134464319031313
R10EUROPE,2031,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.015506251969318763
R10EUROPE,2032,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.018753623523386942
R10EUROPE,2033,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.021883716746489812
R10EUROPE,2034,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.02490310738906687
R10EUROPE,2035,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.027817865658041008
R10EUROPE,2036,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.027063901787861777
R10EUROPE,2037,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.026349782728509963
R10EUROPE,2038,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.025672427429892508
R10EUROPE,2039,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.025029064882253316
R10EUROPE,2040,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.024417196033226007
R10EUROPE,2041,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.020893967892553045
R10EUROPE,2042,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.01749684670231133
R10EUROPE,2043,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.01421875130491479
R10EUROPE,2044,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.011053144942972049
R10EUROPE,2045,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.007993982260186439
R10EUROPE,2046,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.007930577390031779
R10EUROPE,2047,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.007868170528134044
R10EUROPE,2048,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,C3,0.007806738292344129
