Region,year,Model,Scenario,Category,growth_rate
R10CHINA+,2039,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.052140789428931855
R10CHINA+,2040,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.07503133260134087
R10CHINA+,2041,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.041907397728612183
R10CHINA+,2042,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.00878203506000741
R10CHINA+,2043,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.02481071213784447
R10CHINA+,2044,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.059344485443330486
R10CHINA+,2045,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.09534064320600089
R10CHINA+,2046,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.08758138099382484
R10CHINA+,2047,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.08110932137148019
R10CHINA+,2048,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.07562649685642753
R10CHINA+,2049,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.07092083506234359
R10CHINA+,2050,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.0668371447504903
R10EUROPE,2025,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.008992401677159867
R10EUROPE,2026,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.023868230938464574
R10EUROPE,2027,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.03768047419442633
R10EUROPE,2028,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.05056616528319835
R10EUROPE,2029,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.06263692498571127
R10EUROPE,2030,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.07398496866730997
R10EUROPE,2031,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.04741483423153414
R10EUROPE,2032,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.022387271954930288
R10EUROPE,2033,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.0013905350144739481
R10EUROPE,2034,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.024157566587161283
R10EUROPE,2035,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.046114182163061956
R10EUROPE,2036,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.060774721481295035
R10EUROPE,2037,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.07790248681109935
R10EUROPE,2038,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.09826943605878458
R10EUROPE,2039,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.12305788731741307
R10EUROPE,2040,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.15421853544317288
R10EUROPE,2041,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.14585421651010666
R10EUROPE,2042,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.13549927903555636
R10EUROPE,2043,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.12232044653643515
R10EUROPE,2044,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.10492317726295353
R10EUROPE,2045,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.08075766284327579
R10EUROPE,2046,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.06917129348330031
R10EUROPE,2047,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.05642286432461607
R10EUROPE,2048,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.04229517410664685
R10EUROPE,2049,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.026507161619751862
R10EUROPE,2050,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.008686822057860866
R10INDIA+,2025,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.19224041086466825
R10INDIA+,2026,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.15855651715967012
R10INDIA+,2027,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.134766665700921
R10INDIA+,2028,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.11698607416774376
R10INDIA+,2029,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.10315520596183503
R10INDIA+,2030,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.09207049764101694
R10INDIA+,2031,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.07356068052501774
R10INDIA+,2032,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.05739371640405788
R10INDIA+,2033,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.04311391568014811
R10INDIA+,2034,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.03038223141861729
R10INDIA+,2035,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.018940116400120388
R10INDIA+,2036,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.0016116636364176262
R10INDIA+,2037,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.01627535858636986
R10INDIA+,2038,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.03482195206586469
R10INDIA+,2039,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.054151036793905205
R10INDIA+,2040,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.07441507519061707
R10INDIA+,2041,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.06206331586355629
R10INDIA+,2042,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.04865149645514544
R10INDIA+,2043,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.03399990708128808
R10INDIA+,2044,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,-0.01788080178495699
R10INDIA+,2045,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.0
R10INDIA+,2046,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.01220956839816889
R10INDIA+,2047,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.02385696448660579
R10INDIA+,2048,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.034997274988005644
R10INDIA+,2049,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.04567762128420072
R10INDIA+,2050,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,C2,0.055938646118748325
R10NORTH_AM,2025,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.001308311624773184
R10NORTH_AM,2026,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.0012940929847999882
R10NORTH_AM,2027,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.003916991368026812
R10NORTH_AM,2028,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.006560846848296276
R10NORTH_AM,2029,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.00922613844982767
R10NORTH_AM,2030,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.011913361631126884
R10NORTH_AM,2031,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.023092831103796452
R10NORTH_AM,2032,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.03509488210102618
R10NORTH_AM,2033,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.048038503505698826
R10NORTH_AM,2034,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.06207112140904747
R10NORTH_AM,2035,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.07737870041317207
R10NORTH_AM,2036,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.07588410425766756
R10NORTH_AM,2037,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.07417296087041558
R10NORTH_AM,2038,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.07219444393786967
R10NORTH_AM,2039,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.06988043630117002
R10NORTH_AM,2040,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.06713747483651245
R10NORTH_AM,2041,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.056867812382458305
R10NORTH_AM,2042,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.045747900498356975
R10NORTH_AM,2043,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.03364672353216769
R10NORTH_AM,2044,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.020401921417698476
R10NORTH_AM,2045,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.005809166474237015
R10NORTH_AM,2046,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.006177156109878457
R10NORTH_AM,2047,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.0065499762791387806
R10NORTH_AM,2048,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.006927723367162075
R10NORTH_AM,2049,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.007310496358246987
R10NORTH_AM,2050,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.007698396924667006
R10CHINA+,2025,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.2010341057889513
R10CHINA+,2026,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.1827712494860647
R10CHINA+,2027,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.17075451540617093
R10CHINA+,2028,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.16223772341201914
R10CHINA+,2029,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.15588245089667963
R10CHINA+,2030,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.1509568508695418
R10CHINA+,2031,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.12505574897174476
R10CHINA+,2032,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.10509616073779449
R10CHINA+,2033,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.08918774851354017
R10CHINA+,2034,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.07618036242891324
R10CHINA+,2035,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.06532926920828297
R10CHINA+,2036,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.05420237145096274
R10CHINA+,2037,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.04411975164707482
R10CHINA+,2038,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.034931225139709365
R10CHINA+,2039,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.026515332527989433
R10CHINA+,2040,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.018772590935410616
R10CHINA+,2041,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.00557274778867356
R10CHINA+,2042,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.007821920261091853
R10CHINA+,2043,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.021445388629756756
R10CHINA+,2044,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.035335724725821915
R10CHINA+,2045,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.0495360428811219
R10CHINA+,2046,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.051075115421508666
R10CHINA+,2047,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.05277749504209939
R10CHINA+,2048,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.05467070791674156
R10CHINA+,2049,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.05678885581143023
R10CHINA+,2050,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.05917471198666646
R10EUROPE,2025,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.0007107043655256717
R10EUROPE,2026,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.00021147246778840945
R10EUROPE,2027,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.00113156444319773
R10EUROPE,2028,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.002049587925956775
R10EUROPE,2029,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.002965559107301896
R10EUROPE,2030,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.00387949400701193
R10EUROPE,2031,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.005660388945284089
R10EUROPE,2032,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.015502560425337375
R10EUROPE,2033,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.025673902760168565
R10EUROPE,2034,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.03620508582052129
R10EUROPE,2035,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.047131330343072264
R10EUROPE,2036,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.0438207083077381
R10EUROPE,2037,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.04025117083758489
R10EUROPE,2038,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.03639043696732691
R10EUROPE,2039,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.03220051129415935
R10EUROPE,2040,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.02763633491203854
R10EUROPE,2041,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.017571107354656723
R10EUROPE,2042,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,-0.00737947248230042
R10EUROPE,2043,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.0029542577008196957
R10EUROPE,2044,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.01344667607603367
R10EUROPE,2045,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.024115440163719137
R10EUROPE,2046,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.022640395424570192
R10EUROPE,2047,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.02122846225496522
R10EUROPE,2048,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.019875644668595482
R10EUROPE,2049,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.01857827935042744
R10EUROPE,2050,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.017333001530619008
R10INDIA+,2025,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.10664183165661778
R10INDIA+,2026,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.10711614538380054
R10INDIA+,2027,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.10749085142592651
R10INDIA+,2028,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.1077943455858934
R10INDIA+,2029,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.10804516688998533
R10INDIA+,2030,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.1082559329812407
R10INDIA+,2031,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.09674899578236462
R10INDIA+,2032,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.08732661632481786
R10INDIA+,2033,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.07946284491559852
R10INDIA+,2034,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.0727965500285166
R10INDIA+,2035,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.06707108195693068
R10INDIA+,2036,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.07272175565300976
R10INDIA+,2037,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.07752639226426639
R10INDIA+,2038,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.08166269954738992
R10INDIA+,2039,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.08526165664909824
R10INDIA+,2040,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.08842198478071017
R10INDIA+,2041,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.08250140219117208
R10INDIA+,2042,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.0775128911370997
R10INDIA+,2043,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.0732513855810506
R10INDIA+,2044,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.06956809929094065
R10INDIA+,2045,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.06635239487734768
R10INDIA+,2046,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.056518573295709196
R10INDIA+,2047,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.04767133764045317
R10INDIA+,2048,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.03966280975146397
R10INDIA+,2049,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.03237418737208131
R10INDIA+,2050,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,C2,0.025708772596532148
R10NORTH_AM,2025,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.011946809175979123
R10NORTH_AM,2026,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.0111500967326158
R10NORTH_AM,2027,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.010337005079947836
R10NORTH_AM,2028,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.009507017074537827
R10NORTH_AM,2029,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.008659593294975343
R10NORTH_AM,2030,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.007794170815040968
R10NORTH_AM,2031,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.016012856547036436
R10NORTH_AM,2032,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.02465056674494348
R10NORTH_AM,2033,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.03374891050805007
R10NORTH_AM,2034,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.04335616859091118
R10NORTH_AM,2035,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.05352883567771083
R10NORTH_AM,2036,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.05019936070069886
R10NORTH_AM,2037,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.04656911750970527
R10NORTH_AM,2038,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.04259469385605397
R10NORTH_AM,2039,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.038223750161758385
R10NORTH_AM,2040,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.033392559411498324
R10NORTH_AM,2041,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.03281402535215938
R10NORTH_AM,2042,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.03219846305824403
R10NORTH_AM,2043,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.03154219679787107
R10NORTH_AM,2044,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.0308410472009637
R10NORTH_AM,2045,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.030090241851452926
R10NORTH_AM,2046,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.026441475727515318
R10NORTH_AM,2047,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.022632336643915174
R10NORTH_AM,2048,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.018651268362572027
R10NORTH_AM,2049,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.014485516037271884
R10NORTH_AM,2050,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.010120960174292759
R10CHINA+,2025,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.0007502758087958306
R10CHINA+,2026,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.0017253276702167142
R10CHINA+,2027,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.0026951432690216492
R10CHINA+,2028,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.003659775482790506
R10CHINA+,2029,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.004619276374357328
R10CHINA+,2030,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.0055736972087734316
R10CHINA+,2031,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.006078933862482483
R10CHINA+,2032,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.006577542795270119
R10CHINA+,2033,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.007069655011920917
R10CHINA+,2034,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.007555398049448714
R10CHINA+,2035,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.008034896092310229
R10CHINA+,2036,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.004982036020446445
R10CHINA+,2037,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.0019415819646213528
R10CHINA+,2038,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.0010868745081045184
R10CHINA+,2039,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.00410373536676556
R10CHINA+,2040,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.007109396432903203
R10CHINA+,2041,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.010219663478865049
R10CHINA+,2042,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.013414597402210848
R10CHINA+,2043,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.0166981208332615
R10CHINA+,2044,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.020074427032925724
R10CHINA+,2045,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.023548005461821342
R10CHINA+,2046,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.043165246749375163
R10CHINA+,2047,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.06559196917928134
R10CHINA+,2048,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.09167053015491666
R10CHINA+,2049,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.12270278351097386
R10CHINA+,2050,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.16087581780049232
R10EUROPE,2025,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.010717126627443285
R10EUROPE,2026,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.007854307812194206
R10EUROPE,2027,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.005020991367981287
R10EUROPE,2028,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,0.002216458221640849
R10EUROPE,2029,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.000559986879658747
R10EUROPE,2030,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.0033090164127558275
R10EUROPE,2031,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.007745627013769352
R10EUROPE,2032,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.012293207707365639
R10EUROPE,2033,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.016957171127125803
R10EUROPE,2034,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.021743346907767358
R10EUROPE,2035,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.026658026598067375
R10EUROPE,2036,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.028323871457638594
R10EUROPE,2037,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.030090845888360085
R10EUROPE,2038,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.031968524311406954
R10EUROPE,2039,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.033967740053873374
R10EUROPE,2040,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.03610080129238058
R10EUROPE,2041,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.03620493056172969
R10EUROPE,2042,GEM-E3_V2021,EN_INDCi2030_600f_COV,C2,-0.036316608237605075
