Region,Model,Scenario,Category,L,x0,k,start_year,rate,rate_percent,duration,rate_Cherp
R10INDIA+,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,335.776100759017,2022.022396111217,0.336109351597915,2005.0,-28.214371877047345,-16.80546757989575,17.02239611121695,-6.767713582501491
R10CHINA+,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,720.3252380023085,2027.38834220034,0.2795274734536795,2020.0,-50.33767346092642,-13.976373672683975,7.388342200340048,-6.082529648572548
R10EUROPE,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,141.96109421998042,2020.8448135282206,0.2522914759489247,2005.0,-8.953893497020806,-12.614573797446235,15.844813528220584,-2.790737789204755
R10INDIA+,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,335.776100759017,2022.022396111217,0.336109351597915,2005.0,-28.214371877047345,-16.80546757989575,17.02239611121695,-6.767713582501491
R10CHINA+,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,720.3252380023085,2027.38834220034,0.2795274734536795,2020.0,-50.33767346092642,-13.976373672683975,7.388342200340048,-6.082529648572548
R10EUROPE,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,141.96109421998042,2020.8448135282206,0.2522914759489247,2005.0,-8.953893497020806,-12.614573797446235,15.844813528220584,-2.790737789204755
R10INDIA+,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,C1,230.88767804947594,2028.6610421185103,0.3115881943509553,2020.0,-17.985468675330225,-15.579409717547762,8.661042118510295,-8.89929632716607
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,388.8417293039476,2019.5428039452363,0.28748389728370694,2005.0,-27.94643394170876,-14.374194864185347,14.542803945236301,-7.081569282662511
R10CHINA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,,,,,,,,
R10EUROPE,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,388.8417293039476,2019.5428039452363,0.28748389728370694,2005.0,-27.94643394170876,-14.374194864185347,14.542803945236301,-7.081569282662511
R10CHINA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,872.6731307205602,2025.268591187061,0.4757060042111128,2015.0,-103.78396199936995,-23.78530021055564,10.26859118706102,-14.378286875345069
R10EUROPE,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,388.8417293039476,2019.5428039452363,0.28748389728370694,2005.0,-27.94643394170876,-14.374194864185347,14.542803945236301,-7.081569282662511
R10CHINA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,872.6731307205602,2025.268591187061,0.4757060042111128,2015.0,-103.78396199936995,-23.78530021055564,10.26859118706102,-14.378286875345069
R10EUROPE,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,185.57179496516108,2020.780919424023,0.3353972574343242,2005.0,-15.56006777211994,-16.76986287171621,15.780919424023068,-5.324380997850127
R10INDIA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,388.8417293039476,2019.5428039452363,0.28748389728370694,2005.0,-27.94643394170876,-14.374194864185347,14.542803945236301,-7.081569282662511
R10CHINA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,872.6731307205602,2025.268591187061,0.4757060042111128,2015.0,-103.78396199936995,-23.78530021055564,10.26859118706102,-14.378286875345069
R10EUROPE,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,185.57179496516108,2020.780919424023,0.3353972574343242,2005.0,-15.56006777211994,-16.76986287171621,15.780919424023068,-5.324380997850127
R10INDIA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,C1,248.98319184341864,2028.1722743520727,0.437782528937415,2020.0,-27.25012284703034,-21.889126446870748,8.17227435207269,-11.414674202349078
R10NORTH_AM,AIM/CGE 2.2,EN_NPi2020_300f,C1,274.5610599397603,2028.736706523706,0.18152665850153615,2010.0,-12.460037941376166,-9.076332925076807,18.73670652370606,-2.143202156702071
R10CHINA+,AIM/CGE 2.2,EN_NPi2020_300f,C1,,,,,,,,
R10EUROPE,AIM/CGE 2.2,EN_NPi2020_300f,C1,,,,,,,,
R10INDIA+,AIM/CGE 2.2,EN_NPi2020_300f,C1,,,,,,,,
R10NORTH_AM,AIM/CGE 2.2,EN_NPi2020_300f,C1,274.5610599397603,2028.736706523706,0.18152665850153615,2010.0,-12.460037941376166,-9.076332925076807,18.73670652370606,-2.143202156702071
R10CHINA+,AIM/CGE 2.2,EN_NPi2020_300f,C1,1206.4714343773412,2031.377542840546,0.20441034679043887,2025.0,-61.65381107345763,-10.220517339521944,6.377542840546084,-5.478008851854326
R10EUROPE,AIM/CGE 2.2,EN_NPi2020_300f,C1,,,,,,,,
R10INDIA+,AIM/CGE 2.2,EN_NPi2020_300f,C1,,,,,,,,
R10NORTH_AM,AIM/CGE 2.2,EN_NPi2020_300f,C1,274.5610599397603,2028.736706523706,0.18152665850153615,2010.0,-12.460037941376166,-9.076332925076807,18.73670652370606,-2.143202156702071
R10CHINA+,AIM/CGE 2.2,EN_NPi2020_300f,C1,1206.4714343773412,2031.377542840546,0.20441034679043887,2025.0,-61.65381107345763,-10.220517339521944,6.377542840546084,-5.478008851854326
R10EUROPE,AIM/CGE 2.2,EN_NPi2020_300f,C1,184.7607533908966,2029.306551176753,0.1902576648279511,2010.0,-8.788037373001234,-9.512883241397557,19.30655117675292,-2.1971349443369665
R10INDIA+,AIM/CGE 2.2,EN_NPi2020_300f,C1,,,,,,,,
R10NORTH_AM,AIM/CGE 2.2,EN_NPi2020_300f,C1,274.5610599397603,2028.736706523706,0.18152665850153615,2010.0,-12.460037941376166,-9.076332925076807,18.73670652370606,-2.143202156702071
R10CHINA+,AIM/CGE 2.2,EN_NPi2020_300f,C1,1206.4714343773412,2031.377542840546,0.20441034679043887,2025.0,-61.65381107345763,-10.220517339521944,6.377542840546084,-5.478008851854326
R10EUROPE,AIM/CGE 2.2,EN_NPi2020_300f,C1,184.7607533908966,2029.306551176753,0.1902576648279511,2010.0,-8.788037373001234,-9.512883241397557,19.30655117675292,-2.1971349443369665
R10INDIA+,AIM/CGE 2.2,EN_NPi2020_300f,C1,223.06074058029054,2031.4161147887341,0.2127695405908265,2020.0,-11.865132824279488,-10.638477029541328,11.416114788734149,-4.431426707681288
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,309.71813784705745,2026.776495326365,0.31305214432363965,2020.0,-24.239481797236486,-15.652607216181982,6.776495326364966,-5.220537184439886
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,,,,,,,,
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,309.71813784705745,2026.776495326365,0.31305214432363965,2020.0,-24.239481797236486,-15.652607216181982,6.776495326364966,-5.220537184439886
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,1337.1425047434277,2022.1633773965102,0.42242648002406985,2020.0,-141.21110039233358,-21.121324001203494,2.1633773965102137,-20.094821899530036
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,309.71813784705745,2026.776495326365,0.31305214432363965,2020.0,-24.239481797236486,-15.652607216181982,6.776495326364966,-5.220537184439886
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,1337.1425047434277,2022.1633773965102,0.42242648002406985,2020.0,-141.21110039233358,-21.121324001203494,2.1633773965102137,-20.094821899530036
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,193.0000764872557,2026.4987508319912,0.18973355896676258,2015.0,-9.154647848196104,-9.486677948338128,11.498750831991174,-2.4418406946090383
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,309.71813784705745,2026.776495326365,0.31305214432363965,2020.0,-24.239481797236486,-15.652607216181982,6.776495326364966,-5.220537184439886
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,1337.1425047434277,2022.1633773965102,0.42242648002406985,2020.0,-141.21110039233358,-21.121324001203494,2.1633773965102137,-20.094821899530036
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,193.0000764872557,2026.4987508319912,0.18973355896676258,2015.0,-9.154647848196104,-9.486677948338128,11.498750831991174,-2.4418406946090383
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,C2,228.57193576356465,2027.9893150104908,0.5345644919558826,2020.0,-30.546610179205643,-26.72822459779413,7.989315010490827,-13.136769856203728
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,338.12083552003304,2022.0362103386058,0.30739278415111665,2005.0,-25.983976252501183,-15.369639207555833,17.03621033860577,-6.015449628066872
R10CHINA+,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,,,,,,,,
R10EUROPE,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,338.12083552003304,2022.0362103386058,0.30739278415111665,2005.0,-25.983976252501183,-15.369639207555833,17.03621033860577,-6.015449628066872
R10CHINA+,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,741.6647142908884,2026.8500826954391,0.2689487774674536,2020.0,-49.86745454982067,-13.44743887337268,6.850082695439141,-5.806975153869785
R10EUROPE,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,338.12083552003304,2022.0362103386058,0.30739278415111665,2005.0,-25.983976252501183,-15.369639207555833,17.03621033860577,-6.015449628066872
R10CHINA+,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,741.6647142908884,2026.8500826954391,0.2689487774674536,2020.0,-49.86745454982067,-13.44743887337268,6.850082695439141,-5.806975153869785
R10EUROPE,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,143.65789567851655,2021.488564743428,0.2845009551237809,2005.0,-10.217702132902607,-14.225047756189044,16.488564743428014,-3.1021256385321907
R10INDIA+,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,338.12083552003304,2022.0362103386058,0.30739278415111665,2005.0,-25.983976252501183,-15.369639207555833,17.03621033860577,-6.015449628066872
R10CHINA+,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,741.6647142908884,2026.8500826954391,0.2689487774674536,2020.0,-49.86745454982067,-13.44743887337268,6.850082695439141,-5.806975153869785
R10EUROPE,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,143.65789567851655,2021.488564743428,0.2845009551237809,2005.0,-10.217702132902607,-14.225047756189044,16.488564743428014,-3.1021256385321907
R10INDIA+,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,C1,227.3984596632019,2028.1562773004891,0.2966517465215522,2020.0,-16.864537553849893,-14.83258732607761,8.156277300489137,-8.691263103573165
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,338.1214745649576,2022.0363001688586,0.3073841608542777,2005.0,-25.98329643149013,-15.369208042713886,17.036300168858588,-6.021363643811888
R10CHINA+,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,,,,,,,,
R10EUROPE,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,338.1214745649576,2022.0363001688586,0.3073841608542777,2005.0,-25.98329643149013,-15.369208042713886,17.036300168858588,-6.021363643811888
R10CHINA+,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,741.6614146767638,2026.8501172337,0.26895094304573647,2020.0,-49.86763422448766,-13.447547152286823,6.850117233700075,-5.81728492932022
R10EUROPE,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,338.1214745649576,2022.0363001688586,0.3073841608542777,2005.0,-25.98329643149013,-15.369208042713886,17.036300168858588,-6.021363643811888
R10CHINA+,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,741.6614146767638,2026.8501172337,0.26895094304573647,2020.0,-49.86763422448766,-13.447547152286823,6.850117233700075,-5.81728492932022
R10EUROPE,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,143.6764120678056,2021.4999114166937,0.283800312728407,2005.0,-10.193852669134674,-14.19001563642035,16.49991141669375,-3.0994224241088104
R10INDIA+,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,338.1214745649576,2022.0363001688586,0.3073841608542777,2005.0,-25.98329643149013,-15.369208042713886,17.036300168858588,-6.021363643811888
R10CHINA+,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,741.6614146767638,2026.8501172337,0.26895094304573647,2020.0,-49.86763422448766,-13.447547152286823,6.850117233700075,-5.81728492932022
R10EUROPE,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,143.6764120678056,2021.4999114166937,0.283800312728407,2005.0,-10.193852669134674,-14.19001563642035,16.49991141669375,-3.0994224241088104
R10INDIA+,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,C1,227.39722711356643,2028.1563220484836,0.2966555493271466,2020.0,-16.864662331211242,-14.83277746635733,8.156322048483617,-8.838011033658473
R10NORTH_AM,WITCH 5.0,EN_NPi2020_500,C1,221323.08825850298,1816.5225820242626,0.031270028764694466,2020.0,-1730.1948340336,-1.5635014382347232,-203.47741797573735,
R10CHINA+,WITCH 5.0,EN_NPi2020_500,C1,,,,,,,,
R10EUROPE,WITCH 5.0,EN_NPi2020_500,C1,,,,,,,,
R10INDIA+,WITCH 5.0,EN_NPi2020_500,C1,,,,,,,,
R10NORTH_AM,WITCH 5.0,EN_NPi2020_500,C1,221323.08825850298,1816.5225820242626,0.031270028764694466,2020.0,-1730.1948340336,-1.5635014382347232,-203.47741797573735,
R10CHINA+,WITCH 5.0,EN_NPi2020_500,C1,531983.8324465558,1819.3071008912898,0.03127358370374375,2020.0,-4159.260228263939,-1.5636791851871876,-200.6928991087102,
R10EUROPE,WITCH 5.0,EN_NPi2020_500,C1,,,,,,,,
R10INDIA+,WITCH 5.0,EN_NPi2020_500,C1,,,,,,,,
R10NORTH_AM,WITCH 5.0,EN_NPi2020_500,C1,221323.08825850298,1816.5225820242626,0.031270028764694466,2020.0,-1730.1948340336,-1.5635014382347232,-203.47741797573735,
R10CHINA+,WITCH 5.0,EN_NPi2020_500,C1,531983.8324465558,1819.3071008912898,0.03127358370374375,2020.0,-4159.260228263939,-1.5636791851871876,-200.6928991087102,
R10EUROPE,WITCH 5.0,EN_NPi2020_500,C1,551.5766778357696,1994.1426979050937,0.03626337872037643,2010.0,-5.000508490421393,-1.8131689360188215,-15.857302094906345,
R10INDIA+,WITCH 5.0,EN_NPi2020_500,C1,,,,,,,,
R10NORTH_AM,WITCH 5.0,EN_NPi2020_500,C1,221323.08825850298,1816.5225820242626,0.031270028764694466,2020.0,-1730.1948340336,-1.5635014382347232,-203.47741797573735,
R10CHINA+,WITCH 5.0,EN_NPi2020_500,C1,531983.8324465558,1819.3071008912898,0.03127358370374375,2020.0,-4159.260228263939,-1.5636791851871876,-200.6928991087102,
R10EUROPE,WITCH 5.0,EN_NPi2020_500,C1,551.5766778357696,1994.1426979050937,0.03626337872037643,2010.0,-5.000508490421393,-1.8131689360188215,-15.857302094906345,
R10INDIA+,WITCH 5.0,EN_NPi2020_500,C1,131935.21802078138,1815.8799256098846,0.03126872563613287,2020.0,-1031.3615335087966,-1.5634362818066436,-204.1200743901154,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,451.7441323765209,2021.3369088182856,0.4332142351812366,2020.0,-48.92549720127645,-21.66071175906183,1.3369088182855648,-10.759587968297938
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,,,,,,
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,451.7441323765209,2021.3369088182856,0.4332142351812366,2020.0,-48.92549720127645,-21.66071175906183,1.3369088182855648,-10.759587968297938
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,1299.6685854237278,2022.2036329712043,0.46013683173023917,2020.0,-149.50634629904894,-23.006841586511957,2.2036329712043425,-21.53016810535076
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,451.7441323765209,2021.3369088182856,0.4332142351812366,2020.0,-48.92549720127645,-21.66071175906183,1.3369088182855648,-10.759587968297938
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,1299.6685854237278,2022.2036329712043,0.46013683173023917,2020.0,-149.50634629904894,-23.006841586511957,2.2036329712043425,-21.53016810535076
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,209.4913420864746,2023.35286574153,0.22793475281521144,2015.0,-11.937589318851872,-11.396737640760572,8.352865741529968,-3.3113438998404074
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,451.7441323765209,2021.3369088182856,0.4332142351812366,2020.0,-48.92549720127645,-21.66071175906183,1.3369088182855648,-10.759587968297938
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,C1,1299.6685854237278,2022.2036329712043,0.46013683173023917,2020.0,-149.50634629904894,-23.006841586511957,2.2036329712043425,-21.53016810535076
