Region,Model,Scenario,Category,L,x0,k,start_year,rate,rate_percent,duration,rate_Cherp
R10INDIA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,C1,273.8771793466248,2029.8981035568645,0.42506217703439614,2025.0,-29.103707523279024,-21.25310885171981,4.898103556864498,-11.658649251103531
R10NORTH_AM,AIM/CGE 2.2,EN_NPi2020_600,C1,274.56106006377735,2028.7367065161582,0.1815266581084208,2010.0,-12.460037920020724,-9.07633290542104,18.736706516158165,-2.1432021530288057
R10CHINA+,AIM/CGE 2.2,EN_NPi2020_600,C1,,,,,,,,
R10EUROPE,AIM/CGE 2.2,EN_NPi2020_600,C1,,,,,,,,
R10INDIA+,AIM/CGE 2.2,EN_NPi2020_600,C1,,,,,,,,
R10NORTH_AM,AIM/CGE 2.2,EN_NPi2020_600,C1,274.56106006377735,2028.7367065161582,0.1815266581084208,2010.0,-12.460037920020724,-9.07633290542104,18.736706516158165,-2.1432021530288057
R10CHINA+,AIM/CGE 2.2,EN_NPi2020_600,C1,1227.6515368286164,2031.0505217544423,0.2073597076159307,2025.0,-63.641365932757466,-10.367985380796535,6.050521754442343,-5.6411256231596
R10EUROPE,AIM/CGE 2.2,EN_NPi2020_600,C1,,,,,,,,
R10INDIA+,AIM/CGE 2.2,EN_NPi2020_600,C1,,,,,,,,
R10NORTH_AM,AIM/CGE 2.2,EN_NPi2020_600,C1,274.56106006377735,2028.7367065161582,0.1815266581084208,2010.0,-12.460037920020724,-9.07633290542104,18.736706516158165,-2.1432021530288057
R10CHINA+,AIM/CGE 2.2,EN_NPi2020_600,C1,1227.6515368286164,2031.0505217544423,0.2073597076159307,2025.0,-63.641365932757466,-10.367985380796535,6.050521754442343,-5.6411256231596
R10EUROPE,AIM/CGE 2.2,EN_NPi2020_600,C1,184.76083106298773,2029.3065493872452,0.19025726173890725,2010.0,-8.78802244866222,-9.512863086945362,19.30654938724524,-2.1971312130389102
R10INDIA+,AIM/CGE 2.2,EN_NPi2020_600,C1,,,,,,,,
R10NORTH_AM,AIM/CGE 2.2,EN_NPi2020_600,C1,274.56106006377735,2028.7367065161582,0.1815266581084208,2010.0,-12.460037920020724,-9.07633290542104,18.736706516158165,-2.1432021530288057
R10CHINA+,AIM/CGE 2.2,EN_NPi2020_600,C1,1227.6515368286164,2031.0505217544423,0.2073597076159307,2025.0,-63.641365932757466,-10.367985380796535,6.050521754442343,-5.6411256231596
R10EUROPE,AIM/CGE 2.2,EN_NPi2020_600,C1,184.76083106298773,2029.3065493872452,0.19025726173890725,2010.0,-8.78802244866222,-9.512863086945362,19.30654938724524,-2.1971312130389102
R10INDIA+,AIM/CGE 2.2,EN_NPi2020_600,C1,221.03312030737885,2031.4639577150406,0.21986169527591687,2020.0,-12.1491791357265,-10.993084763795844,11.463957715040578,-4.517520239803995
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,387.63459339652985,2019.532768396575,0.2932881788939163,2005.0,-28.422160993387987,-14.664408944695815,14.532768396574966,-7.202117545926801
R10CHINA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,,,,,,,,
R10EUROPE,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,387.63459339652985,2019.532768396575,0.2932881788939163,2005.0,-28.422160993387987,-14.664408944695815,14.532768396574966,-7.202117545926801
R10CHINA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,872.197724782775,2024.925156939763,0.502840094724314,2015.0,-109.64399663702544,-25.1420047362157,9.925156939762928,-15.374556571095518
R10EUROPE,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,387.63459339652985,2019.532768396575,0.2932881788939163,2005.0,-28.422160993387987,-14.664408944695815,14.532768396574966,-7.202117545926801
R10CHINA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,872.197724782775,2024.925156939763,0.502840094724314,2015.0,-109.64399663702544,-25.1420047362157,9.925156939762928,-15.374556571095518
R10EUROPE,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,185.56965070549495,2020.7809875040114,0.3354232361334195,2005.0,-15.561093191946354,-16.771161806670975,15.780987504011364,-5.330781639187662
R10INDIA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,387.63459339652985,2019.532768396575,0.2932881788939163,2005.0,-28.422160993387987,-14.664408944695815,14.532768396574966,-7.202117545926801
R10CHINA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,872.197724782775,2024.925156939763,0.502840094724314,2015.0,-109.64399663702544,-25.1420047362157,9.925156939762928,-15.374556571095518
R10EUROPE,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,185.56965070549495,2020.7809875040114,0.3354232361334195,2005.0,-15.561093191946354,-16.771161806670975,15.780987504011364,-5.330781639187662
R10INDIA+,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,C1,250.60688564210815,2027.4192550851237,0.4223276541226343,2020.0,-26.459554530052703,-21.116382706131713,7.419255085123723,-12.160590036072836
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,749.8813585585829,2018.6185151753846,0.31996376074459426,2020.0,-59.983714899167424,-15.998188037229713,-1.381484824615427,-13.281385914858673
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,,,,,,,,
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,749.8813585585829,2018.6185151753846,0.31996376074459426,2020.0,-59.983714899167424,-15.998188037229713,-1.381484824615427,-13.281385914858673
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,1331.1200414322207,2022.0851799496431,0.4476451993514575,2020.0,-148.9673740769117,-22.382259967572875,2.085179949643134,-21.358220587090983
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,749.8813585585829,2018.6185151753846,0.31996376074459426,2020.0,-59.983714899167424,-15.998188037229713,-1.381484824615427,-13.281385914858673
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,1331.1200414322207,2022.0851799496431,0.4476451993514575,2020.0,-148.9673740769117,-22.382259967572875,2.085179949643134,-21.358220587090983
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,203.71916624756096,2024.135086067023,0.22352417994140553,2015.0,-11.384039893458231,-11.176208997070276,9.13508606702294,-3.1479581247547612
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,749.8813585585829,2018.6185151753846,0.31996376074459426,2020.0,-59.983714899167424,-15.998188037229713,-1.381484824615427,-13.281385914858673
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,1331.1200414322207,2022.0851799496431,0.4476451993514575,2020.0,-148.9673740769117,-22.382259967572875,2.085179949643134,-21.358220587090983
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,203.71916624756096,2024.135086067023,0.22352417994140553,2015.0,-11.384039893458231,-11.176208997070276,9.13508606702294,-3.1479581247547612
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,C2,221.93548711283577,2027.6590840208257,0.6213877000235829,2020.0,-34.47699547266463,-31.069385001179146,7.6590840208257305,-14.829167827180552
R10NORTH_AM,GEM-E3_V2021,EN_NPi2020_600,C2,2140019.750241438,1880.1559589065803,0.06585586421659025,2015.0,-35233.21252318038,-3.292793210829512,-134.84404109341972,
R10CHINA+,GEM-E3_V2021,EN_NPi2020_600,C2,,,,,,,,
R10EUROPE,GEM-E3_V2021,EN_NPi2020_600,C2,,,,,,,,
R10INDIA+,GEM-E3_V2021,EN_NPi2020_600,C2,,,,,,,,
R10NORTH_AM,GEM-E3_V2021,EN_NPi2020_600,C2,2140019.750241438,1880.1559589065803,0.06585586421659025,2015.0,-35233.21252318038,-3.292793210829512,-134.84404109341972,
R10CHINA+,GEM-E3_V2021,EN_NPi2020_600,C2,1368.4599544668383,2052.1692708575756,0.18713502637800064,2020.0,-64.02169741909734,-9.356751318900033,32.16927085757561,-4.4631819903581595
R10EUROPE,GEM-E3_V2021,EN_NPi2020_600,C2,,,,,,,,
R10INDIA+,GEM-E3_V2021,EN_NPi2020_600,C2,,,,,,,,
R10NORTH_AM,GEM-E3_V2021,EN_NPi2020_600,C2,2140019.750241438,1880.1559589065803,0.06585586421659025,2015.0,-35233.21252318038,-3.292793210829512,-134.84404109341972,
R10CHINA+,GEM-E3_V2021,EN_NPi2020_600,C2,1368.4599544668383,2052.1692708575756,0.18713502637800064,2020.0,-64.02169741909734,-9.356751318900033,32.16927085757561,-4.4631819903581595
R10EUROPE,GEM-E3_V2021,EN_NPi2020_600,C2,219.58025713270666,2048.9268062641495,0.10553678724645864,2020.0,-5.793448720134286,-5.2768393623229315,28.92680626414949,-0.9302781221726091
R10INDIA+,GEM-E3_V2021,EN_NPi2020_600,C2,,,,,,,,
R10NORTH_AM,GEM-E3_V2021,EN_NPi2020_600,C2,2140019.750241438,1880.1559589065803,0.06585586421659025,2015.0,-35233.21252318038,-3.292793210829512,-134.84404109341972,
R10CHINA+,GEM-E3_V2021,EN_NPi2020_600,C2,1368.4599544668383,2052.1692708575756,0.18713502637800064,2020.0,-64.02169741909734,-9.356751318900033,32.16927085757561,-4.4631819903581595
R10EUROPE,GEM-E3_V2021,EN_NPi2020_600,C2,219.58025713270666,2048.9268062641495,0.10553678724645864,2020.0,-5.793448720134286,-5.2768393623229315,28.92680626414949,-0.9302781221726091
R10INDIA+,GEM-E3_V2021,EN_NPi2020_600,C2,335.7580514750031,2056.3880272818997,0.22005958076936996,2020.0,-18.47169401188243,-11.002979038468496,36.38802728189967,-3.994246694382466
R10NORTH_AM,COFFEE 1.1,EN_NPi2020_600,C3,450.4184032321419,2030.725542695853,0.5487800697972277,2025.0,-61.79516069092267,-27.439003489861385,5.725542695852937,-12.803067810662101
R10CHINA+,COFFEE 1.1,EN_NPi2020_600,C3,,,,,,,,
R10EUROPE,COFFEE 1.1,EN_NPi2020_600,C3,,,,,,,,
R10INDIA+,COFFEE 1.1,EN_NPi2020_600,C3,,,,,,,,
R10NORTH_AM,COFFEE 1.1,EN_NPi2020_600,C3,450.4184032321419,2030.725542695853,0.5487800697972277,2025.0,-61.79516069092267,-27.439003489861385,5.725542695852937,-12.803067810662101
R10CHINA+,COFFEE 1.1,EN_NPi2020_600,C3,764.3469932779482,2030.7212412088973,0.5554879621210499,2025.0,-106.14638841232981,-27.774398106052494,5.721241208897254,-14.680109027774241
R10EUROPE,COFFEE 1.1,EN_NPi2020_600,C3,,,,,,,,
R10INDIA+,COFFEE 1.1,EN_NPi2020_600,C3,,,,,,,,
R10NORTH_AM,COFFEE 1.1,EN_NPi2020_600,C3,450.4184032321419,2030.725542695853,0.5487800697972277,2025.0,-61.79516069092267,-27.439003489861385,5.725542695852937,-12.803067810662101
R10CHINA+,COFFEE 1.1,EN_NPi2020_600,C3,764.3469932779482,2030.7212412088973,0.5554879621210499,2025.0,-106.14638841232981,-27.774398106052494,5.721241208897254,-14.680109027774241
R10EUROPE,COFFEE 1.1,EN_NPi2020_600,C3,207.81358385328997,2030.726315758935,0.5473878933227088,2025.0,-28.43865996732362,-27.369394666135438,5.726315758935016,-5.766922759274458
R10INDIA+,COFFEE 1.1,EN_NPi2020_600,C3,,,,,,,,
R10NORTH_AM,COFFEE 1.1,EN_NPi2020_600,C3,450.4184032321419,2030.725542695853,0.5487800697972277,2025.0,-61.79516069092267,-27.439003489861385,5.725542695852937,-12.803067810662101
R10CHINA+,COFFEE 1.1,EN_NPi2020_600,C3,764.3469932779482,2030.7212412088973,0.5554879621210499,2025.0,-106.14638841232981,-27.774398106052494,5.721241208897254,-14.680109027774241
R10EUROPE,COFFEE 1.1,EN_NPi2020_600,C3,207.81358385328997,2030.726315758935,0.5473878933227088,2025.0,-28.43865996732362,-27.369394666135438,5.726315758935016,-5.766922759274458
R10INDIA+,COFFEE 1.1,EN_NPi2020_600,C3,165.9880242181243,2031.8262146878571,0.35970359616384545,2025.0,-14.926622307847696,-17.98517980819227,6.826214687857146,-7.65418410418378
R10NORTH_AM,WITCH 5.0,EN_NPi2020_600,C3,226770.0464267311,1815.739674857217,0.03126938837729101,2020.0,-1772.7401635134422,-1.5634694188645506,-204.2603251427829,
R10CHINA+,WITCH 5.0,EN_NPi2020_600,C3,,,,,,,,
R10EUROPE,WITCH 5.0,EN_NPi2020_600,C3,,,,,,,,
R10INDIA+,WITCH 5.0,EN_NPi2020_600,C3,,,,,,,,
R10NORTH_AM,WITCH 5.0,EN_NPi2020_600,C3,226770.0464267311,1815.739674857217,0.03126938837729101,2020.0,-1772.7401635134422,-1.5634694188645506,-204.2603251427829,
R10CHINA+,WITCH 5.0,EN_NPi2020_600,C3,545855.417453038,1818.4778570626654,0.03127284505737521,2020.0,-4267.61297343443,-1.5636422528687604,-201.5221429373346,
R10EUROPE,WITCH 5.0,EN_NPi2020_600,C3,,,,,,,,
R10INDIA+,WITCH 5.0,EN_NPi2020_600,C3,,,,,,,,
R10NORTH_AM,WITCH 5.0,EN_NPi2020_600,C3,226770.0464267311,1815.739674857217,0.03126938837729101,2020.0,-1772.7401635134422,-1.5634694188645506,-204.2603251427829,
R10CHINA+,WITCH 5.0,EN_NPi2020_600,C3,545855.417453038,1818.4778570626654,0.03127284505737521,2020.0,-4267.61297343443,-1.5636422528687604,-201.5221429373346,
R10EUROPE,WITCH 5.0,EN_NPi2020_600,C3,551.5766888407235,1994.1426970301357,0.03626337856845059,2010.0,-5.000508569240908,-1.8131689284225296,-15.85730296986435,
R10INDIA+,WITCH 5.0,EN_NPi2020_600,C3,,,,,,,,
R10NORTH_AM,WITCH 5.0,EN_NPi2020_600,C3,226770.0464267311,1815.739674857217,0.03126938837729101,2020.0,-1772.7401635134422,-1.5634694188645506,-204.2603251427829,
R10CHINA+,WITCH 5.0,EN_NPi2020_600,C3,545855.417453038,1818.4778570626654,0.03127284505737521,2020.0,-4267.61297343443,-1.5636422528687604,-201.5221429373346,
R10EUROPE,WITCH 5.0,EN_NPi2020_600,C3,551.5766888407235,1994.1426970301357,0.03626337856845059,2010.0,-5.000508569240908,-1.8131689284225296,-15.85730296986435,
R10INDIA+,WITCH 5.0,EN_NPi2020_600,C3,131663.07989623694,1815.9464129617863,0.031268779509098836,2020.0,-1029.2359536910742,-1.5634389754549418,-204.05358703821366,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,599.832984873261,2019.8527287885536,0.35237489091173274,2020.0,-52.8415206524936,-17.618744545586637,-0.14727121144642297,-11.543903627338672
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,,,,,,,,
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,599.832984873261,2019.8527287885536,0.35237489091173274,2020.0,-52.8415206524936,-17.618744545586637,-0.14727121144642297,-11.543903627338672
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,1596.024944883858,2021.2114605916456,0.3477418216585328,2020.0,-138.75115543659305,-17.387091082926638,1.2114605916456185,-20.084131687775603
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,599.832984873261,2019.8527287885536,0.35237489091173274,2020.0,-52.8415206524936,-17.618744545586637,-0.14727121144642297,-11.543903627338672
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,1596.024944883858,2021.2114605916456,0.3477418216585328,2020.0,-138.75115543659305,-17.387091082926638,1.2114605916456185,-20.084131687775603
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,206.66724219144265,2024.1216246242132,0.22057108797273917,2015.0,-11.396204614623022,-11.028554398636958,9.121624624213155,-3.118286655555925
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,599.832984873261,2019.8527287885536,0.35237489091173274,2020.0,-52.8415206524936,-17.618744545586637,-0.14727121144642297,-11.543903627338672
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,1596.024944883858,2021.2114605916456,0.3477418216585328,2020.0,-138.75115543659305,-17.387091082926638,1.2114605916456185,-20.084131687775603
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,206.66724219144265,2024.1216246242132,0.22057108797273917,2015.0,-11.396204614623022,-11.028554398636958,9.121624624213155,-3.118286655555925
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,C1,490.28889085377256,2020.8261035752262,0.13554218060182008,2020.0,-16.61370634779202,-6.777109030091004,0.8261035752261705,-9.98410457548735
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,508.7499380981625,2020.741743615473,0.38860306622742224,2020.0,-49.425446471989304,-19.43015331137111,0.7417436154730694,-10.860507934859049
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,,,,,,,,
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,508.7499380981625,2020.741743615473,0.38860306622742224,2020.0,-49.425446471989304,-19.43015331137111,0.7417436154730694,-10.860507934859049
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,1596.0249413818237,2021.211460607305,0.3477418226986404,2020.0,-138.7511555471515,-17.38709113493202,1.2114606073050709,-20.01869351682292
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,508.7499380981625,2020.741743615473,0.38860306622742224,2020.0,-49.425446471989304,-19.43015331137111,0.7417436154730694,-10.860507934859049
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,1596.0249413818237,2021.211460607305,0.3477418226986404,2020.0,-138.7511555471515,-17.38709113493202,1.2114606073050709,-20.01869351682292
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,207.32720818789113,2023.9006151825736,0.2121155883665089,2015.0,-10.994333187290053,-10.605779418325447,8.900615182573574,-3.033963636457395
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,508.7499380981625,2020.741743615473,0.38860306622742224,2020.0,-49.425446471989304,-19.43015331137111,0.7417436154730694,-10.860507934859049
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,1596.0249413818237,2021.211460607305,0.3477418226986404,2020.0,-138.7511555471515,-17.38709113493202,1.2114606073050709,-20.01869351682292
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,207.32720818789113,2023.9006151825736,0.2121155883665089,2015.0,-10.994333187290053,-10.605779418325447,8.900615182573574,-3.033963636457395
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,C1,412.38958017553045,2023.1299311234313,0.16657373735732572,2020.0,-17.17331840426416,-8.328686867866287,3.1299311234313336,-9.481734428494269
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,466.70054466654517,2021.182622682639,0.41797731482585315,2020.0,-48.767560121871426,-20.89886574129266,1.1826226826390211,-10.717061223737911
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,,,,,,,,
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,466.70054466654517,2021.182622682639,0.41797731482585315,2020.0,-48.767560121871426,-20.89886574129266,1.1826226826390211,-10.717061223737911
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,1766.5259700962438,2020.5910319313539,0.3260846098108683,2020.0,-144.0092329198998,-16.304230490543414,0.5910319313538821,-20.784078084598942
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,,,,,,,,
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,466.70054466654517,2021.182622682639,0.41797731482585315,2020.0,-48.767560121871426,-20.89886574129266,1.1826226826390211,-10.717061223737911
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,1766.5259700962438,2020.5910319313539,0.3260846098108683,2020.0,-144.0092329198998,-16.304230490543414,0.5910319313538821,-20.784078084598942
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,217.7957772149287,2022.999372720056,0.19192582961910226,2015.0,-10.45015880737809,-9.596291480955113,7.999372720056044,-2.9038918688920803
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,,,,,,,,
R10NORTH_AM,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,466.70054466654517,2021.182622682639,0.41797731482585315,2020.0,-48.767560121871426,-20.89886574129266,1.1826226826390211,-10.717061223737911
R10CHINA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,1766.5259700962438,2020.5910319313539,0.3260846098108683,2020.0,-144.0092329198998,-16.304230490543414,0.5910319313538821,-20.784078084598942
R10EUROPE,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,217.7957772149287,2022.999372720056,0.19192582961910226,2015.0,-10.45015880737809,-9.596291480955113,7.999372720056044,-2.9038918688920803
R10INDIA+,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,C1,287.3575092152653,2026.9933919166567,0.2603274451154093,2020.0,-18.701761552184422,-13.016372255770465,6.993391916656719,-8.257117708233947
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,372.19586146901605,2018.8329954015003,0.3006220755073169,2005.0,-27.972573092512352,-15.031103775365844,13.832995401500284,-7.066387871241473
R10CHINA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,,,,,,,,
R10EUROPE,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,372.19586146901605,2018.8329954015003,0.3006220755073169,2005.0,-27.972573092512352,-15.031103775365844,13.832995401500284,-7.066387871241473
R10CHINA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,881.6436593016188,2024.2473464966747,0.47538788383836966,2015.0,-104.78067837372828,-23.769394191918483,9.247346496674709,-14.92657044076607
R10EUROPE,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,,,,,,,,
R10INDIA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,372.19586146901605,2018.8329954015003,0.3006220755073169,2005.0,-27.972573092512352,-15.031103775365844,13.832995401500284,-7.066387871241473
R10CHINA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,881.6436593016188,2024.2473464966747,0.47538788383836966,2015.0,-104.78067837372828,-23.769394191918483,9.247346496674709,-14.92657044076607
R10EUROPE,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,183.50372363545137,2019.7880387569232,0.357256996236428,2005.0,-16.389497276050243,-17.8628498118214,14.788038756923243,-5.686350015551185
R10INDIA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,,,,,,,,
R10NORTH_AM,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,372.19586146901605,2018.8329954015003,0.3006220755073169,2005.0,-27.972573092512352,-15.031103775365844,13.832995401500284,-7.066387871241473
R10CHINA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,881.6436593016188,2024.2473464966747,0.47538788383836966,2015.0,-104.78067837372828,-23.769394191918483,9.247346496674709,-14.92657044076607
R10EUROPE,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,183.50372363545137,2019.7880387569232,0.357256996236428,2005.0,-16.389497276050243,-17.8628498118214,14.788038756923243,-5.686350015551185
R10INDIA+,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,C1,251.94515336844282,2029.702190029611,0.49081573721627914,2020.0,-30.914661547150192,-24.540786860813956,9.702190029611074,-11.988183486813659
R10NORTH_AM,WITCH 5.0,EN_NPi2020_450,C1,217989.3129824163,1817.0113678872642,0.03127043637972454,2020.0,-1704.1552357691276,-1.563521818986227,-202.9886321127358,
R10CHINA+,WITCH 5.0,EN_NPi2020_450,C1,,,,,,,,
R10EUROPE,WITCH 5.0,EN_NPi2020_450,C1,,,,,,,,
R10INDIA+,WITCH 5.0,EN_NPi2020_450,C1,,,,,,,,
