year,range,growth_rate,Capacity (GW),percent,duration,AR6_R10,ISO,Country Code,R_Choice
2015.0,2015,-0.028787999119422314,4.202,0.7658721788652183,13.0,R10EUROPE,DNK,DNK,1
2016.0,2016,-0.07277039838783483,4.202,0.6074667791605147,14.0,R10EUROPE,DNK,DNK,1
2017.0,2017,-0.06056339238980035,3.936,0.6074667791605147,15.0,R10EUROPE,DNK,DNK,1
2018.0,2018,-0.06056339238980035,3.936,0.6074667791605147,16.0,R10EUROPE,DNK,DNK,1
2019.0,2019,-0.1287313571761609,3.631,0.38451803417000635,17.0,R10EUROPE,DNK,DNK,1
2020.0,2020,-0.15546107736470272,3.631,0.32904450537861213,18.0,R10EUROPE,DNK,DNK,1
2021.0,2021,-0.11540104473796475,2.88,0.32904450537861213,19.0,R10EUROPE,DNK,DNK,1
2019.0,2019,0.0,0.141,1.0,5.0,R10EUROPE,SWE,SWE,1
2020.0,2020,-1.0,0.141,0.0,6.0,R10EUROPE,SWE,SWE,1
2021.0,2021,-1.0,0.141,0.0,7.0,R10EUROPE,SWE,SWE,1
2005.0,2005,0.0,1.978,1.0,5.0,R10EUROPE,PRT,PRT,1
2006.0,2006,0.0,1.978,1.0,6.0,R10EUROPE,PRT,PRT,1
2007.0,2007,0.0,1.978,1.0,7.0,R10EUROPE,PRT,PRT,1
2008.0,2008,0.0,1.978,1.0,8.0,R10EUROPE,PRT,PRT,1
2009.0,2009,0.0,1.978,1.0,9.0,R10EUROPE,PRT,PRT,1
2010.0,2010,0.0,1.978,1.0,10.0,R10EUROPE,PRT,PRT,1
2011.0,2011,0.0,1.978,1.0,11.0,R10EUROPE,PRT,PRT,1
2012.0,2012,0.0,1.978,1.0,12.0,R10EUROPE,PRT,PRT,1
2013.0,2013,0.0,1.978,1.0,13.0,R10EUROPE,PRT,PRT,1
2014.0,2014,0.0,1.978,1.0,14.0,R10EUROPE,PRT,PRT,1
2015.0,2015,0.0,1.978,1.0,15.0,R10EUROPE,PRT,PRT,1
2016.0,2016,0.0,1.978,1.0,16.0,R10EUROPE,PRT,PRT,1
2017.0,2017,0.0,1.978,1.0,17.0,R10EUROPE,PRT,PRT,1
2018.0,2018,0.0,1.978,1.0,18.0,R10EUROPE,PRT,PRT,1
2019.0,2019,0.0,1.978,1.0,19.0,R10EUROPE,PRT,PRT,1
2020.0,2020,0.0,1.978,1.0,20.0,R10EUROPE,PRT,PRT,1
2021.0,2021,-1.0,1.978,0.0,21.0,R10EUROPE,PRT,PRT,1
2011.0,2011,-0.006845270607542808,7.405,0.9662390276839973,5.0,R10EUROPE,ROU,ROU,1
2012.0,2012,-0.012744782851064507,7.405,0.937879810938555,6.0,R10EUROPE,ROU,ROU,1
2013.0,2013,-0.01164925222940405,7.205,0.9176232275489534,7.0,R10EUROPE,ROU,ROU,1
2014.0,2014,-0.01164925222940405,7.205,0.9176232275489534,8.0,R10EUROPE,ROU,ROU,1
2015.0,2015,-0.032515015526319746,7.155,0.8190411883862255,9.0,R10EUROPE,ROU,ROU,1
2016.0,2016,-0.03572665483718518,7.155,0.8055367994598244,10.0,R10EUROPE,ROU,ROU,1
2017.0,2017,-0.029964474696655752,6.945,0.8055367994598244,11.0,R10EUROPE,ROU,ROU,1
2018.0,2018,-0.025719080367772817,6.795,0.8055367994598244,12.0,R10EUROPE,ROU,ROU,1
2019.0,2019,-0.059317804425557785,6.795,0.675894665766374,13.0,R10EUROPE,ROU,ROU,1
2020.0,2020,-0.03769076120779913,6.065,0.675894665766374,14.0,R10EUROPE,ROU,ROU,1
2021.0,2021,-0.11246602859230315,5.965,0.4436191762322755,15.0,R10EUROPE,ROU,ROU,1
2005.0,2005,0.0,3.261,0.5312805474095798,5.0,R10REST_ASIA,THA,THA,0
2006.0,2006,0.04054962249647498,3.261,0.6480938416422288,6.0,R10REST_ASIA,THA,THA,0
2007.0,2007,0.075615271216952,3.261,0.7649071358748779,7.0,R10REST_ASIA,THA,THA,0
2008.0,2008,0.0772597410282112,3.261,0.770772238514174,8.0,R10REST_ASIA,THA,THA,0
2009.0,2009,0.0772597410282112,3.261,0.770772238514174,9.0,R10REST_ASIA,THA,THA,0
2010.0,2010,0.08110315781476873,3.261,0.7846203975236233,10.0,R10REST_ASIA,THA,THA,0
2011.0,2011,0.03897318728634791,3.978,0.7846203975236233,11.0,R10REST_ASIA,THA,THA,0
2012.0,2012,0.04256590748664446,4.695,0.9421635711958294,12.0,R10REST_ASIA,THA,THA,0
2013.0,2013,0.04097439886916532,4.731,0.9421635711958294,13.0,R10REST_ASIA,THA,THA,0
2014.0,2014,0.04097439886916532,4.731,0.9421635711958294,14.0,R10REST_ASIA,THA,THA,0
2015.0,2015,0.03727364334914873,4.816,0.9421635711958294,15.0,R10REST_ASIA,THA,THA,0
2016.0,2016,0.03727364334914873,4.816,0.9421635711958294,16.0,R10REST_ASIA,THA,THA,0
2017.0,2017,0.0,5.783,0.9421635711958294,17.0,R10REST_ASIA,THA,THA,0
2018.0,2018,0.0,5.783,0.9421635711958294,18.0,R10REST_ASIA,THA,THA,0
2019.0,2019,0.011986545082931954,5.783,1.0,19.0,R10REST_ASIA,THA,THA,0
2020.0,2020,0.011986545082931954,5.783,1.0,20.0,R10REST_ASIA,THA,THA,0
2021.0,2021,0.011986545082931954,5.783,1.0,21.0,R10REST_ASIA,THA,THA,0
2017.0,2017,-0.07789208851827223,0.75,0.6666666666666666,5.0,R10PAC_OECD,NZL,NZL,1
2018.0,2018,0.0,0.5,0.6666666666666666,6.0,R10PAC_OECD,NZL,NZL,1
2019.0,2019,0.0,0.5,0.6666666666666666,7.0,R10PAC_OECD,NZL,NZL,1
2020.0,2020,0.0,0.5,0.6666666666666666,8.0,R10PAC_OECD,NZL,NZL,1
2021.0,2021,0.0,0.5,0.6666666666666666,9.0,R10PAC_OECD,NZL,NZL,1
